Gene stable ID	Transcript stable ID
ENSBTAG00000032531	ENSBTAT00000046158
ENSBTAG00000007850	ENSBTAT00000010330
ENSBTAG00000007850	ENSBTAT00000082142
ENSBTAG00000007850	ENSBTAT00000082322
ENSBTAG00000007850	ENSBTAT00000067096
ENSBTAG00000007846	ENSBTAT00000010322
ENSBTAG00000007846	ENSBTAT00000076931
ENSBTAG00000007843	ENSBTAT00000010318
ENSBTAG00000007843	ENSBTAT00000083503
ENSBTAG00000007843	ENSBTAT00000073352
ENSBTAG00000004749	ENSBTAT00000006234
ENSBTAG00000053918	ENSBTAT00000083476
ENSBTAG00000053918	ENSBTAT00000084660
ENSBTAG00000014550	ENSBTAT00000019340
ENSBTAG00000014549	ENSBTAT00000019339
ENSBTAG00000014549	ENSBTAT00000086056
ENSBTAG00000014786	ENSBTAT00000077324
ENSBTAG00000014786	ENSBTAT00000019672
ENSBTAG00000014786	ENSBTAT00000071480
ENSBTAG00000044079	ENSBTAT00000061397
ENSBTAG00000014784	ENSBTAT00000019665
ENSBTAG00000014782	ENSBTAT00000019663
ENSBTAG00000014779	ENSBTAT00000019661
ENSBTAG00000045757	ENSBTAT00000062950
ENSBTAG00000045757	ENSBTAT00000077581
ENSBTAG00000046924	ENSBTAT00000065486
ENSBTAG00000047658	ENSBTAT00000063855
ENSBTAG00000045817	ENSBTAT00000082963
ENSBTAG00000045817	ENSBTAT00000064109
ENSBTAG00000047794	ENSBTAT00000066095
ENSBTAG00000047794	ENSBTAT00000066899
ENSBTAG00000054920	ENSBTAT00000066676
ENSBTAG00000021695	ENSBTAT00000028914
ENSBTAG00000002960	ENSBTAT00000003855
ENSBTAG00000002962	ENSBTAT00000003860
ENSBTAG00000002962	ENSBTAT00000085914
ENSBTAG00000002962	ENSBTAT00000080231
ENSBTAG00000054131	ENSBTAT00000024225
ENSBTAG00000054131	ENSBTAT00000068962
ENSBTAG00000018198	ENSBTAT00000024223
ENSBTAG00000004118	ENSBTAT00000005380
ENSBTAG00000004118	ENSBTAT00000082879
ENSBTAG00000001471	ENSBTAT00000070458
ENSBTAG00000001471	ENSBTAT00000067514
ENSBTAG00000001471	ENSBTAT00000080034
ENSBTAG00000001471	ENSBTAT00000069856
ENSBTAG00000001471	ENSBTAT00000077428
ENSBTAG00000001471	ENSBTAT00000076786
ENSBTAG00000001471	ENSBTAT00000001927
ENSBTAG00000021912	ENSBTAT00000029212
ENSBTAG00000018628	ENSBTAT00000024788
ENSBTAG00000032304	ENSBTAT00000024787
ENSBTAG00000032304	ENSBTAT00000045814
ENSBTAG00000053854	ENSBTAT00000055077
ENSBTAG00000037377	ENSBTAT00000024782
ENSBTAG00000018622	ENSBTAT00000024779
ENSBTAG00000018622	ENSBTAT00000078241
ENSBTAG00000018622	ENSBTAT00000087500
ENSBTAG00000013442	ENSBTAT00000017882
ENSBTAG00000000671	ENSBTAT00000045795
ENSBTAG00000000670	ENSBTAT00000073688
ENSBTAG00000000670	ENSBTAT00000086445
ENSBTAG00000000670	ENSBTAT00000000891
ENSBTAG00000032279	ENSBTAT00000075896
ENSBTAG00000032279	ENSBTAT00000045775
ENSBTAG00000000805	ENSBTAT00000001065
ENSBTAG00000040574	ENSBTAT00000057012
ENSBTAG00000054379	ENSBTAT00000080487
ENSBTAG00000037410	ENSBTAT00000054070
ENSBTAG00000045942	ENSBTAT00000063341
ENSBTAG00000039664	ENSBTAT00000052413
ENSBTAG00000001067	ENSBTAT00000001415
ENSBTAG00000034796	ENSBTAT00000075570
ENSBTAG00000034796	ENSBTAT00000077961
ENSBTAG00000034796	ENSBTAT00000083114
ENSBTAG00000034796	ENSBTAT00000049255
ENSBTAG00000032253	ENSBTAT00000073320
ENSBTAG00000032253	ENSBTAT00000045730
ENSBTAG00000006501	ENSBTAT00000030668
ENSBTAG00000006501	ENSBTAT00000083024
ENSBTAG00000006501	ENSBTAT00000080631
ENSBTAG00000006500	ENSBTAT00000008515
ENSBTAG00000031797	ENSBTAT00000045083
ENSBTAG00000053760	ENSBTAT00000067945
ENSBTAG00000049586	ENSBTAT00000080783
ENSBTAG00000007398	ENSBTAT00000009724
ENSBTAG00000009453	ENSBTAT00000040335
ENSBTAG00000009453	ENSBTAT00000056458
ENSBTAG00000003997	ENSBTAT00000005220
ENSBTAG00000017547	ENSBTAT00000023325
ENSBTAG00000014547	ENSBTAT00000019336
ENSBTAG00000012073	ENSBTAT00000016016
ENSBTAG00000018026	ENSBTAT00000023996
ENSBTAG00000011628	ENSBTAT00000015445
ENSBTAG00000011628	ENSBTAT00000067365
ENSBTAG00000011628	ENSBTAT00000071827
ENSBTAG00000014971	ENSBTAT00000019929
ENSBTAG00000001874	ENSBTAT00000085032
ENSBTAG00000001874	ENSBTAT00000002440
ENSBTAG00000001874	ENSBTAT00000078542
ENSBTAG00000001874	ENSBTAT00000087176
ENSBTAG00000001874	ENSBTAT00000070363
ENSBTAG00000001874	ENSBTAT00000086869
ENSBTAG00000001874	ENSBTAT00000079970
ENSBTAG00000001874	ENSBTAT00000068205
ENSBTAG00000001874	ENSBTAT00000085534
ENSBTAG00000001874	ENSBTAT00000074000
ENSBTAG00000000220	ENSBTAT00000065772
ENSBTAG00000018227	ENSBTAT00000065868
ENSBTAG00000018227	ENSBTAT00000082580
ENSBTAG00000018227	ENSBTAT00000067486
ENSBTAG00000018227	ENSBTAT00000082363
ENSBTAG00000018227	ENSBTAT00000085826
ENSBTAG00000018227	ENSBTAT00000024265
ENSBTAG00000016920	ENSBTAT00000061448
ENSBTAG00000035286	ENSBTAT00000025040
ENSBTAG00000004117	ENSBTAT00000005379
ENSBTAG00000022751	ENSBTAT00000049776
ENSBTAG00000044062	ENSBTAT00000061510
ENSBTAG00000044062	ENSBTAT00000075715
ENSBTAG00000044062	ENSBTAT00000077056
ENSBTAG00000044062	ENSBTAT00000072377
ENSBTAG00000019832	ENSBTAT00000083643
ENSBTAG00000019832	ENSBTAT00000026423
ENSBTAG00000019832	ENSBTAT00000063984
ENSBTAG00000007131	ENSBTAT00000009385
ENSBTAG00000007131	ENSBTAT00000085425
ENSBTAG00000007438	ENSBTAT00000009782
ENSBTAG00000009194	ENSBTAT00000012114
ENSBTAG00000009194	ENSBTAT00000063253
ENSBTAG00000009826	ENSBTAT00000012955
ENSBTAG00000009826	ENSBTAT00000085789
ENSBTAG00000009826	ENSBTAT00000067794
ENSBTAG00000001710	ENSBTAT00000002237
ENSBTAG00000001710	ENSBTAT00000074120
ENSBTAG00000001712	ENSBTAT00000002243
ENSBTAG00000050895	ENSBTAT00000077513
ENSBTAG00000019526	ENSBTAT00000026019
ENSBTAG00000014700	ENSBTAT00000019566
ENSBTAG00000054555	ENSBTAT00000070938
ENSBTAG00000004834	ENSBTAT00000006348
ENSBTAG00000004834	ENSBTAT00000080945
ENSBTAG00000022744	ENSBTAT00000030874
ENSBTAG00000022744	ENSBTAT00000083747
ENSBTAG00000034883	ENSBTAT00000049352
ENSBTAG00000015254	ENSBTAT00000020296
ENSBTAG00000015254	ENSBTAT00000083299
ENSBTAG00000034871	ENSBTAT00000039410
ENSBTAG00000021442	ENSBTAT00000028588
ENSBTAG00000005327	ENSBTAT00000049275
ENSBTAG00000003952	ENSBTAT00000084929
ENSBTAG00000003952	ENSBTAT00000005160
ENSBTAG00000003952	ENSBTAT00000068543
ENSBTAG00000003968	ENSBTAT00000005181
ENSBTAG00000011333	ENSBTAT00000015071
ENSBTAG00000017426	ENSBTAT00000023165
ENSBTAG00000051119	ENSBTAT00000068708
ENSBTAG00000007732	ENSBTAT00000072191
ENSBTAG00000007732	ENSBTAT00000086775
ENSBTAG00000007732	ENSBTAT00000049002
ENSBTAG00000007732	ENSBTAT00000010173
ENSBTAG00000007732	ENSBTAT00000061057
ENSBTAG00000006735	ENSBTAT00000008854
ENSBTAG00000016760	ENSBTAT00000022298
ENSBTAG00000016760	ENSBTAT00000072976
ENSBTAG00000016760	ENSBTAT00000056583
ENSBTAG00000016760	ENSBTAT00000071605
ENSBTAG00000016760	ENSBTAT00000083202
ENSBTAG00000016760	ENSBTAT00000069995
ENSBTAG00000016760	ENSBTAT00000084010
ENSBTAG00000016758	ENSBTAT00000022288
ENSBTAG00000016758	ENSBTAT00000048965
ENSBTAG00000022733	ENSBTAT00000030853
ENSBTAG00000021452	ENSBTAT00000065280
ENSBTAG00000039727	ENSBTAT00000057378
ENSBTAG00000016563	ENSBTAT00000022033
ENSBTAG00000016563	ENSBTAT00000076004
ENSBTAG00000016563	ENSBTAT00000082501
ENSBTAG00000016563	ENSBTAT00000075575
ENSBTAG00000016563	ENSBTAT00000076196
ENSBTAG00000016563	ENSBTAT00000079988
ENSBTAG00000016566	ENSBTAT00000022042
ENSBTAG00000016566	ENSBTAT00000082966
ENSBTAG00000053223	ENSBTAT00000077151
ENSBTAG00000053223	ENSBTAT00000017828
ENSBTAG00000053223	ENSBTAT00000083617
ENSBTAG00000012963	ENSBTAT00000017231
ENSBTAG00000012963	ENSBTAT00000083387
ENSBTAG00000037726	ENSBTAT00000052073
ENSBTAG00000037726	ENSBTAT00000087496
ENSBTAG00000008567	ENSBTAT00000011298
ENSBTAG00000048947	ENSBTAT00000079679
ENSBTAG00000018283	ENSBTAT00000024335
ENSBTAG00000054286	ENSBTAT00000086570
ENSBTAG00000000563	ENSBTAT00000000735
ENSBTAG00000000563	ENSBTAT00000048711
ENSBTAG00000014927	ENSBTAT00000019872
ENSBTAG00000008463	ENSBTAT00000011136
ENSBTAG00000011278	ENSBTAT00000076358
ENSBTAG00000011278	ENSBTAT00000081965
ENSBTAG00000011278	ENSBTAT00000030851
ENSBTAG00000011278	ENSBTAT00000077221
ENSBTAG00000018105	ENSBTAT00000084197
ENSBTAG00000018105	ENSBTAT00000068804
ENSBTAG00000018105	ENSBTAT00000077971
ENSBTAG00000018105	ENSBTAT00000024095
ENSBTAG00000019305	ENSBTAT00000025704
ENSBTAG00000009155	ENSBTAT00000069888
ENSBTAG00000009155	ENSBTAT00000012068
ENSBTAG00000046911	ENSBTAT00000065485
ENSBTAG00000054304	ENSBTAT00000085228
ENSBTAG00000017174	ENSBTAT00000022822
ENSBTAG00000017174	ENSBTAT00000079820
ENSBTAG00000003745	ENSBTAT00000004876
ENSBTAG00000003745	ENSBTAT00000076245
ENSBTAG00000003745	ENSBTAT00000066665
ENSBTAG00000047135	ENSBTAT00000069854
ENSBTAG00000047135	ENSBTAT00000080852
ENSBTAG00000047135	ENSBTAT00000065507
ENSBTAG00000047135	ENSBTAT00000084758
ENSBTAG00000050991	ENSBTAT00000079136
ENSBTAG00000010477	ENSBTAT00000048382
ENSBTAG00000010477	ENSBTAT00000084445
ENSBTAG00000003845	ENSBTAT00000005016
ENSBTAG00000003845	ENSBTAT00000072421
ENSBTAG00000046512	ENSBTAT00000065632
ENSBTAG00000002923	ENSBTAT00000003797
ENSBTAG00000002923	ENSBTAT00000086040
ENSBTAG00000015483	ENSBTAT00000020577
ENSBTAG00000015493	ENSBTAT00000020594
ENSBTAG00000022721	ENSBTAT00000020606
ENSBTAG00000009760	ENSBTAT00000012869
ENSBTAG00000009757	ENSBTAT00000077833
ENSBTAG00000009757	ENSBTAT00000078581
ENSBTAG00000009757	ENSBTAT00000012866
ENSBTAG00000009774	ENSBTAT00000012891
ENSBTAG00000009430	ENSBTAT00000012409
ENSBTAG00000009430	ENSBTAT00000068769
ENSBTAG00000019106	ENSBTAT00000025437
ENSBTAG00000011702	ENSBTAT00000074455
ENSBTAG00000011702	ENSBTAT00000085096
ENSBTAG00000011702	ENSBTAT00000068980
ENSBTAG00000011702	ENSBTAT00000030824
ENSBTAG00000002038	ENSBTAT00000002642
ENSBTAG00000002038	ENSBTAT00000084955
ENSBTAG00000053485	ENSBTAT00000024707
ENSBTAG00000018057	ENSBTAT00000024037
ENSBTAG00000051328	ENSBTAT00000074179
ENSBTAG00000047441	ENSBTAT00000066226
ENSBTAG00000016420	ENSBTAT00000021838
ENSBTAG00000016420	ENSBTAT00000070918
ENSBTAG00000016420	ENSBTAT00000073683
ENSBTAG00000051466	ENSBTAT00000070215
ENSBTAG00000051466	ENSBTAT00000078892
ENSBTAG00000016076	ENSBTAT00000078476
ENSBTAG00000016076	ENSBTAT00000021398
ENSBTAG00000016076	ENSBTAT00000075890
ENSBTAG00000016076	ENSBTAT00000083955
ENSBTAG00000013027	ENSBTAT00000068176
ENSBTAG00000013027	ENSBTAT00000017320
ENSBTAG00000018601	ENSBTAT00000024756
ENSBTAG00000006567	ENSBTAT00000008625
ENSBTAG00000006570	ENSBTAT00000008631
ENSBTAG00000006570	ENSBTAT00000077660
ENSBTAG00000006570	ENSBTAT00000082726
ENSBTAG00000053695	ENSBTAT00000075316
ENSBTAG00000002795	ENSBTAT00000030863
ENSBTAG00000017365	ENSBTAT00000077902
ENSBTAG00000017365	ENSBTAT00000078261
ENSBTAG00000017365	ENSBTAT00000023089
ENSBTAG00000006563	ENSBTAT00000055832
ENSBTAG00000033422	ENSBTAT00000047533
ENSBTAG00000013015	ENSBTAT00000017304
ENSBTAG00000013015	ENSBTAT00000069808
ENSBTAG00000014162	ENSBTAT00000068509
ENSBTAG00000014162	ENSBTAT00000052411
ENSBTAG00000038640	ENSBTAT00000054347
ENSBTAG00000034106	ENSBTAT00000048363
ENSBTAG00000052731	ENSBTAT00000084700
ENSBTAG00000052731	ENSBTAT00000069767
ENSBTAG00000000459	ENSBTAT00000000583
ENSBTAG00000003325	ENSBTAT00000068111
ENSBTAG00000003325	ENSBTAT00000030970
ENSBTAG00000003325	ENSBTAT00000066403
ENSBTAG00000008893	ENSBTAT00000011710
ENSBTAG00000008893	ENSBTAT00000075882
ENSBTAG00000008416	ENSBTAT00000030667
ENSBTAG00000008416	ENSBTAT00000073277
ENSBTAG00000008416	ENSBTAT00000068379
ENSBTAG00000008416	ENSBTAT00000067347
ENSBTAG00000017102	ENSBTAT00000022735
ENSBTAG00000044167	ENSBTAT00000061088
ENSBTAG00000016622	ENSBTAT00000047486
ENSBTAG00000016622	ENSBTAT00000022111
ENSBTAG00000016622	ENSBTAT00000080609
ENSBTAG00000016622	ENSBTAT00000071797
ENSBTAG00000046301	ENSBTAT00000065626
ENSBTAG00000052626	ENSBTAT00000086521
ENSBTAG00000003622	ENSBTAT00000073990
ENSBTAG00000003622	ENSBTAT00000023585
ENSBTAG00000055104	ENSBTAT00000084007
ENSBTAG00000037803	ENSBTAT00000070825
ENSBTAG00000037803	ENSBTAT00000055475
ENSBTAG00000034005	ENSBTAT00000083684
ENSBTAG00000034005	ENSBTAT00000011532
ENSBTAG00000007020	ENSBTAT00000004724
ENSBTAG00000016725	ENSBTAT00000022233
ENSBTAG00000016726	ENSBTAT00000060943
ENSBTAG00000047611	ENSBTAT00000064757
ENSBTAG00000053176	ENSBTAT00000068041
ENSBTAG00000019479	ENSBTAT00000025946
ENSBTAG00000019479	ENSBTAT00000077978
ENSBTAG00000006193	ENSBTAT00000084740
ENSBTAG00000006193	ENSBTAT00000008135
ENSBTAG00000006193	ENSBTAT00000063320
ENSBTAG00000006193	ENSBTAT00000067539
ENSBTAG00000016101	ENSBTAT00000030804
ENSBTAG00000016098	ENSBTAT00000021429
ENSBTAG00000010094	ENSBTAT00000013313
ENSBTAG00000010077	ENSBTAT00000013299
ENSBTAG00000003882	ENSBTAT00000005064
ENSBTAG00000048619	ENSBTAT00000074998
ENSBTAG00000048619	ENSBTAT00000086120
ENSBTAG00000010836	ENSBTAT00000014379
ENSBTAG00000010835	ENSBTAT00000014377
ENSBTAG00000033669	ENSBTAT00000061562
ENSBTAG00000033669	ENSBTAT00000074184
ENSBTAG00000033669	ENSBTAT00000075684
ENSBTAG00000033669	ENSBTAT00000072246
ENSBTAG00000033669	ENSBTAT00000067604
ENSBTAG00000033669	ENSBTAT00000071084
ENSBTAG00000033669	ENSBTAT00000014374
ENSBTAG00000010833	ENSBTAT00000014373
ENSBTAG00000010832	ENSBTAT00000030816
ENSBTAG00000007969	ENSBTAT00000010479
ENSBTAG00000007969	ENSBTAT00000079299
ENSBTAG00000007968	ENSBTAT00000010478
ENSBTAG00000007966	ENSBTAT00000030820
ENSBTAG00000007966	ENSBTAT00000065735
ENSBTAG00000007964	ENSBTAT00000070990
ENSBTAG00000007964	ENSBTAT00000010469
ENSBTAG00000007961	ENSBTAT00000010467
ENSBTAG00000007961	ENSBTAT00000047754
ENSBTAG00000007780	ENSBTAT00000010230
ENSBTAG00000007777	ENSBTAT00000010226
ENSBTAG00000007776	ENSBTAT00000010224
ENSBTAG00000007776	ENSBTAT00000077945
ENSBTAG00000007776	ENSBTAT00000067154
ENSBTAG00000011551	ENSBTAT00000040272
ENSBTAG00000011551	ENSBTAT00000072458
ENSBTAG00000009765	ENSBTAT00000084980
ENSBTAG00000009765	ENSBTAT00000081823
ENSBTAG00000009765	ENSBTAT00000052053
ENSBTAG00000048523	ENSBTAT00000076610
ENSBTAG00000010916	ENSBTAT00000047389
ENSBTAG00000019193	ENSBTAT00000085177
ENSBTAG00000019193	ENSBTAT00000025546
ENSBTAG00000019193	ENSBTAT00000066273
ENSBTAG00000003112	ENSBTAT00000004047
ENSBTAG00000003112	ENSBTAT00000083515
ENSBTAG00000004685	ENSBTAT00000006152
ENSBTAG00000004685	ENSBTAT00000079073
ENSBTAG00000012142	ENSBTAT00000077254
ENSBTAG00000012142	ENSBTAT00000066111
ENSBTAG00000012142	ENSBTAT00000070984
ENSBTAG00000012142	ENSBTAT00000073494
ENSBTAG00000012142	ENSBTAT00000070937
ENSBTAG00000012142	ENSBTAT00000076799
ENSBTAG00000012142	ENSBTAT00000047319
ENSBTAG00000019772	ENSBTAT00000026346
ENSBTAG00000022699	ENSBTAT00000030791
ENSBTAG00000005433	ENSBTAT00000007151
ENSBTAG00000005431	ENSBTAT00000007149
ENSBTAG00000005431	ENSBTAT00000079819
ENSBTAG00000013047	ENSBTAT00000017342
ENSBTAG00000012904	ENSBTAT00000017152
ENSBTAG00000012904	ENSBTAT00000085504
ENSBTAG00000052329	ENSBTAT00000077610
ENSBTAG00000012902	ENSBTAT00000017150
ENSBTAG00000012902	ENSBTAT00000085357
ENSBTAG00000009863	ENSBTAT00000013008
ENSBTAG00000016532	ENSBTAT00000021983
ENSBTAG00000016532	ENSBTAT00000080711
ENSBTAG00000022622	ENSBTAT00000030652
ENSBTAG00000004120	ENSBTAT00000081897
ENSBTAG00000004120	ENSBTAT00000005382
ENSBTAG00000004120	ENSBTAT00000084464
ENSBTAG00000020455	ENSBTAT00000054653
ENSBTAG00000010165	ENSBTAT00000013410
ENSBTAG00000010165	ENSBTAT00000067834
ENSBTAG00000039855	ENSBTAT00000055237
ENSBTAG00000009489	ENSBTAT00000045596
ENSBTAG00000009489	ENSBTAT00000082690
ENSBTAG00000034496	ENSBTAT00000048868
ENSBTAG00000018935	ENSBTAT00000025200
ENSBTAG00000019161	ENSBTAT00000003411
ENSBTAG00000019161	ENSBTAT00000067000
ENSBTAG00000019161	ENSBTAT00000025503
ENSBTAG00000019163	ENSBTAT00000025505
ENSBTAG00000001176	ENSBTAT00000001560
ENSBTAG00000020965	ENSBTAT00000045586
ENSBTAG00000020965	ENSBTAT00000027925
ENSBTAG00000020963	ENSBTAT00000073228
ENSBTAG00000020963	ENSBTAT00000068967
ENSBTAG00000020963	ENSBTAT00000027919
ENSBTAG00000019536	ENSBTAT00000075767
ENSBTAG00000019536	ENSBTAT00000026031
ENSBTAG00000000484	ENSBTAT00000000612
ENSBTAG00000000484	ENSBTAT00000070191
ENSBTAG00000000484	ENSBTAT00000069832
ENSBTAG00000000484	ENSBTAT00000052079
ENSBTAG00000019534	ENSBTAT00000026029
ENSBTAG00000019534	ENSBTAT00000076573
ENSBTAG00000000483	ENSBTAT00000000611
ENSBTAG00000052388	ENSBTAT00000067923
ENSBTAG00000000273	ENSBTAT00000072646
ENSBTAG00000000273	ENSBTAT00000000339
ENSBTAG00000038084	ENSBTAT00000052302
ENSBTAG00000000480	ENSBTAT00000000607
ENSBTAG00000000480	ENSBTAT00000077009
ENSBTAG00000000480	ENSBTAT00000086083
ENSBTAG00000033225	ENSBTAT00000060980
ENSBTAG00000033225	ENSBTAT00000072950
ENSBTAG00000000478	ENSBTAT00000000605
ENSBTAG00000010138	ENSBTAT00000066534
ENSBTAG00000010138	ENSBTAT00000013382
ENSBTAG00000020645	ENSBTAT00000027511
ENSBTAG00000003592	ENSBTAT00000004672
ENSBTAG00000008509	ENSBTAT00000011214
ENSBTAG00000006727	ENSBTAT00000008843
ENSBTAG00000018020	ENSBTAT00000023990
ENSBTAG00000002471	ENSBTAT00000087005
ENSBTAG00000002471	ENSBTAT00000081946
ENSBTAG00000002471	ENSBTAT00000074349
ENSBTAG00000002471	ENSBTAT00000075473
ENSBTAG00000002471	ENSBTAT00000074126
ENSBTAG00000002471	ENSBTAT00000075585
ENSBTAG00000002471	ENSBTAT00000082399
ENSBTAG00000002471	ENSBTAT00000032069
ENSBTAG00000018307	ENSBTAT00000024362
ENSBTAG00000018307	ENSBTAT00000076800
ENSBTAG00000006330	ENSBTAT00000008305
ENSBTAG00000006328	ENSBTAT00000008300
ENSBTAG00000053287	ENSBTAT00000067841
ENSBTAG00000020047	ENSBTAT00000026711
ENSBTAG00000015046	ENSBTAT00000020028
ENSBTAG00000040083	ENSBTAT00000052754
ENSBTAG00000004878	ENSBTAT00000006413
ENSBTAG00000004877	ENSBTAT00000006411
ENSBTAG00000004877	ENSBTAT00000062935
ENSBTAG00000007615	ENSBTAT00000075911
ENSBTAG00000007615	ENSBTAT00000078940
ENSBTAG00000007615	ENSBTAT00000010014
ENSBTAG00000012335	ENSBTAT00000084165
ENSBTAG00000012335	ENSBTAT00000016365
ENSBTAG00000012322	ENSBTAT00000016348
ENSBTAG00000005728	ENSBTAT00000007530
ENSBTAG00000011595	ENSBTAT00000015405
ENSBTAG00000032026	ENSBTAT00000015403
ENSBTAG00000011588	ENSBTAT00000045376
ENSBTAG00000045547	ENSBTAT00000066173
ENSBTAG00000011585	ENSBTAT00000030663
ENSBTAG00000011585	ENSBTAT00000081455
ENSBTAG00000018644	ENSBTAT00000024807
ENSBTAG00000018644	ENSBTAT00000074541
ENSBTAG00000002147	ENSBTAT00000085335
ENSBTAG00000002147	ENSBTAT00000002784
ENSBTAG00000020481	ENSBTAT00000086172
ENSBTAG00000020481	ENSBTAT00000084784
ENSBTAG00000020481	ENSBTAT00000063772
ENSBTAG00000020481	ENSBTAT00000027290
ENSBTAG00000020481	ENSBTAT00000075447
ENSBTAG00000020481	ENSBTAT00000085946
ENSBTAG00000011583	ENSBTAT00000015388
ENSBTAG00000011583	ENSBTAT00000072979
ENSBTAG00000011581	ENSBTAT00000078534
ENSBTAG00000011581	ENSBTAT00000015386
ENSBTAG00000005436	ENSBTAT00000007154
ENSBTAG00000005436	ENSBTAT00000079665
ENSBTAG00000011580	ENSBTAT00000015385
ENSBTAG00000011580	ENSBTAT00000074163
ENSBTAG00000011580	ENSBTAT00000078428
ENSBTAG00000000387	ENSBTAT00000000498
ENSBTAG00000002321	ENSBTAT00000002992
ENSBTAG00000022689	ENSBTAT00000030766
ENSBTAG00000022689	ENSBTAT00000077335
ENSBTAG00000022689	ENSBTAT00000085488
ENSBTAG00000054670	ENSBTAT00000075964
ENSBTAG00000022632	ENSBTAT00000030664
ENSBTAG00000004279	ENSBTAT00000005600
ENSBTAG00000054195	ENSBTAT00000080370
ENSBTAG00000019330	ENSBTAT00000071498
ENSBTAG00000019330	ENSBTAT00000025742
ENSBTAG00000019330	ENSBTAT00000025743
ENSBTAG00000011899	ENSBTAT00000015787
ENSBTAG00000011899	ENSBTAT00000080139
ENSBTAG00000053030	ENSBTAT00000080709
ENSBTAG00000018862	ENSBTAT00000075646
ENSBTAG00000018862	ENSBTAT00000025111
ENSBTAG00000011894	ENSBTAT00000015778
ENSBTAG00000011894	ENSBTAT00000074820
ENSBTAG00000009371	ENSBTAT00000012334
ENSBTAG00000000982	ENSBTAT00000001300
ENSBTAG00000000981	ENSBTAT00000001299
ENSBTAG00000000981	ENSBTAT00000001298
ENSBTAG00000013932	ENSBTAT00000018512
ENSBTAG00000055290	ENSBTAT00000069502
ENSBTAG00000055290	ENSBTAT00000086997
ENSBTAG00000055290	ENSBTAT00000082510
ENSBTAG00000055290	ENSBTAT00000076006
ENSBTAG00000055290	ENSBTAT00000071610
ENSBTAG00000016533	ENSBTAT00000021993
ENSBTAG00000016533	ENSBTAT00000077052
ENSBTAG00000016533	ENSBTAT00000073642
ENSBTAG00000016533	ENSBTAT00000074124
ENSBTAG00000016533	ENSBTAT00000085764
ENSBTAG00000016533	ENSBTAT00000077766
ENSBTAG00000016533	ENSBTAT00000087078
ENSBTAG00000048900	ENSBTAT00000083914
ENSBTAG00000009220	ENSBTAT00000012151
ENSBTAG00000022635	ENSBTAT00000057452
ENSBTAG00000022635	ENSBTAT00000052357
ENSBTAG00000006679	ENSBTAT00000008789
ENSBTAG00000006679	ENSBTAT00000067269
ENSBTAG00000006679	ENSBTAT00000076082
ENSBTAG00000006679	ENSBTAT00000066447
ENSBTAG00000006679	ENSBTAT00000070573
ENSBTAG00000006679	ENSBTAT00000080989
ENSBTAG00000018921	ENSBTAT00000025198
ENSBTAG00000018928	ENSBTAT00000025191
ENSBTAG00000018924	ENSBTAT00000025183
ENSBTAG00000031837	ENSBTAT00000025179
ENSBTAG00000018918	ENSBTAT00000025174
ENSBTAG00000018913	ENSBTAT00000025168
ENSBTAG00000018910	ENSBTAT00000025167
ENSBTAG00000005490	ENSBTAT00000007217
ENSBTAG00000007624	ENSBTAT00000066679
ENSBTAG00000007624	ENSBTAT00000071586
ENSBTAG00000007624	ENSBTAT00000010028
ENSBTAG00000007624	ENSBTAT00000076525
ENSBTAG00000007624	ENSBTAT00000071443
ENSBTAG00000007624	ENSBTAT00000071969
ENSBTAG00000007624	ENSBTAT00000080373
ENSBTAG00000007624	ENSBTAT00000030760
ENSBTAG00000005488	ENSBTAT00000007216
ENSBTAG00000000191	ENSBTAT00000000217
ENSBTAG00000014205	ENSBTAT00000018886
ENSBTAG00000021853	ENSBTAT00000083555
ENSBTAG00000021853	ENSBTAT00000030644
ENSBTAG00000021850	ENSBTAT00000029131
ENSBTAG00000021846	ENSBTAT00000029126
ENSBTAG00000013059	ENSBTAT00000017360
ENSBTAG00000021508	ENSBTAT00000028662
ENSBTAG00000021506	ENSBTAT00000028661
ENSBTAG00000015556	ENSBTAT00000077128
ENSBTAG00000015556	ENSBTAT00000083060
ENSBTAG00000015556	ENSBTAT00000070349
ENSBTAG00000015556	ENSBTAT00000020672
ENSBTAG00000038381	ENSBTAT00000053679
ENSBTAG00000038381	ENSBTAT00000070991
ENSBTAG00000021390	ENSBTAT00000028513
ENSBTAG00000019096	ENSBTAT00000025422
ENSBTAG00000015554	ENSBTAT00000046850
ENSBTAG00000022681	ENSBTAT00000030754
ENSBTAG00000003110	ENSBTAT00000067108
ENSBTAG00000003110	ENSBTAT00000073427
ENSBTAG00000003110	ENSBTAT00000004045
ENSBTAG00000003110	ENSBTAT00000072643
ENSBTAG00000003110	ENSBTAT00000073318
ENSBTAG00000049502	ENSBTAT00000071941
ENSBTAG00000019078	ENSBTAT00000025398
ENSBTAG00000006752	ENSBTAT00000079202
ENSBTAG00000006752	ENSBTAT00000008887
ENSBTAG00000009183	ENSBTAT00000078796
ENSBTAG00000009183	ENSBTAT00000012101
ENSBTAG00000048942	ENSBTAT00000070332
ENSBTAG00000008406	ENSBTAT00000011063
ENSBTAG00000008399	ENSBTAT00000054868
ENSBTAG00000008399	ENSBTAT00000068384
ENSBTAG00000019041	ENSBTAT00000025342
ENSBTAG00000048492	ENSBTAT00000068661
ENSBTAG00000053755	ENSBTAT00000080248
