Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand
ENSBTAG00000016629	25	3246956	3349173	-1
ENSBTAG00000001470	25	34464734	34501215	1
ENSBTAG00000001078	25	3397612	3432198	-1
ENSBTAG00000033174	25	3443804	3456644	-1
ENSBTAG00000021430	25	34504084	34509114	1
ENSBTAG00000009199	25	3497842	3504227	1
ENSBTAG00000020524	25	34519493	34524678	1
ENSBTAG00000009200	25	3504908	3508444	-1
ENSBTAG00000009201	25	3512064	3566042	-1
ENSBTAG00000005448	25	34549739	34572255	1
ENSBTAG00000046339	25	3526090	3536771	1
ENSBTAG00000010013	25	3574508	3605787	1
ENSBTAG00000053639	25	3586153	3586524	-1
ENSBTAG00000010015	25	3608348	3614300	-1
ENSBTAG00000018937	25	3626012	3654155	1
ENSBTAG00000018938	25	3654408	3678764	-1
ENSBTAG00000047316	25	3727793	3738216	1
ENSBTAG00000026394	25	3743869	3749644	-1
ENSBTAG00000018999	25	3755105	3791839	1
ENSBTAG00000006590	25	3802893	3810585	1
ENSBTAG00000006593	25	3805608	3820247	-1
ENSBTAG00000006595	25	3821072	3831143	1
ENSBTAG00000051258	25	3833820	3835619	-1
ENSBTAG00000049109	25	3834664	3837555	-1
ENSBTAG00000037566	25	3839462	3841534	-1
ENSBTAG00000016330	25	3856459	3868939	-1
ENSBTAG00000016331	25	3872510	3882364	-1
ENSBTAG00000001731	25	3882636	3914409	-1
ENSBTAG00000001736	25	3918601	3946384	1
ENSBTAG00000002178	25	3948864	3996463	-1
ENSBTAG00000007890	25	4015563	4054421	1
ENSBTAG00000007896	25	4050938	4068402	-1
ENSBTAG00000002188	25	4069987	4084630	-1
ENSBTAG00000002189	25	4088137	4103061	1
ENSBTAG00000008222	25	4101448	4112329	-1
ENSBTAG00000026383	25	4113928	4150780	-1
ENSBTAG00000007210	25	6424841	6638491	1
ENSBTAG00000005446	25	34576779	34581163	1
ENSBTAG00000026381	25	7467949	7484414	-1
ENSBTAG00000014742	25	34581490	34588017	-1
ENSBTAG00000035782	25	7517216	7536058	1
ENSBTAG00000003617	25	34587543	34595099	1
ENSBTAG00000012050	25	34599598	34611518	-1
ENSBTAG00000004106	25	34632687	34659008	-1
ENSBTAG00000047266	25	34671471	34671830	-1
ENSBTAG00000009691	25	34677729	34702221	-1
ENSBTAG00000004038	25	7551536	7641455	1
ENSBTAG00000022530	25	7650091	7652689	-1
ENSBTAG00000001440	25	7652895	7683013	1
ENSBTAG00000048459	25	7685014	7698309	-1
ENSBTAG00000010659	25	34703181	35062913	-1
ENSBTAG00000005455	25	7721211	7774425	-1
ENSBTAG00000013858	25	7883250	7907314	1
ENSBTAG00000026273	25	35177976	35190562	1
ENSBTAG00000011818	25	35220789	35383571	-1
ENSBTAG00000007887	25	8496962	8687352	-1
ENSBTAG00000014343	25	35409967	35415333	1
ENSBTAG00000007900	25	35447764	35461476	1
ENSBTAG00000000345	25	35463189	35468712	1
ENSBTAG00000000343	25	35473349	35479721	-1
ENSBTAG00000000342	25	35480306	35488245	1
ENSBTAG00000047808	25	35508854	35511818	1
ENSBTAG00000010198	25	9153217	9228756	1
ENSBTAG00000009868	25	35574908	35576764	1
ENSBTAG00000014468	25	35578151	35585220	-1
ENSBTAG00000007177	25	9268789	9311099	-1
ENSBTAG00000014465	25	35596139	35617193	-1
ENSBTAG00000017015	25	9365013	9414544	-1
ENSBTAG00000009560	25	9439671	9457900	1
ENSBTAG00000001139	25	35762361	35768977	1
ENSBTAG00000052255	25	9453238	9490183	-1
ENSBTAG00000020649	25	9542154	9600304	1
ENSBTAG00000001134	25	35768779	35784480	-1
ENSBTAG00000046840	25	9604176	9618759	-1
ENSBTAG00000050087	25	35769617	35770045	1
ENSBTAG00000024772	25	35784530	35789573	-1
ENSBTAG00000005208	25	9621279	9853824	1
ENSBTAG00000004386	25	9913007	9913678	-1
ENSBTAG00000032884	25	9926429	9928065	-1
ENSBTAG00000013051	25	9931753	9932148	-1
ENSBTAG00000001131	25	35789614	35799221	-1
ENSBTAG00000032880	25	9933491	9934241	-1
ENSBTAG00000021493	25	9936633	9937134	-1
ENSBTAG00000003446	25	35810463	35827441	1
ENSBTAG00000026375	25	9989195	9994633	1
ENSBTAG00000003432	25	35829891	35861931	-1
ENSBTAG00000013305	25	10116901	10147359	-1
ENSBTAG00000003430	25	35873257	35875482	-1
ENSBTAG00000026248	25	35885025	35886758	-1
ENSBTAG00000005622	25	10226637	10273178	-1
ENSBTAG00000015738	25	35900360	35909574	1
ENSBTAG00000054404	25	10362511	10362774	1
ENSBTAG00000014823	25	10365652	10425944	-1
ENSBTAG00000014826	25	10434094	10460647	-1
ENSBTAG00000006495	25	35909237	35915046	-1
ENSBTAG00000008295	25	35923271	35934218	1
ENSBTAG00000011738	25	35934903	35946171	1
ENSBTAG00000048279	25	10514957	10522807	-1
ENSBTAG00000014588	25	10535397	10547590	-1
ENSBTAG00000003577	25	10560415	10590303	-1
ENSBTAG00000026246	25	35948115	35953198	-1
ENSBTAG00000053512	25	10673952	10678052	-1
ENSBTAG00000049285	25	10675178	10679143	1
ENSBTAG00000020528	25	35954405	35959426	-1
ENSBTAG00000003169	25	35960544	35968828	-1
ENSBTAG00000003160	25	35968840	35982270	1
ENSBTAG00000039601	25	35982674	35984150	1
ENSBTAG00000046753	25	35984122	35987288	-1
ENSBTAG00000000713	25	35991389	36012002	-1
ENSBTAG00000026371	25	10682180	11276292	1
ENSBTAG00000017456	25	36066208	36074176	-1
ENSBTAG00000015272	25	36077727	36087711	1
ENSBTAG00000016765	25	36087990	36091646	1
ENSBTAG00000026243	25	36106542	36107777	1
ENSBTAG00000016763	25	36108387	36112557	-1
ENSBTAG00000051973	25	10741209	10741475	-1
ENSBTAG00000007142	25	11393983	11531543	-1
ENSBTAG00000001068	25	36114316	36138223	1
ENSBTAG00000001066	25	36137411	36154811	-1
ENSBTAG00000046399	25	11633241	11647753	1
ENSBTAG00000010521	25	36191068	36193369	-1
ENSBTAG00000010496	25	36205145	36235822	-1
ENSBTAG00000021773	25	12833435	12874714	1
ENSBTAG00000008728	25	12982380	13192989	1
ENSBTAG00000008869	25	36234803	36273129	1
ENSBTAG00000015017	25	36241636	36247375	1
ENSBTAG00000015011	25	36247789	36251357	1
ENSBTAG00000015009	25	36252207	36255522	-1
ENSBTAG00000011470	25	36276522	36283249	1
ENSBTAG00000052147	25	36307345	36315700	1
ENSBTAG00000007016	25	36333374	36337700	-1
ENSBTAG00000018097	25	13363002	13542457	-1
ENSBTAG00000030966	25	36338014	36345320	1
ENSBTAG00000002881	25	36343187	36349788	-1
ENSBTAG00000030965	25	36349409	36356836	1
ENSBTAG00000021521	25	13547629	13579860	1
ENSBTAG00000002871	25	36357122	36359887	-1
ENSBTAG00000021522	25	13581741	13601430	-1
ENSBTAG00000048445	25	13661308	13663371	1
ENSBTAG00000054904	25	13665680	13665961	1
ENSBTAG00000049420	25	13679016	13679327	-1
ENSBTAG00000007012	25	36368810	36376716	1
ENSBTAG00000004804	25	13686276	13714338	1
ENSBTAG00000016757	25	36405295	36418869	-1
ENSBTAG00000004803	25	13716797	13731513	1
ENSBTAG00000026236	25	36445778	36450266	-1
ENSBTAG00000004801	25	13731833	13786815	-1
ENSBTAG00000038074	25	36459459	36466243	1
ENSBTAG00000050135	25	36470884	36488642	1
ENSBTAG00000009840	25	36502754	36503777	1
ENSBTAG00000049666	25	36530341	36569035	-1
ENSBTAG00000047520	25	13816701	13824412	1
ENSBTAG00000052665	25	36584417	36633899	-1
ENSBTAG00000011692	25	13881225	14026239	1
ENSBTAG00000053645	25	36648051	36691853	-1
ENSBTAG00000020387	25	14044148	14079166	-1
ENSBTAG00000054260	25	36710741	36759920	-1
ENSBTAG00000039512	25	36801640	36812095	-1
ENSBTAG00000039720	25	36814410	36823931	-1
ENSBTAG00000015986	25	14084540	14144211	1
ENSBTAG00000030951	25	36823704	36854971	-1
ENSBTAG00000051481	25	36860238	36861968	1
ENSBTAG00000047572	25	36872481	36879534	1
ENSBTAG00000048341	25	36887929	36889641	1
ENSBTAG00000049731	25	36890060	36893778	-1
ENSBTAG00000053161	25	36896795	36905788	-1
ENSBTAG00000016190	25	36910745	36923698	1
ENSBTAG00000002094	25	36953321	36958643	1
ENSBTAG00000015988	25	14124964	14252413	-1
ENSBTAG00000002090	25	36959456	36971725	-1
ENSBTAG00000020440	25	36972761	36983656	1
ENSBTAG00000020439	25	36983069	36991288	-1
ENSBTAG00000044040	25	36994695	37003146	1
ENSBTAG00000046248	25	37005358	37018031	-1
ENSBTAG00000004242	25	37022843	37046234	-1
ENSBTAG00000015737	25	37123013	37150162	1
ENSBTAG00000007118	25	37170680	37259882	1
ENSBTAG00000007113	25	37265876	37353871	-1
ENSBTAG00000005679	25	37360828	37377623	1
ENSBTAG00000032640	25	14258684	14277458	-1
ENSBTAG00000045896	25	37500335	37512250	-1
ENSBTAG00000019181	25	37655743	37735318	1
ENSBTAG00000022825	25	37736099	37744499	-1
ENSBTAG00000051678	25	37765457	37792775	1
ENSBTAG00000021090	25	14330467	14480730	1
ENSBTAG00000046010	25	37796588	37797151	-1
ENSBTAG00000004135	25	37799299	37874887	-1
ENSBTAG00000046943	25	37946723	37948167	1
ENSBTAG00000003288	25	37964318	37980263	1
ENSBTAG00000015191	25	14473657	14553925	-1
ENSBTAG00000005908	25	37980915	38005641	-1
ENSBTAG00000007364	25	38006823	38030446	-1
ENSBTAG00000017759	25	14556755	14613275	1
ENSBTAG00000007367	25	38030392	38038514	1
ENSBTAG00000007370	25	38038515	38065419	-1
ENSBTAG00000007372	25	38044044	38047838	1
ENSBTAG00000000725	25	38091964	38131352	1
ENSBTAG00000007384	25	38133004	38199238	-1
ENSBTAG00000046517	25	38210637	38211243	1
ENSBTAG00000051511	25	38249257	38253541	1
ENSBTAG00000053719	25	38251089	38253574	-1
ENSBTAG00000005523	25	15541403	15887474	1
ENSBTAG00000050423	25	15664646	15665976	-1
ENSBTAG00000053390	25	38278343	38297376	1
ENSBTAG00000020733	25	16423491	16429311	-1
ENSBTAG00000049516	25	16433450	16442049	-1
ENSBTAG00000009236	25	38297751	38321662	-1
ENSBTAG00000009237	25	38325866	38342141	-1
ENSBTAG00000020735	25	16448218	16543421	-1
ENSBTAG00000003308	25	38359038	38390756	-1
ENSBTAG00000009547	25	38409174	38417978	1
ENSBTAG00000021248	25	38418897	38430419	1
ENSBTAG00000053996	25	38439706	38446975	1
ENSBTAG00000003953	25	38453661	38470158	1
ENSBTAG00000018250	25	16683549	16704431	-1
ENSBTAG00000039782	25	38506637	38516366	-1
ENSBTAG00000040014	25	38526071	38531691	1
ENSBTAG00000014229	25	16711129	16799832	-1
ENSBTAG00000032503	25	16864860	16866458	-1
ENSBTAG00000010291	25	38535601	38545789	1
ENSBTAG00000005600	25	38575157	38576146	1
ENSBTAG00000048231	25	38609166	38609840	1
ENSBTAG00000017175	25	38616529	38735137	1
ENSBTAG00000003191	25	38748352	38757857	-1
ENSBTAG00000047781	25	38764287	38765028	1
ENSBTAG00000026199	25	38799230	38802646	1
ENSBTAG00000010264	25	38809820	38840353	1
ENSBTAG00000037400	25	38887202	38970458	1
ENSBTAG00000007772	25	38971637	38983187	-1
ENSBTAG00000012049	25	39021133	39045383	-1
ENSBTAG00000021913	25	39065693	39127923	1
ENSBTAG00000051446	25	39069075	39070039	1
ENSBTAG00000030690	25	39135358	39189367	1
ENSBTAG00000052734	25	39148486	39150652	1
ENSBTAG00000012197	25	39192114	39207833	-1
ENSBTAG00000019310	25	39217519	39269527	-1
ENSBTAG00000004035	25	39452546	40061787	-1
ENSBTAG00000014698	25	40416268	40522996	1
ENSBTAG00000017871	25	40553061	40625048	1
ENSBTAG00000026194	25	40634554	40657410	-1
ENSBTAG00000014502	25	40660506	40671058	-1
ENSBTAG00000014503	25	40672716	40712775	1
ENSBTAG00000005934	25	40725959	40751351	1
ENSBTAG00000053202	25	40753689	40755375	-1
ENSBTAG00000040361	25	40757153	40766255	-1
ENSBTAG00000020896	25	40800339	40801701	1
ENSBTAG00000020898	25	40821751	40840680	-1
ENSBTAG00000038978	25	40868421	40883682	-1
ENSBTAG00000007474	25	40885875	40904851	-1
ENSBTAG00000013708	25	40930356	40969236	1
ENSBTAG00000002480	25	40971643	40975697	-1
ENSBTAG00000002477	25	40977160	40983409	1
ENSBTAG00000002474	25	40984697	41222673	1
ENSBTAG00000030757	25	41262535	41265185	-1
ENSBTAG00000000050	25	41386821	41387986	1
ENSBTAG00000004676	25	41391488	41402061	1
ENSBTAG00000019303	25	41406107	41415030	-1
ENSBTAG00000000642	25	41429465	41453280	1
ENSBTAG00000003049	25	41461263	41480286	1
ENSBTAG00000030721	25	41614415	41615906	-1
ENSBTAG00000022917	26	45394341	45506195	1
ENSBTAG00000012444	26	45513531	45903613	-1
ENSBTAG00000011587	26	45938326	46185629	-1
ENSBTAG00000031890	26	46392481	46948728	1
ENSBTAG00000021015	26	46615113	46676281	-1
ENSBTAG00000054311	26	47036215	47039465	1
ENSBTAG00000035282	26	401778	402719	1
ENSBTAG00000046109	26	424052	424816	1
ENSBTAG00000006218	26	47189667	47191278	1
ENSBTAG00000047054	26	47288256	47304664	-1
ENSBTAG00000020796	26	666753	703300	-1
ENSBTAG00000055208	26	714716	715666	1
ENSBTAG00000003634	26	745915	764085	-1
ENSBTAG00000002435	26	47395179	47501339	1
ENSBTAG00000011197	26	765303	816547	1
ENSBTAG00000002444	26	47507654	47537887	-1
ENSBTAG00000055115	26	2062419	2064677	1
ENSBTAG00000052774	26	2116298	2118595	1
ENSBTAG00000002655	26	2809079	2813938	1
ENSBTAG00000053625	26	2858083	2859358	-1
ENSBTAG00000050386	26	48818674	49095122	1
ENSBTAG00000008272	26	49155222	49271953	-1
ENSBTAG00000051402	26	49281842	49373815	-1
ENSBTAG00000005027	26	49392763	49424030	1
ENSBTAG00000035072	26	50136095	50141643	1
ENSBTAG00000018365	26	50165123	50176103	-1
ENSBTAG00000005267	26	50188472	50189461	-1
ENSBTAG00000045905	26	4657603	5569857	1
ENSBTAG00000010461	26	50473893	50474831	-1
ENSBTAG00000007248	26	50489385	50499379	-1
ENSBTAG00000049317	26	50598786	50598998	1
ENSBTAG00000005965	26	50687923	50723720	-1
ENSBTAG00000019919	26	50822833	50865778	1
ENSBTAG00000015651	26	50904505	50918043	1
ENSBTAG00000054665	26	50934247	50935401	1
ENSBTAG00000009181	26	50937626	51083088	-1
ENSBTAG00000054967	26	51046945	51047408	1
ENSBTAG00000017804	26	51221616	51226873	-1
ENSBTAG00000000951	26	51737604	51822703	1
ENSBTAG00000017780	26	51837673	51853798	1
ENSBTAG00000011562	26	51855015	51927423	-1
ENSBTAG00000003800	26	51937591	51962276	1
ENSBTAG00000019519	26	51975175	51984865	1
ENSBTAG00000039406	26	5704948	5705889	-1
ENSBTAG00000007049	26	6331906	6337225	1
ENSBTAG00000014218	26	6846290	6849518	-1
ENSBTAG00000018404	26	6899619	8313722	-1
ENSBTAG00000018406	26	7514213	7516578	1
ENSBTAG00000021195	26	8455337	8549031	1
ENSBTAG00000003529	26	8598293	8659761	-1
ENSBTAG00000011748	26	8700589	9024462	-1
ENSBTAG00000005928	26	9137086	9201162	1
ENSBTAG00000051961	26	9224345	9225859	1
ENSBTAG00000003196	26	9258640	9370521	1
ENSBTAG00000000806	26	9379274	9420154	-1
ENSBTAG00000009498	26	9466271	9564180	1
ENSBTAG00000054881	26	9901737	10177457	-1
ENSBTAG00000038063	26	10177187	10214647	1
ENSBTAG00000006445	26	10341908	10355935	1
ENSBTAG00000039234	26	10385330	10426417	1
ENSBTAG00000024911	26	10436709	10462414	1
ENSBTAG00000013364	26	10469273	10505106	1
ENSBTAG00000013368	26	10506966	10534508	-1
ENSBTAG00000048462	26	10520677	10521765	1
ENSBTAG00000001298	26	10561355	10614599	1
ENSBTAG00000049887	26	10597758	10598834	-1
ENSBTAG00000014614	26	10626803	10679430	-1
ENSBTAG00000010785	26	10678580	10712480	1
ENSBTAG00000052813	26	10751580	10753864	1
ENSBTAG00000003636	26	10952398	11082198	-1
ENSBTAG00000034918	26	11028206	11035934	1
ENSBTAG00000009768	26	11043454	11054461	1
ENSBTAG00000007881	26	11068424	11074395	1
ENSBTAG00000017367	26	11081800	11091761	1
ENSBTAG00000004662	26	11104543	11177185	-1
ENSBTAG00000010442	26	11248533	11303502	-1
ENSBTAG00000005708	26	11351677	11435642	1
ENSBTAG00000048815	26	12191205	12192671	-1
ENSBTAG00000034597	26	12217316	12218524	-1
ENSBTAG00000008783	26	12388407	12476123	-1
ENSBTAG00000002973	26	12493145	12521099	1
ENSBTAG00000011734	26	12533095	12542796	-1
ENSBTAG00000004964	26	12777507	12896019	1
ENSBTAG00000011651	26	13028066	13101803	1
ENSBTAG00000014831	26	13208458	13213362	-1
ENSBTAG00000053518	26	13287479	13288652	1
ENSBTAG00000009279	26	13347972	13411176	1
ENSBTAG00000048707	26	13454223	13489686	1
ENSBTAG00000016104	26	13489681	13540913	1
ENSBTAG00000015450	26	13528540	13779279	-1
ENSBTAG00000020981	26	13778743	13829852	1
ENSBTAG00000019759	26	13881642	13976189	-1
ENSBTAG00000009383	26	14004835	14050631	1
ENSBTAG00000014217	26	14075882	14081682	1
ENSBTAG00000021116	26	14225044	14401744	1
ENSBTAG00000039973	26	14403428	14411376	1
ENSBTAG00000021118	26	14416061	14419635	1
ENSBTAG00000016918	26	14623780	14803157	-1
ENSBTAG00000049134	26	14815705	14854970	-1
ENSBTAG00000005129	26	14823940	14845414	1
ENSBTAG00000000437	26	14871804	14893035	1
ENSBTAG00000000442	26	14896080	14903110	-1
ENSBTAG00000000445	26	14911696	14964875	1
ENSBTAG00000000447	26	14968609	15042514	-1
ENSBTAG00000046514	26	15164983	15186232	1
ENSBTAG00000047418	26	15190922	15195504	1
ENSBTAG00000052720	26	15208967	15215069	-1
ENSBTAG00000005106	26	15237569	15277896	1
ENSBTAG00000051283	26	15365645	15368936	1
ENSBTAG00000010105	26	15374939	15399424	1
ENSBTAG00000018966	26	15469780	15846958	1
ENSBTAG00000011368	26	15851397	15877096	-1
ENSBTAG00000009693	26	15899097	15996458	1
ENSBTAG00000051299	26	16001951	16007683	1
ENSBTAG00000005979	26	16021677	16041531	1
ENSBTAG00000037559	26	16075794	16117389	1
ENSBTAG00000052836	26	16122288	16148387	1
ENSBTAG00000037795	26	16125969	16208881	1
ENSBTAG00000053354	26	16273438	16301233	1
ENSBTAG00000049120	26	16373174	16427323	1
ENSBTAG00000023549	26	16473502	16520974	-1
ENSBTAG00000049496	26	16549038	16600542	-1
ENSBTAG00000054237	26	16636656	16694176	-1
ENSBTAG00000011182	26	16743883	16784813	-1
ENSBTAG00000002880	26	16820342	17053812	-1
ENSBTAG00000011832	26	17088627	17129756	-1
ENSBTAG00000011841	26	17135122	17156089	-1
ENSBTAG00000020589	26	17182841	17283172	1
ENSBTAG00000039132	26	17299670	17358772	1
ENSBTAG00000053861	26	17381224	17383471	1
ENSBTAG00000033685	26	17413335	17429691	1
ENSBTAG00000021357	26	17503275	17507723	1
ENSBTAG00000021358	26	17515994	17644805	-1
ENSBTAG00000020427	26	17644945	17677623	1
ENSBTAG00000011740	26	17684303	17698885	-1
ENSBTAG00000011743	26	17703169	17846407	-1
ENSBTAG00000016298	26	17851539	17912665	-1
ENSBTAG00000019872	26	17925643	18029878	-1
ENSBTAG00000055267	26	18133161	18195083	1
ENSBTAG00000046239	26	18219077	18256221	1
ENSBTAG00000043991	26	18272204	18444938	-1
ENSBTAG00000050121	26	18299328	18300386	1
ENSBTAG00000040427	26	18481419	18550454	-1
ENSBTAG00000050994	26	18513593	18513982	1
ENSBTAG00000007956	26	18565464	18566291	1
ENSBTAG00000046701	26	18577904	18578593	-1
ENSBTAG00000002191	26	18603839	18632724	-1
ENSBTAG00000050033	26	18608044	18609258	1
ENSBTAG00000012697	26	18649023	18655665	1
ENSBTAG00000012699	26	18657377	18664009	-1
ENSBTAG00000012702	26	18664215	18673470	1
ENSBTAG00000012704	26	18674042	18709360	-1
ENSBTAG00000012719	26	18709528	18760668	1
ENSBTAG00000012720	26	18762488	18771573	1
ENSBTAG00000012721	26	18771707	18793256	1
ENSBTAG00000011137	26	18795089	18808252	-1
ENSBTAG00000002010	26	18819244	18845948	1
ENSBTAG00000023947	26	18846873	18854967	-1
ENSBTAG00000013478	26	18867898	18872334	1
ENSBTAG00000018564	26	18884647	18907970	1
ENSBTAG00000018566	26	18914097	18919300	-1
ENSBTAG00000008100	26	18993544	19006545	1
ENSBTAG00000008102	26	19019143	19170819	-1
ENSBTAG00000021856	26	19261332	19334983	1
ENSBTAG00000020895	26	19336344	19358875	-1
ENSBTAG00000014313	26	19468898	19494715	-1
ENSBTAG00000014314	26	19496140	19521528	-1
ENSBTAG00000054120	26	19540093	19813443	-1
ENSBTAG00000052639	26	20153335	20154336	-1
ENSBTAG00000050951	26	20254437	20258153	-1
ENSBTAG00000011956	26	20337662	20409706	1
ENSBTAG00000011960	26	20416120	20440477	-1
ENSBTAG00000021397	26	20530796	20534368	1
ENSBTAG00000012107	26	20596417	20607094	-1
ENSBTAG00000047077	26	20622608	20655036	1
ENSBTAG00000045703	26	20640572	20681513	-1
ENSBTAG00000002971	26	20681351	20714718	1
ENSBTAG00000008936	26	20744151	20815377	1
ENSBTAG00000008939	26	20825047	20942446	-1
ENSBTAG00000023941	26	20959602	20993598	-1
ENSBTAG00000023939	26	21016647	21044571	-1
ENSBTAG00000007588	26	21052721	21094527	-1
ENSBTAG00000007591	26	21096934	21139264	-1
ENSBTAG00000007594	26	21141544	21165957	-1
ENSBTAG00000010739	26	21174604	21184517	-1
ENSBTAG00000010742	26	21186852	21261965	-1
ENSBTAG00000027715	26	21188743	21189762	1
ENSBTAG00000055207	26	21263727	21279185	1
ENSBTAG00000012914	26	21372167	21376119	1
ENSBTAG00000000090	26	21378976	21411785	-1
ENSBTAG00000000091	26	21414963	21420753	-1
ENSBTAG00000000092	26	21422679	21431814	1
ENSBTAG00000021566	26	21590656	21680714	1
ENSBTAG00000012077	26	21762673	21802182	1
ENSBTAG00000018604	26	21809188	21822827	1
ENSBTAG00000003294	26	21823624	21824790	-1
ENSBTAG00000003296	26	21825438	21830839	1
ENSBTAG00000003298	26	21832097	21842880	1
ENSBTAG00000039834	26	21843146	21844360	-1
ENSBTAG00000016928	26	21845153	21862381	-1
ENSBTAG00000005015	26	21863615	21872923	1
ENSBTAG00000011489	26	21892282	21895537	1
ENSBTAG00000011080	26	21955756	21962008	1
ENSBTAG00000002261	26	22026546	22029801	-1
ENSBTAG00000007476	26	22130152	22301533	1
ENSBTAG00000003576	26	22326344	22335507	-1
ENSBTAG00000003578	26	22334789	22356875	1
ENSBTAG00000003579	26	22357362	22440852	-1
ENSBTAG00000053939	26	22382631	22384094	1
ENSBTAG00000001530	26	22503903	22509709	-1
ENSBTAG00000016335	26	22514804	22517004	-1
ENSBTAG00000016336	26	22519644	22546646	-1
ENSBTAG00000016343	26	22552428	22569873	-1
ENSBTAG00000013120	26	22572314	22746820	-1
ENSBTAG00000021942	26	22751849	22754468	1
ENSBTAG00000005780	26	22778536	22791499	-1
ENSBTAG00000007427	26	22794880	22818924	1
ENSBTAG00000007435	26	22820386	22829196	1
ENSBTAG00000015700	26	22870228	22873569	1
ENSBTAG00000015702	26	22873667	22885585	-1
ENSBTAG00000006014	26	22889324	23012954	1
ENSBTAG00000006017	26	23019572	23026090	1
ENSBTAG00000003580	26	23026186	23041793	-1
ENSBTAG00000002500	26	23043063	23046230	1
ENSBTAG00000002501	26	23046322	23054141	-1
ENSBTAG00000021065	26	23071864	23089451	1
ENSBTAG00000021067	26	23088515	23104847	-1
ENSBTAG00000021068	26	23107885	23250604	1
ENSBTAG00000021071	26	23265725	23279452	1
ENSBTAG00000004318	26	23292989	23317114	-1
ENSBTAG00000004321	26	23323218	23341592	1
ENSBTAG00000050509	26	23343222	23344238	-1
ENSBTAG00000014336	26	23347562	23403774	1
ENSBTAG00000049558	26	23411942	23419174	-1
ENSBTAG00000054516	26	23431709	23438006	-1
ENSBTAG00000014335	26	23450403	23456668	-1
ENSBTAG00000053826	26	23483985	23494114	1
ENSBTAG00000036127	26	23502762	23519884	1
ENSBTAG00000053360	26	23525191	23526516	-1
ENSBTAG00000054629	26	23532483	23533961	-1
ENSBTAG00000012857	26	23551416	23728870	1
ENSBTAG00000012858	26	23739169	23813190	-1
ENSBTAG00000002717	26	23887978	23900120	1
ENSBTAG00000009879	26	23907893	23939589	-1
ENSBTAG00000009709	26	23967689	23982420	1
ENSBTAG00000009713	26	23982416	23987702	-1
ENSBTAG00000009715	26	23987873	24030564	1
ENSBTAG00000009719	26	24030504	24035854	-1
ENSBTAG00000007044	26	24039332	24042806	-1
ENSBTAG00000032761	26	24059298	24065042	-1
ENSBTAG00000003741	26	24085526	24160165	1
ENSBTAG00000044153	26	24168682	24185907	-1
ENSBTAG00000048488	26	24218636	24353733	-1
ENSBTAG00000015019	26	24441901	24481229	-1
ENSBTAG00000001017	26	24528292	24587108	1
ENSBTAG00000002430	26	24591192	24638064	-1
ENSBTAG00000047450	26	24686740	24691181	1
ENSBTAG00000014574	26	24695460	24826062	-1
ENSBTAG00000038540	26	24799040	24812913	1
ENSBTAG00000003989	26	24827343	24837104	1
ENSBTAG00000040290	26	24837552	24858231	1
ENSBTAG00000003990	26	24869417	24893385	-1
ENSBTAG00000007243	26	24916176	25021513	1
ENSBTAG00000004612	26	25203123	26181296	1
ENSBTAG00000050119	26	25275283	25491521	-1
ENSBTAG00000010522	26	25511783	25521653	-1
ENSBTAG00000053977	26	25575088	25578270	1
ENSBTAG00000047474	26	25584171	25585605	1
ENSBTAG00000020304	26	25587524	25599939	-1
ENSBTAG00000018321	26	25600415	25628907	-1
ENSBTAG00000017710	26	25629515	25638721	1
ENSBTAG00000005715	26	25645862	25648860	1
ENSBTAG00000013717	26	25654916	25658688	-1
ENSBTAG00000000791	26	25666273	25678297	1
ENSBTAG00000052345	26	25684038	25685264	-1
ENSBTAG00000046499	26	25701872	25703285	1
ENSBTAG00000012416	26	25709778	25714347	-1
ENSBTAG00000006395	26	25714368	25732401	1
ENSBTAG00000023832	26	25733217	25745433	1
ENSBTAG00000024999	26	25773638	25774852	-1
ENSBTAG00000054763	26	25782358	25786683	-1
ENSBTAG00000007948	26	27553353	27912060	-1
ENSBTAG00000048825	26	29078944	29079294	1
ENSBTAG00000004438	26	30430380	30482338	-1
ENSBTAG00000054944	26	30534397	30536812	-1
ENSBTAG00000003265	26	30579476	30711953	1
ENSBTAG00000017263	26	30781051	30873489	1
ENSBTAG00000000551	26	30880218	30890590	-1
ENSBTAG00000020283	26	31062738	31075701	1
ENSBTAG00000013905	26	31124223	31163013	1
ENSBTAG00000023891	26	31202529	31396918	1
ENSBTAG00000019434	26	31436457	31463087	1
ENSBTAG00000046362	26	31463888	31480690	-1
ENSBTAG00000007709	26	31481196	31568116	1
ENSBTAG00000039292	26	31588592	31589998	1
ENSBTAG00000054529	26	31755445	31755732	1
ENSBTAG00000011917	26	32687779	32753080	-1
ENSBTAG00000006689	26	32815958	32835691	1
ENSBTAG00000006707	26	32906517	32957882	1
ENSBTAG00000006713	26	32961732	32976664	-1
ENSBTAG00000050055	26	32977191	33345647	1
ENSBTAG00000053344	26	32978382	32978939	1
ENSBTAG00000051417	26	33372037	33372300	-1
ENSBTAG00000021574	26	33466276	33668370	1
ENSBTAG00000019322	26	34026815	34062274	1
ENSBTAG00000019327	26	34061695	34145490	-1
ENSBTAG00000006615	26	34153506	34187199	1
ENSBTAG00000011487	26	34217848	34240431	1
ENSBTAG00000020193	26	34282210	34306714	-1
ENSBTAG00000003690	26	34306815	34362842	1
