Ensembl Gene ID,affectedTissues,expressedTissues,Chromosome Name,Gene Start (bp),Gene End (bp),Strand,CCN,propOfExpressedAffectedByeQTL,affectedByBroad
ENSG00000163697,43.0,48,4,40812044,41218731,-1,Y,0.8958333333333334,N
ENSG00000172890,48.0,48,11,71164155,71235153,1,N,1.0,Y
ENSG00000196388,47.0,48,17,4891425,4900905,-1,N,0.9791666666666666,Y
ENSG00000213221,48.0,48,9,139253932,139258241,-1,N,1.0,Y
ENSG00000151881,46.0,48,5,43444354,43483995,-1,N,0.9583333333333334,N
ENSG00000139746,48.0,48,13,79885962,79980612,-1,Y,1.0,Y
ENSG00000145506,45.0,48,5,1008944,1039058,1,N,0.9375,N
ENSG00000172244,48.0,48,5,43486803,43515247,-1,Y,1.0,Y
ENSG00000187796,48.0,48,9,139256355,139268133,-1,N,1.0,N
ENSG00000173230,47.0,48,3,121382046,121468602,-1,Y,0.9791666666666666,Y
ENSG00000257017,48.0,48,16,72088491,72094954,1,N,1.0,N
ENSG00000185238,45.0,48,11,20409076,20530840,1,Y,0.9375,N
ENSG00000157107,45.0,48,5,72251808,72386349,1,Y,0.9375,N
ENSG00000088756,45.0,45,18,6729717,6915715,1,N,1.0,Y
ENSG00000137274,48.0,48,6,3118608,3153812,1,N,1.0,Y
ENSG00000182568,48.0,48,3,18386879,18487080,-1,Y,1.0,Y
ENSG00000160593,43.0,47,11,118064455,118095809,-1,Y,0.9148936170212766,N
ENSG00000196950,48.0,48,2,196440701,196602426,1,N,1.0,Y
ENSG00000123737,48.0,48,4,122722472,122738176,1,N,1.0,N
ENSG00000121440,44.0,48,3,73431584,73674091,-1,Y,0.9166666666666666,N
ENSG00000165684,48.0,48,9,139270029,139293249,-1,N,1.0,Y
ENSG00000156509,45.0,45,8,101145588,101158028,-1,N,1.0,Y
ENSG00000184445,48.0,48,12,123011793,123110943,1,N,1.0,N
ENSG00000173210,43.0,48,5,148521046,148640105,1,Y,0.8958333333333334,N
ENSG00000221890,48.0,48,22,39214457,39239987,-1,N,1.0,N
ENSG00000166377,43.0,48,18,76829285,77138283,1,N,0.8958333333333334,N
ENSG00000134545,43.0,43,12,10594863,10607284,-1,N,1.0,Y
ENSG00000183741,48.0,48,22,39257455,39268319,-1,N,1.0,Y
ENSG00000123728,48.0,48,X,131337053,131353471,-1,Y,1.0,Y
ENSG00000126602,48.0,48,16,3701640,3767598,-1,Y,1.0,Y
ENSG00000197302,48.0,48,16,31724550,31806190,1,N,1.0,Y
ENSG00000142534,48.0,48,19,49999622,50002946,1,N,1.0,Y
ENSG00000166321,48.0,48,10,74870217,74891586,1,N,1.0,Y
ENSG00000165689,48.0,48,9,139296377,139305061,-1,N,1.0,Y
ENSG00000206503,48.0,48,6,29909037,29913661,1,N,1.0,Y
ENSG00000128383,46.0,47,22,39348746,39359188,1,N,0.9787234042553192,N
ENSG00000168938,48.0,48,5,122358945,122372436,-1,N,1.0,Y
ENSG00000104450,48.0,48,8,101170134,101271506,1,N,1.0,N
ENSG00000102316,48.0,48,X,54834032,54842445,1,N,1.0,Y
ENSG00000143740,48.0,48,1,227916240,227968927,1,N,1.0,Y
ENSG00000179750,46.0,46,22,39378352,39388809,1,N,1.0,Y
ENSG00000146574,48.0,48,7,6833765,6866401,-1,N,1.0,Y
ENSG00000061455,46.0,46,5,122424816,122529960,1,N,1.0,N
ENSG00000151062,43.0,48,12,1901123,2028002,-1,N,0.8958333333333334,N
ENSG00000244509,48.0,48,22,39410088,39416357,1,N,1.0,Y
ENSG00000081692,46.0,48,1,227918126,227923112,-1,Y,0.9583333333333334,N
ENSG00000243811,48.0,48,22,39410368,39429281,1,N,1.0,Y
ENSG00000132563,47.0,48,5,137774706,137782658,1,Y,0.9791666666666666,N
ENSG00000165688,48.0,48,9,139305110,139318213,1,N,1.0,Y
ENSG00000159733,48.0,48,4,2271309,2420390,-1,N,1.0,N
ENSG00000143614,43.0,48,1,153777201,153895451,-1,Y,0.8958333333333334,N
ENSG00000128394,46.0,48,22,39436609,39449915,1,N,0.9583333333333334,N
ENSG00000080166,47.0,47,13,95089558,95131936,-1,Y,1.0,Y
ENSG00000104870,48.0,48,19,50010073,50029590,1,Y,1.0,N
ENSG00000214597,48.0,48,8,145575878,145578574,-1,N,1.0,Y
ENSG00000076770,46.0,48,X,131503345,131623996,-1,Y,0.9583333333333334,N
ENSG00000187736,48.0,48,2,219940039,220025587,-1,N,1.0,Y
ENSG00000204348,48.0,48,6,31937587,31940069,-1,Y,1.0,Y
ENSG00000239713,48.0,48,22,39436924,39483748,1,N,1.0,Y
ENSG00000160588,48.0,48,11,118097409,118123065,-1,Y,1.0,N
ENSG00000148384,48.0,48,9,139323071,139334274,-1,N,1.0,Y
ENSG00000034239,44.0,44,8,49623348,49647870,-1,N,1.0,N
ENSG00000204572,43.0,43,11,71276609,71279980,1,N,1.0,N
ENSG00000126709,45.0,48,1,27992572,27998729,-1,N,0.9375,N
ENSG00000137857,46.0,48,15,45422131,45457774,1,Y,0.9583333333333334,N
ENSG00000128534,46.0,48,7,117824086,117832878,1,N,0.9583333333333334,N
ENSG00000152749,48.0,48,13,95254157,95286899,1,Y,1.0,Y
ENSG00000134020,48.0,48,8,22570769,22857513,-1,N,1.0,Y
ENSG00000198837,48.0,48,1,153901977,153919172,-1,Y,1.0,Y
ENSG00000138172,48.0,48,10,105206543,105212660,-1,Y,1.0,Y
ENSG00000126953,43.0,48,X,100600649,100604184,-1,N,0.8958333333333334,N
ENSG00000158483,45.0,48,11,71498556,71512282,1,N,0.9375,N
ENSG00000106013,46.0,47,7,117854727,117882785,1,N,0.9787234042553192,N
ENSG00000115750,48.0,48,2,9983483,10074545,1,Y,1.0,Y
ENSG00000028203,48.0,48,12,95611522,95696566,1,Y,1.0,N
ENSG00000113504,48.0,48,5,1050499,1112150,-1,N,1.0,Y
ENSG00000106392,48.0,48,7,7196565,7288282,1,N,1.0,Y
ENSG00000100311,43.0,48,22,39619364,39640756,-1,Y,0.8958333333333334,N
ENSG00000147996,48.0,48,9,70432004,70497240,-1,N,1.0,Y
ENSG00000261701,47.0,47,16,72088522,72111145,1,N,1.0,Y
ENSG00000010671,47.0,47,X,100604435,100641183,-1,N,1.0,Y
ENSG00000005379,48.0,48,17,56378592,56406152,-1,Y,1.0,Y
ENSG00000173226,48.0,48,3,121488610,121553926,-1,Y,1.0,Y
ENSG00000254469,44.0,48,11,71576555,71639700,-1,N,0.9166666666666666,N
ENSG00000130164,47.0,48,19,11200038,11244492,1,Y,0.9791666666666666,Y
ENSG00000197586,48.0,48,20,25176329,25207365,1,Y,1.0,Y
ENSG00000145386,47.0,48,4,122737599,122745087,-1,N,0.9791666666666666,Y
ENSG00000125257,47.0,48,13,95672083,95953687,-1,N,0.9791666666666666,N
ENSG00000215018,46.0,46,7,7395834,7575484,-1,N,1.0,N
ENSG00000188906,48.0,48,12,40590546,40763087,1,N,1.0,Y
ENSG00000063978,48.0,48,4,2463947,2627047,1,N,1.0,Y
ENSG00000141576,44.0,48,17,74138534,74236454,-1,Y,0.9166666666666666,N
ENSG00000182325,46.0,48,8,145579091,145583036,-1,Y,0.9583333333333334,N
ENSG00000065665,48.0,48,10,12171636,12211960,1,N,1.0,Y
ENSG00000142546,47.0,48,19,50058968,50093519,-1,N,0.9791666666666666,N
ENSG00000148396,48.0,48,9,139334549,139372141,-1,N,1.0,Y
ENSG00000160741,46.0,48,1,153920145,153931101,-1,N,0.9583333333333334,Y
ENSG00000213901,48.0,48,2,219940051,220035549,-1,N,1.0,Y
ENSG00000162910,48.0,48,1,228294380,228297013,-1,N,1.0,Y
ENSG00000034677,48.0,48,8,101269288,101348446,-1,Y,1.0,Y
ENSG00000178038,48.0,48,3,46710487,46735194,-1,Y,1.0,N
ENSG00000163576,48.0,48,3,19920964,19988517,-1,Y,1.0,Y
ENSG00000235169,48.0,48,1,3689352,3692546,1,N,1.0,N
ENSG00000169689,48.0,48,17,79976578,79981983,-1,N,1.0,Y
ENSG00000171714,47.0,47,11,22214722,22304903,1,Y,1.0,N
ENSG00000138686,46.0,48,4,122745595,122791652,-1,Y,0.9583333333333334,N
ENSG00000130764,48.0,48,1,3696784,3713068,-1,Y,1.0,N
ENSG00000115486,48.0,48,2,85771846,85788670,-1,Y,1.0,Y
ENSG00000112992,48.0,48,5,43602794,43707507,1,N,1.0,Y
ENSG00000134873,43.0,47,13,96085858,96232013,1,Y,0.9148936170212766,N
ENSG00000218739,48.0,48,2,37423631,37443336,1,N,1.0,Y
ENSG00000180574,48.0,48,12,10658201,10675734,1,N,1.0,Y
ENSG00000172354,45.0,48,7,100271154,100276797,1,N,0.9375,N
ENSG00000186106,48.0,48,8,101521980,101572012,-1,Y,1.0,N
ENSG00000067445,48.0,48,X,54946895,54957864,1,N,1.0,Y
ENSG00000137267,47.0,48,6,3153903,3157760,-1,N,0.9791666666666666,N
ENSG00000111196,48.0,48,12,10758612,10766222,-1,Y,1.0,Y
ENSG00000183161,48.0,48,11,22644079,22647387,-1,N,1.0,Y
ENSG00000116198,48.0,48,1,3728645,3773778,-1,Y,1.0,Y
ENSG00000196584,48.0,48,7,152341864,152373250,-1,Y,1.0,Y
ENSG00000129562,48.0,48,14,23033805,23058175,-1,Y,1.0,Y
ENSG00000115816,48.0,48,2,37428755,37458856,-1,Y,1.0,Y
ENSG00000174226,43.0,43,8,101585116,101675643,-1,Y,1.0,N
ENSG00000134874,47.0,47,13,96230457,96296957,-1,N,1.0,N
ENSG00000148935,47.0,48,11,22647188,22834601,1,Y,0.9791666666666666,N
ENSG00000217930,48.0,48,16,4381550,4405608,-1,N,1.0,Y
ENSG00000136514,47.0,48,3,187086120,187089864,1,N,0.9791666666666666,Y
ENSG00000204344,48.0,48,6,31938868,31950598,1,N,1.0,Y
ENSG00000005469,47.0,48,7,86974997,87029111,1,Y,0.9791666666666666,N
ENSG00000167840,48.0,48,17,5008836,5026411,-1,N,1.0,Y
ENSG00000152726,48.0,48,10,47894023,47949412,1,N,1.0,Y
ENSG00000154277,48.0,48,4,41258430,41270472,1,N,1.0,Y
ENSG00000139629,47.0,48,12,51745031,51786651,-1,N,0.9791666666666666,N
ENSG00000249242,48.0,48,4,83404323,83483510,-1,N,1.0,N
ENSG00000196873,48.0,48,9,70856397,70914929,1,N,1.0,N
ENSG00000102580,48.0,48,13,96329393,96447243,1,Y,1.0,Y
ENSG00000126464,48.0,48,19,50094900,50129696,1,N,1.0,Y
ENSG00000089327,44.0,48,19,35645633,35660786,1,Y,0.9166666666666666,N
ENSG00000227124,48.0,48,3,75758794,75834734,-1,N,1.0,Y
ENSG00000161888,48.0,48,19,11242196,11266484,-1,N,1.0,Y
ENSG00000119888,46.0,48,2,47572297,47614740,1,N,0.9583333333333334,N
ENSG00000213246,48.0,48,17,56422539,56430454,-1,Y,1.0,Y
ENSG00000115649,47.0,48,2,220036619,220042828,-1,Y,0.9791666666666666,N
ENSG00000198168,48.0,48,11,22835345,22851845,-1,N,1.0,Y
ENSG00000072163,48.0,48,2,128395956,128439360,-1,Y,1.0,Y
ENSG00000100321,47.0,48,22,39745930,39781593,1,N,0.9791666666666666,N
ENSG00000164654,48.0,48,7,7606503,7648560,1,N,1.0,Y
ENSG00000143774,48.0,48,1,228327663,228336685,1,N,1.0,N
ENSG00000122952,48.0,48,10,58116989,58121036,-1,N,1.0,Y
ENSG00000122882,48.0,48,10,74889913,74928813,-1,N,1.0,Y
ENSG00000147316,48.0,48,8,6264113,6501144,1,N,1.0,Y
ENSG00000144891,45.0,46,3,148415571,148460795,1,N,0.9782608695652174,N
ENSG00000102595,48.0,48,13,96453834,96705736,-1,N,1.0,Y
ENSG00000109063,48.0,48,17,10531843,10560626,-1,Y,1.0,Y
ENSG00000197256,48.0,48,19,11274943,11308467,-1,N,1.0,Y
ENSG00000183977,48.0,48,3,20021453,20053822,-1,Y,1.0,Y
ENSG00000145741,48.0,48,5,72794233,72801460,1,N,1.0,Y
ENSG00000122515,48.0,48,7,44788180,44809477,1,N,1.0,N
ENSG00000169598,48.0,48,1,3773845,3801993,1,Y,1.0,Y
ENSG00000187922,47.0,47,9,139632619,139637808,-1,N,1.0,N
ENSG00000005471,45.0,47,7,87031013,87109751,-1,N,0.9574468085106383,N
ENSG00000240771,48.0,48,12,58003963,58013162,1,N,1.0,Y
ENSG00000167272,48.0,48,12,121016567,121019201,-1,N,1.0,Y
ENSG00000118557,45.0,47,16,72146056,72210777,-1,N,0.9574468085106383,N
ENSG00000128268,44.0,48,22,39853349,39888199,1,N,0.9166666666666666,N
ENSG00000100994,48.0,48,20,25228705,25278650,1,N,1.0,N
ENSG00000267206,45.0,46,9,139638463,139642980,-1,N,0.9782608695652174,Y
ENSG00000154330,47.0,48,9,70943224,71145977,1,N,0.9791666666666666,N
ENSG00000185262,48.0,48,17,74261283,74267375,1,N,1.0,N
ENSG00000173638,45.0,48,21,46913486,46964325,-1,Y,0.9375,N
ENSG00000071243,48.0,48,7,120590803,120617270,1,Y,1.0,Y
ENSG00000256223,48.0,48,12,133707161,133736051,1,N,1.0,Y
ENSG00000129646,48.0,48,17,74270130,74303761,-1,Y,1.0,Y
ENSG00000145284,47.0,48,4,83550692,83720010,-1,N,0.9791666666666666,N
ENSG00000165621,44.0,44,13,97637973,97646984,-1,Y,1.0,N
ENSG00000071894,48.0,48,8,145618444,145634753,-1,N,1.0,Y
ENSG00000205363,48.0,48,15,74032141,74045088,-1,N,1.0,Y
ENSG00000060138,46.0,48,12,10851683,10875911,-1,N,0.9583333333333334,N
ENSG00000206418,47.0,48,18,8609443,8639379,1,N,0.9791666666666666,Y
ENSG00000244187,48.0,48,9,139685807,139687709,1,N,1.0,Y
ENSG00000128272,48.0,48,22,39915700,39918691,1,N,1.0,Y
ENSG00000155463,48.0,48,14,23235731,23241007,1,Y,1.0,Y
ENSG00000168300,47.0,48,8,52730140,52811735,-1,N,0.9791666666666666,N
ENSG00000145088,48.0,48,3,121554030,121605373,1,Y,1.0,Y
ENSG00000174705,44.0,48,5,171752185,171881527,-1,Y,0.9166666666666666,N
ENSG00000108375,47.0,47,17,56429861,56494956,-1,N,1.0,Y
ENSG00000213213,43.0,48,9,139690802,139702193,1,N,0.8958333333333334,N
ENSG00000126456,48.0,48,19,50162826,50169132,-1,Y,1.0,Y
ENSG00000169683,48.0,48,17,79981178,79989027,1,N,1.0,Y
ENSG00000162913,46.0,46,1,228391207,228401365,-1,N,1.0,Y
ENSG00000059573,43.0,48,10,97365696,97416463,-1,N,0.8958333333333334,N
ENSG00000129204,48.0,48,17,5019733,5078329,1,N,1.0,Y
ENSG00000163406,44.0,48,3,121612936,121662949,1,N,0.9166666666666666,N
ENSG00000183570,48.0,48,21,47063608,47362368,1,Y,1.0,Y
ENSG00000171763,48.0,48,15,45694529,45713617,1,N,1.0,Y
ENSG00000130158,48.0,48,19,11309971,11373157,-1,N,1.0,Y
ENSG00000125249,47.0,48,13,98086476,98121382,1,N,0.9791666666666666,N
ENSG00000164331,48.0,48,5,72848160,72861511,-1,N,1.0,Y
ENSG00000165060,48.0,48,9,71650175,71715094,1,N,1.0,Y
ENSG00000145882,48.0,48,5,148737570,148749216,1,Y,1.0,N
ENSG00000100997,48.0,48,20,25275379,25371619,-1,Y,1.0,N
ENSG00000106399,48.0,48,7,7676149,7758238,-1,N,1.0,Y
ENSG00000178342,43.0,48,18,77623668,77660184,1,N,0.8958333333333334,N
ENSG00000168899,48.0,48,2,85811531,85820535,1,N,1.0,Y
ENSG00000122490,48.0,48,18,77662420,77711664,-1,N,1.0,N
ENSG00000198035,47.0,47,10,48189612,48237508,1,N,1.0,Y
ENSG00000081320,43.0,48,2,196998290,197041227,-1,Y,0.8958333333333334,N
ENSG00000102109,47.0,48,X,48689504,48694035,-1,N,0.9791666666666666,N
ENSG00000196262,48.0,48,7,44836279,44864163,1,N,1.0,Y
ENSG00000146830,48.0,48,7,100277130,100287071,-1,N,1.0,Y
ENSG00000066379,48.0,48,6,30026676,30032686,1,N,1.0,Y
ENSG00000118058,45.0,48,11,118307205,118397539,1,N,0.9375,Y
ENSG00000143578,48.0,48,1,153940010,153946839,1,Y,1.0,Y
ENSG00000108587,48.0,48,17,28804380,28854610,1,Y,1.0,Y
ENSG00000144401,45.0,48,2,208445355,208490652,-1,Y,0.9375,N
ENSG00000090612,48.0,48,12,133707570,133783698,1,N,1.0,Y
ENSG00000173535,48.0,48,8,22941868,22974950,1,N,1.0,Y
ENSG00000067221,48.0,48,15,74275547,74286963,-1,Y,1.0,Y
ENSG00000113719,47.0,48,5,172261278,172379688,1,Y,0.9791666666666666,N
ENSG00000073584,48.0,48,17,38781214,38804760,-1,N,1.0,N
ENSG00000161542,48.0,48,17,74305567,74380602,-1,Y,1.0,Y
ENSG00000107960,48.0,48,10,105642300,105677963,-1,Y,1.0,Y
ENSG00000141759,48.0,48,18,77732867,77793949,-1,Y,1.0,Y
ENSG00000104689,46.0,48,8,23047965,23082639,-1,N,0.9583333333333334,N
ENSG00000135502,47.0,47,12,58013310,58019934,1,N,1.0,Y
ENSG00000137285,46.0,48,6,3224495,3231964,-1,N,0.9583333333333334,N
ENSG00000206549,47.0,47,3,46753605,46854064,-1,N,1.0,Y
ENSG00000103423,46.0,48,16,4475806,4506776,1,N,0.9583333333333334,N
ENSG00000188086,46.0,46,3,46783582,46854048,-1,N,1.0,Y
ENSG00000147457,47.0,48,8,23101150,23119512,1,N,0.9791666666666666,N
ENSG00000172260,43.0,46,1,71861623,72748417,-1,N,0.9347826086956522,N
ENSG00000198912,48.0,48,1,3805689,3816857,-1,Y,1.0,Y
ENSG00000117748,48.0,48,1,28218035,28241257,-1,N,1.0,Y
ENSG00000144230,47.0,47,2,128403439,128410213,1,N,1.0,Y
ENSG00000164338,48.0,48,5,72861268,72877794,1,Y,1.0,Y
ENSG00000140839,45.0,46,16,74442529,74455368,-1,N,0.9782608695652174,N
ENSG00000142156,48.0,48,21,47401651,47424964,1,Y,1.0,N
ENSG00000131697,48.0,48,1,5922871,6052533,-1,N,1.0,Y
ENSG00000102103,48.0,48,X,48755195,48760420,1,Y,1.0,Y
ENSG00000254685,48.0,48,1,74663896,74699770,1,N,1.0,Y
ENSG00000153406,48.0,48,16,4511681,4545764,-1,N,1.0,Y
ENSG00000138688,48.0,48,4,123073488,123283913,1,N,1.0,Y
ENSG00000219545,48.0,48,7,7680342,8043689,1,N,1.0,Y
ENSG00000101546,48.0,48,18,77794358,77806397,1,N,1.0,N
ENSG00000110917,47.0,48,12,121124672,121139667,1,Y,0.9791666666666666,N
ENSG00000168884,48.0,48,4,2743375,2758103,-1,Y,1.0,Y
ENSG00000135324,48.0,48,6,84743475,84800600,1,Y,1.0,N
ENSG00000160801,47.0,48,3,46919236,46945287,1,Y,0.9791666666666666,N
ENSG00000101745,44.0,48,18,9136226,9285983,1,N,0.9166666666666666,N
ENSG00000090863,45.0,48,16,74485856,74641012,-1,Y,0.9375,N
ENSG00000168890,43.0,48,2,85825671,85830319,-1,N,0.8958333333333334,Y
ENSG00000139990,45.0,48,14,69517598,69619867,-1,N,0.9375,N
ENSG00000244731,48.0,48,6,31949801,31970458,1,N,1.0,Y
ENSG00000152767,43.0,48,13,98794816,99102027,1,N,0.8958333333333334,N
ENSG00000183513,47.0,48,2,99215773,99224978,-1,N,0.9791666666666666,N
ENSG00000184925,47.0,47,9,139844003,139849949,1,N,1.0,Y
ENSG00000037241,44.0,48,5,172385732,172396774,1,N,0.9166666666666666,N
ENSG00000121318,46.0,46,12,10977916,10978957,-1,N,1.0,N
ENSG00000128791,48.0,48,18,9334765,9402418,1,Y,1.0,Y
ENSG00000137767,44.0,48,15,45923346,45983492,1,N,0.9166666666666666,N
ENSG00000122971,45.0,48,12,121163538,121177811,1,Y,0.9375,N
ENSG00000163754,44.0,48,3,148709128,148745419,1,Y,0.9166666666666666,N
ENSG00000116783,48.0,48,1,74663947,75010112,1,N,1.0,Y
ENSG00000138286,48.0,48,10,74927924,75004262,1,N,1.0,Y
ENSG00000165072,47.0,48,9,72658497,72841886,1,N,0.9791666666666666,N
ENSG00000212127,48.0,48,12,11090005,11324172,-1,N,1.0,Y
ENSG00000161204,48.0,48,3,183903811,183911800,1,Y,1.0,Y
ENSG00000183401,44.0,48,19,11455360,11465620,1,N,0.9166666666666666,N
ENSG00000101004,48.0,48,20,25433341,25566153,-1,N,1.0,N
ENSG00000136286,44.0,48,7,45002261,45018697,-1,Y,0.9166666666666666,N
ENSG00000104626,46.0,48,8,8859657,8974256,1,N,0.9583333333333334,N
ENSG00000151917,46.0,46,6,56819773,56892140,1,Y,1.0,Y
ENSG00000255837,48.0,48,12,11149094,11150474,-1,N,1.0,Y
ENSG00000256436,47.0,47,12,11182986,11184006,-1,N,1.0,N
ENSG00000214402,47.0,47,9,139876356,139880862,1,N,1.0,Y
ENSG00000089486,48.0,48,16,4560676,4588829,-1,N,1.0,N
ENSG00000157837,48.0,48,12,121200313,121342174,-1,Y,1.0,N
ENSG00000119977,48.0,48,10,97423158,97453900,-1,N,1.0,Y
ENSG00000183111,45.0,48,5,148931510,149014531,1,Y,0.9375,N
ENSG00000170191,46.0,48,20,25593571,25604811,-1,N,0.9583333333333334,N
ENSG00000142173,48.0,48,21,47518011,47552763,1,N,1.0,N
ENSG00000133028,48.0,48,17,10583654,10601692,-1,N,1.0,N
ENSG00000130684,48.0,48,20,25654851,25677477,-1,N,1.0,Y
ENSG00000148943,48.0,48,11,27516123,27528320,-1,N,1.0,Y
ENSG00000158156,48.0,48,1,28285973,28294607,1,Y,1.0,Y
ENSG00000129636,47.0,48,16,47188298,47498060,-1,Y,0.9791666666666666,Y
ENSG00000204618,48.0,48,6,30038043,30043664,-1,N,1.0,N
ENSG00000168159,48.0,48,1,228674762,228683467,1,N,1.0,Y
ENSG00000155465,44.0,48,14,23242431,23299029,-1,Y,0.9166666666666666,N
ENSG00000149531,48.0,48,20,29611857,29634010,1,N,1.0,Y
ENSG00000203778,47.0,48,6,112408802,112423993,1,Y,0.9791666666666666,N
ENSG00000187790,47.0,48,14,45605143,45670093,1,N,0.9791666666666666,Y
ENSG00000187824,48.0,48,17,10602332,10633633,-1,Y,1.0,N
ENSG00000147804,48.0,48,8,145635126,145642279,-1,N,1.0,Y
ENSG00000116791,48.0,48,1,75171170,75199092,-1,N,1.0,Y
ENSG00000169738,48.0,48,17,79993012,79995608,-1,N,1.0,N
ENSG00000158161,48.0,48,1,28296855,28415207,-1,Y,1.0,Y
ENSG00000105520,46.0,48,19,11466062,11476374,1,N,0.9583333333333334,N
ENSG00000224383,48.0,48,17,62075711,62081664,1,N,1.0,N
ENSG00000012124,48.0,48,19,35810164,35838258,1,Y,1.0,N
ENSG00000154429,46.0,48,1,229456758,229479041,-1,Y,0.9583333333333334,N
ENSG00000154845,48.0,48,18,9546789,9615238,-1,N,1.0,N
ENSG00000213551,48.0,48,10,74943120,75008620,-1,N,1.0,Y
ENSG00000010322,48.0,48,3,52489134,52527087,1,Y,1.0,Y
ENSG00000162623,48.0,48,1,75198836,75232362,1,Y,1.0,N
ENSG00000102858,48.0,48,16,4666494,4740975,1,N,1.0,Y
ENSG00000102393,48.0,48,X,100652791,100662913,-1,Y,1.0,Y
ENSG00000160799,48.0,48,3,46963216,47023500,-1,Y,1.0,Y
ENSG00000080823,48.0,48,14,102690837,102771537,-1,Y,1.0,N
ENSG00000168116,48.0,48,6,56911347,56920023,1,N,1.0,Y
ENSG00000180822,48.0,48,6,3231637,3303607,1,N,1.0,Y
ENSG00000189043,47.0,48,7,10971578,10979883,-1,N,0.9791666666666666,N
ENSG00000108064,46.0,48,10,60144782,60158981,1,Y,0.9583333333333334,N
ENSG00000176390,48.0,48,17,29096406,29151794,-1,Y,1.0,Y
ENSG00000182247,48.0,48,3,23244511,23633284,1,N,1.0,N
ENSG00000134013,43.0,48,8,23154702,23282841,-1,N,0.8958333333333334,N
ENSG00000160948,48.0,48,8,145649000,145653931,-1,Y,1.0,Y
ENSG00000169169,48.0,48,19,50194155,50216988,1,N,1.0,Y
ENSG00000122870,43.0,46,10,60272900,60591195,1,Y,0.9347826086956522,N
ENSG00000069248,47.0,48,1,229577045,229644103,-1,N,0.9791666666666666,N
ENSG00000168411,48.0,48,16,74655292,74700779,-1,N,1.0,Y
ENSG00000112769,47.0,48,6,112429963,112576141,-1,N,0.9791666666666666,N
ENSG00000172590,47.0,48,14,23299088,23304246,1,Y,0.9791666666666666,N
ENSG00000118096,48.0,48,11,118415243,118443685,-1,N,1.0,Y
ENSG00000197217,48.0,48,8,23243296,23315208,-1,Y,1.0,Y
ENSG00000137968,45.0,46,1,75667816,76076801,-1,Y,0.9782608695652174,N
ENSG00000095002,48.0,48,2,47630108,47789450,1,N,1.0,N
ENSG00000168404,47.0,48,16,74705753,74734858,-1,N,0.9791666666666666,N
ENSG00000160282,48.0,48,21,47556176,47575481,-1,Y,1.0,Y
ENSG00000071794,48.0,48,3,148747914,148804341,-1,Y,1.0,N
ENSG00000196440,48.0,48,X,100673275,100788446,1,N,1.0,Y
ENSG00000106443,48.0,48,7,11013499,11209250,1,Y,1.0,Y
ENSG00000196937,48.0,48,7,120988905,121036418,-1,Y,1.0,N
ENSG00000160796,48.0,48,3,47021173,47051193,1,N,1.0,Y
ENSG00000151883,48.0,48,5,49961733,50142356,1,Y,1.0,Y
ENSG00000168883,48.0,48,2,85829979,85876403,1,Y,1.0,Y
ENSG00000130770,44.0,48,1,28562620,28573417,1,N,0.9166666666666666,N
ENSG00000160949,48.0,48,8,145654165,145669827,-1,Y,1.0,Y
ENSG00000108622,47.0,48,17,62079954,62097994,-1,N,0.9791666666666666,N
ENSG00000168461,47.0,48,18,9708162,9862548,1,Y,0.9791666666666666,N
ENSG00000168096,48.0,48,16,4746513,4784379,-1,Y,1.0,Y
ENSG00000169519,48.0,48,11,28129795,28355054,1,Y,1.0,N
ENSG00000182180,48.0,48,10,75006510,75012451,-1,N,1.0,Y
ENSG00000187266,45.0,48,19,11488236,11495018,-1,N,0.9375,N
ENSG00000160284,48.0,48,21,47581062,47604390,-1,N,1.0,Y
ENSG00000180549,47.0,47,9,139924626,139927462,-1,N,1.0,Y
ENSG00000135318,44.0,48,6,86159809,86205500,1,N,0.9166666666666666,N
ENSG00000113734,48.0,48,5,172571445,172591390,1,Y,1.0,Y
ENSG00000100354,48.0,48,22,40440821,40731812,1,N,1.0,Y
ENSG00000176208,48.0,48,17,29158988,29222887,1,N,1.0,Y
ENSG00000107281,47.0,48,9,139933922,139940655,-1,N,0.9791666666666666,Y
ENSG00000152219,48.0,48,11,30344598,30359774,1,N,1.0,Y
ENSG00000101558,48.0,48,18,9913999,9960018,1,Y,1.0,N
ENSG00000117054,48.0,48,1,76190036,76253260,1,N,1.0,Y
ENSG00000204138,48.0,48,1,28696114,28826881,1,Y,1.0,Y
ENSG00000139722,46.0,48,12,123349882,123380991,-1,N,0.9583333333333334,N
ENSG00000182518,47.0,48,X,55169535,55187743,-1,N,0.9791666666666666,Y
ENSG00000126947,47.0,48,X,100805514,100809683,1,N,0.9791666666666666,N
ENSG00000205517,48.0,48,19,11495017,11530018,-1,N,1.0,Y
ENSG00000136280,48.0,48,7,45039074,45116068,1,Y,1.0,N
ENSG00000239900,46.0,48,22,40742507,40786467,1,N,0.9583333333333334,N
ENSG00000103199,48.0,48,16,4798240,4817625,-1,N,1.0,Y
ENSG00000197355,48.0,48,9,139971953,139978991,1,N,1.0,N
ENSG00000085982,48.0,48,2,234384166,234475428,-1,N,1.0,Y
ENSG00000160285,48.0,48,21,47608055,47648738,-1,Y,1.0,Y
ENSG00000102401,43.0,48,X,100877787,100882833,1,Y,0.8958333333333334,N
ENSG00000135775,47.0,48,1,230778235,230829728,1,Y,0.9791666666666666,N
