Ensembl Gene ID,affectedTissues,expressedTissues,Chromosome Name,Gene Start (bp),Gene End (bp),Strand,type,propOfExpressedAffectedByeQTL,affectedByBroad
ENSG00000154529,43.0,45,9,43684902,43924049,1,SSD,0.9555555555555556,Y
ENSG00000180884,16.0,48,19,35447258,35454953,-1,SSD,0.3333333333333333,N
ENSG00000158941,18.0,48,8,22462145,22479027,1,SSD,0.375,Y
ENSG00000122390,33.0,48,16,3493611,3536963,1,SSD,0.6875,Y
ENSG00000164111,38.0,48,4,122589110,122618268,-1,ohno,0.7916666666666666,Y
ENSG00000168237,20.0,48,3,52321105,52329272,1,singleton,0.4166666666666667,Y
ENSG00000089351,15.0,48,19,35485688,35517375,1,ohno,0.3125,N
ENSG00000268578,33.0,38,9,45441273,45441542,-1,SSD,0.8684210526315791,Y
ENSG00000198250,19.0,33,10,47657581,47701443,1,SSD,0.5757575757575758,Y
ENSG00000124588,37.0,48,6,2988221,3019996,1,SSD,0.7708333333333334,Y
ENSG00000204807,31.0,46,9,45733559,45734896,1,SSD,0.6739130434782609,Y
ENSG00000183250,19.0,48,21,46352729,46359828,-1,singleton,0.3958333333333333,Y
ENSG00000204632,27.0,48,6,29794744,29798902,1,SSD,0.5625,Y
ENSG00000196458,33.0,48,12,133498019,133532892,-1,SSD,0.6875,Y
ENSG00000184949,28.0,47,22,38974125,39052634,-1,SSD,0.5957446808510638,Y
ENSG00000103351,47.0,48,16,3550924,3589048,1,singleton,0.9791666666666666,Y
ENSG00000161618,43.0,48,19,49956426,49974305,1,singleton,0.8958333333333334,Y
ENSG00000196774,16.0,31,9,67926761,67969840,1,SSD,0.5161290322580645,Y
ENSG00000036448,33.0,48,8,1993155,2113475,1,ohno,0.6875,Y
ENSG00000140263,25.0,48,15,45315302,45369383,1,singleton,0.5208333333333334,Y
ENSG00000179299,21.0,46,4,40751914,40812002,1,SSD,0.4565217391304348,Y
ENSG00000155282,23.0,38,9,67968793,67987998,1,SSD,0.6052631578947368,Y
ENSG00000100211,16.0,48,22,39052641,39069859,1,SSD,0.3333333333333333,Y
ENSG00000172986,30.0,47,3,72937224,73047289,1,ohno,0.6382978723404256,Y
ENSG00000153246,18.0,46,2,160788519,160919121,-1,ohno,0.39130434782608703,N
ENSG00000130560,29.0,48,9,138824815,138853226,-1,singleton,0.6041666666666666,Y
ENSG00000142733,14.0,48,1,27681675,27693383,-1,ohno,0.2916666666666667,N
ENSG00000204790,21.0,48,9,69204538,69269662,-1,SSD,0.4375,Y
ENSG00000102967,30.0,48,16,72042487,72058954,1,singleton,0.625,Y
ENSG00000169994,15.0,48,2,128293378,128395304,1,ohno,0.3125,N
ENSG00000144339,14.0,43,2,192813769,193060435,-1,SSD,0.32558139534883723,N
ENSG00000042493,31.0,48,2,85621871,85645555,-1,ohno,0.6458333333333334,Y
ENSG00000109854,28.0,48,11,20385231,20405329,1,singleton,0.5833333333333334,Y
ENSG00000116213,27.0,48,1,3547331,3569325,-1,singleton,0.5625,Y
ENSG00000137275,23.0,48,6,3064225,3115421,1,SSD,0.4791666666666667,Y
ENSG00000148843,23.0,48,10,105156405,105206049,1,singleton,0.4791666666666667,Y
ENSG00000165661,17.0,48,9,139098179,139137687,-1,ohno,0.3541666666666667,Y
ENSG00000241186,39.0,41,3,46616045,46668033,1,SSD,0.951219512195122,Y
ENSG00000143776,14.0,48,1,227177566,227506175,-1,ohno,0.2916666666666667,N
ENSG00000138400,26.0,47,2,207602487,207630271,-1,ohno,0.5531914893617021,Y
ENSG00000147439,24.0,48,8,22477931,22526661,-1,singleton,0.5,Y
ENSG00000140830,20.0,48,16,72078188,72128330,-1,ohno,0.4166666666666667,Y
ENSG00000160360,15.0,48,9,139221932,139254057,1,ohno,0.3125,N
ENSG00000172890,32.0,48,11,71164155,71235153,1,singleton,0.6666666666666666,Y
ENSG00000213221,46.0,48,9,139253932,139258241,-1,singleton,0.9583333333333334,Y
ENSG00000204788,26.0,27,9,69377902,69380597,-1,SSD,0.9629629629629628,Y
ENSG00000172014,42.0,42,9,69381812,69425560,1,SSD,1.0,Y
ENSG00000157107,17.0,48,5,72251808,72386349,1,ohno,0.3541666666666667,Y
ENSG00000137274,34.0,48,6,3118608,3153812,1,singleton,0.7083333333333334,Y
ENSG00000205809,26.0,40,12,10579453,10594899,-1,SSD,0.65,Y
ENSG00000196950,29.0,48,2,196440701,196602426,1,ohno,0.6041666666666666,Y
ENSG00000121440,14.0,48,3,73431584,73674091,-1,ohno,0.2916666666666667,N
ENSG00000165684,27.0,48,9,139270029,139293249,-1,SSD,0.5625,Y
ENSG00000134545,28.0,43,12,10594863,10607284,-1,SSD,0.6511627906976745,Y
ENSG00000126602,42.0,48,16,3701640,3767598,-1,SSD,0.875,Y
ENSG00000197302,22.0,48,16,31724550,31806190,1,SSD,0.4583333333333333,Y
ENSG00000142534,17.0,48,19,49999622,50002946,1,singleton,0.3541666666666667,Y
ENSG00000166321,45.0,48,10,74870217,74891586,1,SSD,0.9375,Y
ENSG00000165689,15.0,48,9,139296377,139305061,-1,singleton,0.3125,N
ENSG00000206503,35.0,48,6,29909037,29913661,1,SSD,0.7291666666666666,Y
ENSG00000168938,21.0,48,5,122358945,122372436,-1,ohno,0.4375,Y
ENSG00000104450,17.0,48,8,101170134,101271506,1,ohno,0.3541666666666667,N
ENSG00000179750,22.0,46,22,39378352,39388809,1,SSD,0.4782608695652174,Y
ENSG00000146574,47.0,48,7,6833765,6866401,-1,SSD,0.9791666666666666,Y
ENSG00000115221,14.0,35,2,160956177,161128399,-1,ohno,0.4,Y
ENSG00000244509,21.0,48,22,39410088,39416357,1,SSD,0.4375,Y
ENSG00000100987,18.0,35,20,25051521,25062996,-1,ohno,0.5142857142857142,Y
ENSG00000243811,25.0,48,22,39410368,39429281,1,SSD,0.5208333333333334,Y
ENSG00000159733,21.0,48,4,2271309,2420390,-1,SSD,0.4375,N
ENSG00000080166,30.0,47,13,95089558,95131936,-1,ohno,0.6382978723404256,Y
ENSG00000104870,14.0,48,19,50010073,50029590,1,SSD,0.2916666666666667,N
ENSG00000204348,21.0,48,6,31937587,31940069,-1,singleton,0.4375,Y
ENSG00000239713,38.0,48,22,39436924,39483748,1,SSD,0.7916666666666666,Y
ENSG00000160588,14.0,48,11,118097409,118123065,-1,SSD,0.2916666666666667,N
ENSG00000148384,23.0,48,9,139323071,139334274,-1,SSD,0.4791666666666667,Y
ENSG00000034239,40.0,44,8,49623348,49647870,-1,singleton,0.9090909090909092,Y
ENSG00000254997,23.0,47,11,71259466,71260653,1,singleton,0.4893617021276596,N
ENSG00000137857,15.0,48,15,45422131,45457774,1,SSD,0.3125,N
ENSG00000152749,39.0,48,13,95254157,95286899,1,singleton,0.8125,Y
ENSG00000134020,19.0,48,8,22570769,22857513,-1,SSD,0.3958333333333333,Y
ENSG00000198837,20.0,48,1,153901977,153919172,-1,ohno,0.4166666666666667,Y
ENSG00000138172,17.0,48,10,105206543,105212660,-1,SSD,0.3541666666666667,N
ENSG00000158483,27.0,48,11,71498556,71512282,1,SSD,0.5625,Y
ENSG00000115750,34.0,48,2,9983483,10074545,1,singleton,0.7083333333333334,Y
ENSG00000028203,20.0,48,12,95611522,95696566,1,singleton,0.4166666666666667,Y
ENSG00000106392,45.0,48,7,7196565,7288282,1,SSD,0.9375,Y
ENSG00000147996,37.0,48,9,70432004,70497240,-1,SSD,0.7708333333333334,Y
ENSG00000261701,35.0,47,16,72088522,72111145,1,ohno,0.7446808510638298,Y
ENSG00000005379,15.0,48,17,56378592,56406152,-1,ohno,0.3125,N
ENSG00000173226,47.0,48,3,121488610,121553926,-1,singleton,0.9791666666666666,Y
ENSG00000197586,22.0,48,20,25176329,25207365,1,ohno,0.4583333333333333,Y
ENSG00000215018,19.0,46,7,7395834,7575484,-1,ohno,0.4130434782608696,Y
ENSG00000188906,17.0,48,12,40590546,40763087,1,ohno,0.3541666666666667,N
ENSG00000118997,21.0,42,2,196602427,196933536,-1,SSD,0.5,Y
ENSG00000141576,20.0,48,17,74138534,74236454,-1,ohno,0.4166666666666667,Y
ENSG00000065665,22.0,48,10,12171636,12211960,1,ohno,0.4583333333333333,Y
ENSG00000148396,21.0,48,9,139334549,139372141,-1,ohno,0.4375,Y
ENSG00000213901,15.0,48,2,219940051,220035549,-1,SSD,0.3125,Y
ENSG00000178038,23.0,48,3,46710487,46735194,-1,SSD,0.4791666666666667,Y
ENSG00000163576,48.0,48,3,19920964,19988517,-1,singleton,1.0,Y
ENSG00000173876,14.0,34,10,92828,120103,-1,SSD,0.4117647058823529,N
ENSG00000169689,34.0,48,17,79976578,79981983,-1,singleton,0.7083333333333334,Y
ENSG00000171714,32.0,47,11,22214722,22304903,1,ohno,0.6808510638297872,Y
ENSG00000115486,29.0,48,2,85771846,85788670,-1,singleton,0.6041666666666666,Y
ENSG00000112992,16.0,48,5,43602794,43707507,1,singleton,0.3333333333333333,N
ENSG00000218739,18.0,48,2,37423631,37443336,1,singleton,0.375,Y
ENSG00000067445,30.0,48,X,54946895,54957864,1,SSD,0.625,Y
ENSG00000183161,14.0,48,11,22644079,22647387,-1,singleton,0.2916666666666667,N
ENSG00000116198,33.0,48,1,3728645,3773778,-1,singleton,0.6875,Y
ENSG00000196584,39.0,48,7,152341864,152373250,-1,singleton,0.8125,Y
ENSG00000129562,17.0,48,14,23033805,23058175,-1,singleton,0.3541666666666667,N
ENSG00000115816,22.0,48,2,37428755,37458856,-1,singleton,0.4583333333333333,Y
ENSG00000174226,35.0,43,8,101585116,101675643,-1,SSD,0.813953488372093,Y
ENSG00000148935,17.0,48,11,22647188,22834601,1,ohno,0.3541666666666667,N
ENSG00000217930,22.0,48,16,4381550,4405608,-1,singleton,0.4583333333333333,Y
ENSG00000269337,16.0,48,9,70646589,70648956,1,SSD,0.3333333333333333,N
ENSG00000136514,18.0,48,3,187086120,187089864,1,SSD,0.375,N
ENSG00000100439,14.0,48,14,23067146,23081265,1,ohno,0.2916666666666667,N
ENSG00000204344,23.0,48,6,31938868,31950598,1,singleton,0.4791666666666667,Y
ENSG00000167840,32.0,48,17,5008836,5026411,-1,SSD,0.6666666666666666,Y
ENSG00000152726,45.0,48,10,47894023,47949412,1,SSD,0.9375,Y
ENSG00000139629,19.0,48,12,51745031,51786651,-1,SSD,0.3958333333333333,N
ENSG00000126464,28.0,48,19,50094900,50129696,1,SSD,0.5833333333333334,Y
ENSG00000089327,14.0,48,19,35645633,35660786,1,singleton,0.2916666666666667,N
ENSG00000227124,48.0,48,3,75758794,75834734,-1,SSD,1.0,Y
ENSG00000161888,14.0,48,19,11242196,11266484,-1,singleton,0.2916666666666667,N
ENSG00000119888,27.0,48,2,47572297,47614740,1,SSD,0.5625,Y
ENSG00000213246,20.0,48,17,56422539,56430454,-1,singleton,0.4166666666666667,Y
ENSG00000198168,30.0,48,11,22835345,22851845,-1,singleton,0.625,Y
ENSG00000100321,17.0,48,22,39745930,39781593,1,ohno,0.3541666666666667,N
ENSG00000122952,21.0,48,10,58116989,58121036,-1,singleton,0.4375,Y
ENSG00000102595,27.0,48,13,96453834,96705736,-1,ohno,0.5625,Y
ENSG00000197256,15.0,48,19,11274943,11308467,-1,SSD,0.3125,N
ENSG00000169598,26.0,48,1,3773845,3801993,1,singleton,0.5416666666666666,Y
ENSG00000240771,15.0,48,12,58003963,58013162,1,ohno,0.3125,N
ENSG00000167272,14.0,48,12,121016567,121019201,-1,singleton,0.2916666666666667,N
ENSG00000100994,21.0,48,20,25228705,25278650,1,ohno,0.4375,N
ENSG00000204001,14.0,26,9,139648838,139652678,-1,singleton,0.5384615384615384,N
ENSG00000256223,16.0,48,12,133707161,133736051,1,SSD,0.3333333333333333,Y
ENSG00000129646,18.0,48,17,74270130,74303761,-1,singleton,0.375,N
ENSG00000165621,21.0,44,13,97637973,97646984,-1,SSD,0.4772727272727273,Y
ENSG00000071894,48.0,48,8,145618444,145634753,-1,singleton,1.0,Y
ENSG00000197568,34.0,48,1,70820488,70851022,1,singleton,0.7083333333333334,Y
ENSG00000128272,19.0,48,22,39915700,39918691,1,ohno,0.3958333333333333,Y
ENSG00000155463,22.0,48,14,23235731,23241007,1,SSD,0.4583333333333333,Y
ENSG00000164825,19.0,40,8,6728097,6735544,-1,singleton,0.475,Y
ENSG00000169683,17.0,48,17,79981178,79989027,1,singleton,0.3541666666666667,Y
ENSG00000105699,14.0,48,19,35739233,35758867,1,SSD,0.2916666666666667,N
ENSG00000162913,17.0,46,1,228391207,228401365,-1,singleton,0.3695652173913043,N
ENSG00000129204,31.0,48,17,5019733,5078329,1,ohno,0.6458333333333334,Y
ENSG00000183570,26.0,48,21,47063608,47362368,1,ohno,0.5416666666666666,Y
ENSG00000171763,39.0,48,15,45694529,45713617,1,SSD,0.8125,Y
ENSG00000145882,24.0,48,5,148737570,148749216,1,ohno,0.5,Y
ENSG00000100997,28.0,48,20,25275379,25371619,-1,ohno,0.5833333333333334,Y
ENSG00000106399,20.0,48,7,7676149,7758238,-1,singleton,0.4166666666666667,Y
ENSG00000122490,14.0,48,18,77662420,77711664,-1,singleton,0.2916666666666667,N
ENSG00000198035,34.0,47,10,48189612,48237508,1,SSD,0.7234042553191491,Y
ENSG00000146830,28.0,48,7,100277130,100287071,-1,ohno,0.5833333333333334,Y
ENSG00000066379,26.0,48,6,30026676,30032686,1,singleton,0.5416666666666666,Y
ENSG00000108587,16.0,48,17,28804380,28854610,1,singleton,0.3333333333333333,Y
ENSG00000173535,19.0,48,8,22941868,22974950,1,SSD,0.3958333333333333,N
ENSG00000067221,23.0,48,15,74275547,74286963,-1,SSD,0.4791666666666667,Y
ENSG00000073584,23.0,48,17,38781214,38804760,-1,singleton,0.4791666666666667,Y
ENSG00000161542,30.0,48,17,74305567,74380602,-1,ohno,0.625,Y
ENSG00000141759,30.0,48,18,77732867,77793949,-1,ohno,0.625,Y
ENSG00000104689,18.0,48,8,23047965,23082639,-1,SSD,0.375,Y
ENSG00000119139,14.0,48,9,71736209,71870124,1,ohno,0.2916666666666667,N
ENSG00000137285,16.0,48,6,3224495,3231964,-1,SSD,0.3333333333333333,N
ENSG00000206549,22.0,47,3,46753605,46854064,-1,SSD,0.4680851063829787,N
ENSG00000188086,41.0,46,3,46783582,46854048,-1,SSD,0.8913043478260869,Y
ENSG00000198912,40.0,48,1,3805689,3816857,-1,singleton,0.8333333333333334,Y
ENSG00000117748,47.0,48,1,28218035,28241257,-1,SSD,0.9791666666666666,Y
ENSG00000144230,34.0,47,2,128403439,128410213,1,SSD,0.7234042553191491,Y
ENSG00000164338,22.0,48,5,72861268,72877794,1,singleton,0.4583333333333333,N
ENSG00000142156,24.0,48,21,47401651,47424964,1,SSD,0.5,Y
ENSG00000162620,35.0,36,1,74491699,74663871,-1,singleton,0.9722222222222222,Y
ENSG00000111215,36.0,48,12,10977559,11324212,-1,singleton,0.75,Y
ENSG00000122873,20.0,48,10,60028818,60049346,1,ohno,0.4166666666666667,Y
ENSG00000267127,14.0,34,18,77794346,77854968,1,singleton,0.4117647058823529,N
ENSG00000131697,32.0,48,1,5922871,6052533,-1,singleton,0.6666666666666666,Y
ENSG00000254685,29.0,48,1,74663896,74699770,1,singleton,0.6041666666666666,Y
ENSG00000153406,43.0,48,16,4511681,4545764,-1,singleton,0.8958333333333334,Y
ENSG00000219545,16.0,48,7,7680342,8043689,1,singleton,0.3333333333333333,N
ENSG00000101546,21.0,48,18,77794358,77806397,1,singleton,0.4375,N
ENSG00000244731,42.0,48,6,31949801,31970458,1,ohno,0.875,Y
ENSG00000184925,18.0,47,9,139844003,139849949,1,SSD,0.3829787234042553,Y
ENSG00000103415,14.0,48,16,4524691,4560348,1,SSD,0.2916666666666667,N
ENSG00000128791,28.0,48,18,9334765,9402418,1,singleton,0.5833333333333334,Y
ENSG00000170571,16.0,48,5,49692026,49739082,-1,ohno,0.3333333333333333,N
ENSG00000122971,14.0,48,12,121163538,121177811,1,SSD,0.2916666666666667,N
ENSG00000116783,40.0,48,1,74663947,75010112,1,SSD,0.8333333333333334,Y
ENSG00000138286,17.0,48,10,74927924,75004262,1,ohno,0.3541666666666667,Y
ENSG00000212127,39.0,48,12,11090005,11324172,-1,SSD,0.8125,Y
ENSG00000161204,18.0,48,3,183903811,183911800,1,SSD,0.375,Y
ENSG00000101004,18.0,48,20,25433341,25566153,-1,ohno,0.375,N
ENSG00000151917,40.0,46,6,56819773,56892140,1,singleton,0.8695652173913043,Y
ENSG00000255837,30.0,48,12,11149094,11150474,-1,SSD,0.625,Y
ENSG00000255374,25.0,25,12,11243886,11244912,-1,SSD,1.0,Y
ENSG00000214402,20.0,47,9,139876356,139880862,1,SSD,0.425531914893617,N
ENSG00000089486,22.0,48,16,4560676,4588829,-1,SSD,0.4583333333333333,Y
ENSG00000157837,23.0,48,12,121200313,121342174,-1,SSD,0.4791666666666667,Y
ENSG00000119977,22.0,48,10,97423158,97453900,-1,SSD,0.4583333333333333,Y
ENSG00000105695,25.0,47,19,35783028,35804707,1,SSD,0.5319148936170213,Y
ENSG00000183111,14.0,48,5,148931510,149014531,1,ohno,0.2916666666666667,N
ENSG00000133028,16.0,48,17,10583654,10601692,-1,ohno,0.3333333333333333,Y
ENSG00000130684,27.0,48,20,25654851,25677477,-1,SSD,0.5625,Y
ENSG00000175170,38.0,47,20,25744102,25848861,-1,singleton,0.8085106382978723,Y
ENSG00000204618,29.0,48,6,30038043,30043664,-1,singleton,0.6041666666666666,Y
ENSG00000149531,23.0,48,20,29611857,29634010,1,SSD,0.4791666666666667,Y
ENSG00000203778,25.0,48,6,112408802,112423993,1,singleton,0.5208333333333334,Y
ENSG00000187824,29.0,48,17,10602332,10633633,-1,singleton,0.6041666666666666,Y
ENSG00000147804,23.0,48,8,145635126,145642279,-1,ohno,0.4791666666666667,Y
ENSG00000116791,39.0,48,1,75171170,75199092,-1,SSD,0.8125,Y
ENSG00000169738,28.0,48,17,79993012,79995608,-1,SSD,0.5833333333333334,Y
ENSG00000158161,24.0,48,1,28296855,28415207,-1,SSD,0.5,Y
ENSG00000224383,17.0,48,17,62075711,62081664,1,singleton,0.3541666666666667,Y
ENSG00000012124,19.0,48,19,35810164,35838258,1,SSD,0.3958333333333333,Y
ENSG00000213551,17.0,48,10,74943120,75008620,-1,singleton,0.3541666666666667,N
ENSG00000162623,20.0,48,1,75198836,75232362,1,singleton,0.4166666666666667,Y
ENSG00000102858,48.0,48,16,4666494,4740975,1,ohno,1.0,Y
ENSG00000168116,24.0,48,6,56911347,56920023,1,SSD,0.5,Y
ENSG00000180822,39.0,48,6,3231637,3303607,1,singleton,0.8125,Y
ENSG00000108064,23.0,48,10,60144782,60158981,1,singleton,0.4791666666666667,Y
ENSG00000176390,23.0,48,17,29096406,29151794,-1,singleton,0.4791666666666667,Y
ENSG00000160948,48.0,48,8,145649000,145653931,-1,singleton,1.0,Y
ENSG00000143552,24.0,27,1,153965161,154127592,-1,SSD,0.8888888888888888,Y
ENSG00000122870,16.0,46,10,60272900,60591195,1,SSD,0.3478260869565217,Y
ENSG00000168411,30.0,48,16,74655292,74700779,-1,singleton,0.625,Y
ENSG00000118096,27.0,48,11,118415243,118443685,-1,singleton,0.5625,Y
ENSG00000197217,16.0,48,8,23243296,23315208,-1,ohno,0.3333333333333333,N
ENSG00000137968,25.0,46,1,75667816,76076801,-1,ohno,0.5434782608695652,Y
ENSG00000095002,29.0,48,2,47630108,47789450,1,singleton,0.6041666666666666,Y
ENSG00000168404,21.0,48,16,74705753,74734858,-1,singleton,0.4375,Y
ENSG00000160282,34.0,48,21,47556176,47575481,-1,SSD,0.7083333333333334,Y
ENSG00000196440,31.0,48,X,100673275,100788446,1,singleton,0.6458333333333334,Y
ENSG00000196937,22.0,48,7,120988905,121036418,-1,ohno,0.4583333333333333,Y
ENSG00000151883,19.0,48,5,49961733,50142356,1,ohno,0.3958333333333333,Y
ENSG00000130770,21.0,48,1,28562620,28573417,1,singleton,0.4375,Y
ENSG00000160949,22.0,48,8,145654165,145669827,-1,SSD,0.4583333333333333,Y
ENSG00000169519,15.0,48,11,28129795,28355054,1,singleton,0.3125,Y
ENSG00000160284,38.0,48,21,47581062,47604390,-1,SSD,0.7916666666666666,Y
ENSG00000135318,17.0,48,6,86159809,86205500,1,singleton,0.3541666666666667,N
ENSG00000113734,36.0,48,5,172571445,172591390,1,singleton,0.75,Y
ENSG00000152219,30.0,48,11,30344598,30359774,1,SSD,0.625,Y
ENSG00000117054,25.0,48,1,76190036,76253260,1,SSD,0.5208333333333334,Y
ENSG00000204138,30.0,48,1,28696114,28826881,1,ohno,0.625,Y
ENSG00000103199,42.0,48,16,4798240,4817625,-1,SSD,0.875,Y
ENSG00000085982,31.0,48,2,234384166,234475428,-1,SSD,0.6458333333333334,Y
ENSG00000160285,20.0,48,21,47608055,47648738,-1,singleton,0.4166666666666667,Y
ENSG00000140623,31.0,35,16,4827670,4838522,-1,ohno,0.8857142857142857,Y
ENSG00000126467,19.0,48,19,50243010,50266587,-1,singleton,0.3958333333333333,Y
ENSG00000129534,20.0,48,14,45672393,45722743,-1,singleton,0.4166666666666667,Y
ENSG00000177239,29.0,48,9,139981379,140003635,1,SSD,0.6041666666666666,Y
ENSG00000135744,25.0,48,1,230838269,230850043,-1,singleton,0.5208333333333334,Y
ENSG00000150967,15.0,48,12,123405498,123466196,-1,ohno,0.3125,N
ENSG00000115825,25.0,48,2,37477645,37551951,-1,ohno,0.5208333333333334,Y
ENSG00000156042,36.0,48,10,75013517,75118617,-1,singleton,0.75,Y
ENSG00000141934,26.0,48,19,281040,291393,-1,ohno,0.5416666666666666,Y
ENSG00000135773,28.0,43,1,230883130,230937749,1,ohno,0.6511627906976745,Y
ENSG00000120725,16.0,48,5,138282409,138629246,-1,singleton,0.3333333333333333,Y
ENSG00000134265,40.0,48,18,10525902,10552758,1,singleton,0.8333333333333334,Y
ENSG00000164924,28.0,48,8,101928753,101965616,-1,ohno,0.5833333333333334,Y
ENSG00000176978,24.0,48,9,140004994,140009629,-1,SSD,0.5,Y
ENSG00000161929,18.0,48,17,5112256,5138155,-1,singleton,0.375,N
ENSG00000057468,33.0,47,1,76262567,76378923,1,singleton,0.7021276595744681,Y
ENSG00000214106,36.0,48,7,154720208,154741618,1,singleton,0.75,Y
ENSG00000110203,23.0,44,11,71825915,71850936,1,SSD,0.5227272727272727,Y
ENSG00000125246,31.0,48,13,100258919,100549387,1,singleton,0.6458333333333334,Y
ENSG00000135951,33.0,48,2,99613724,99771427,-1,ohno,0.6875,Y
ENSG00000029725,16.0,48,17,5185558,5289129,1,SSD,0.3333333333333333,Y
ENSG00000144231,16.0,48,2,128603840,128615731,-1,singleton,0.3333333333333333,N
ENSG00000183186,17.0,46,19,405438,409139,-1,SSD,0.3695652173913043,N
ENSG00000129673,18.0,47,17,74449433,74466199,1,singleton,0.3829787234042553,Y
ENSG00000129946,33.0,48,19,416583,460996,-1,ohno,0.6875,Y
ENSG00000173409,15.0,48,1,231114727,231136341,1,singleton,0.3125,N
ENSG00000213132,23.0,31,3,187896331,187898598,1,singleton,0.7419354838709677,Y
ENSG00000134864,25.0,48,13,101183810,101241782,-1,singleton,0.5208333333333334,Y
ENSG00000182118,17.0,48,1,231154704,231175992,-1,SSD,0.3541666666666667,N
ENSG00000100461,37.0,48,14,23369854,23388393,-1,ohno,0.7708333333333334,Y
ENSG00000235878,34.0,48,21,47612391,47613673,-1,singleton,0.7083333333333334,Y
ENSG00000099866,14.0,48,19,489176,505347,1,singleton,0.2916666666666667,N
ENSG00000121101,23.0,48,17,56634039,56769416,-1,singleton,0.4791666666666667,Y
ENSG00000172171,26.0,48,17,29224354,29233838,-1,singleton,0.5416666666666666,Y
ENSG00000125247,28.0,48,13,101256181,101327347,-1,SSD,0.5833333333333334,Y
ENSG00000160294,27.0,48,21,47655047,47706211,-1,SSD,0.5625,Y
ENSG00000131055,16.0,46,20,30225691,30232809,1,ohno,0.3478260869565217,Y
ENSG00000158286,23.0,48,1,6265535,6281359,1,singleton,0.4791666666666667,Y
ENSG00000165714,15.0,48,12,12510013,12619840,1,singleton,0.3125,N
ENSG00000116906,21.0,48,1,231376953,231413719,1,SSD,0.4375,Y
ENSG00000125388,32.0,48,4,2965335,3042474,1,ohno,0.6666666666666666,Y
ENSG00000014824,23.0,48,4,41992489,42092474,1,singleton,0.4791666666666667,Y
ENSG00000186787,22.0,48,X,57144984,57147980,-1,SSD,0.4583333333333333,Y
ENSG00000141404,23.0,48,18,11688955,11885684,1,ohno,0.4791666666666667,Y
ENSG00000136014,16.0,46,12,95910336,95945266,-1,ohno,0.3478260869565217,N
ENSG00000146530,26.0,37,7,12370511,12443567,-1,SSD,0.7027027027027027,Y
ENSG00000049449,21.0,48,11,31833939,32127301,1,ohno,0.4375,Y
ENSG00000182362,47.0,48,21,47706251,47717665,1,singleton,0.9791666666666666,Y
ENSG00000101306,18.0,48,20,30407111,30422492,1,ohno,0.375,N
ENSG00000116237,26.0,48,1,6281253,6296032,-1,singleton,0.5416666666666666,Y
ENSG00000167920,22.0,48,17,38975358,38992522,1,singleton,0.4583333333333333,Y
ENSG00000164296,15.0,48,5,149372681,149380730,-1,SSD,0.3125,N
ENSG00000113716,23.0,48,5,149379884,149432386,1,singleton,0.4791666666666667,N
ENSG00000083937,16.0,48,3,87276421,87304698,1,SSD,0.3333333333333333,Y
ENSG00000124406,22.0,48,4,42410390,42659122,-1,ohno,0.4583333333333333,Y
ENSG00000116062,18.0,48,2,47922669,48037240,1,singleton,0.375,N
ENSG00000271605,20.0,48,17,62461569,62464760,1,singleton,0.4166666666666667,Y
ENSG00000197748,16.0,44,10,105889646,105992120,-1,singleton,0.3636363636363637,Y
ENSG00000131044,16.0,48,20,30458505,30532764,1,SSD,0.3333333333333333,Y
ENSG00000197768,23.0,48,9,140145713,140147934,1,singleton,0.4791666666666667,Y
ENSG00000196981,31.0,48,3,122130715,122134882,-1,SSD,0.6458333333333334,Y
ENSG00000154889,33.0,48,18,11882621,11909222,-1,singleton,0.6875,Y
ENSG00000188986,24.0,48,9,140149625,140167998,1,singleton,0.5,Y
ENSG00000144182,42.0,48,2,99771418,99779620,1,singleton,0.875,Y
ENSG00000051596,41.0,48,5,175344876,175461683,-1,SSD,0.8541666666666666,Y
ENSG00000196236,27.0,48,22,41253081,41363838,1,singleton,0.5625,Y
ENSG00000102910,27.0,48,16,48278207,48397033,1,SSD,0.5625,Y
ENSG00000162613,14.0,48,1,78409740,78444794,-1,ohno,0.2916666666666667,N
ENSG00000171421,23.0,48,5,1798500,1801480,-1,singleton,0.4791666666666667,Y
ENSG00000099821,15.0,48,19,617223,633597,-1,singleton,0.3125,N
ENSG00000187609,17.0,48,9,140201348,140317714,-1,singleton,0.3541666666666667,N
ENSG00000158411,23.0,48,2,99777890,99797521,-1,singleton,0.4791666666666667,Y
ENSG00000111696,27.0,48,12,104164231,104234975,-1,ohno,0.5625,Y
ENSG00000151233,14.0,48,12,42475647,42538681,-1,ohno,0.2916666666666667,N
ENSG00000224389,21.0,48,6,31982539,32003195,1,ohno,0.4375,N
ENSG00000039650,23.0,48,19,50364461,50371166,-1,SSD,0.4791666666666667,Y
ENSG00000188747,28.0,48,9,140317802,140328858,1,ohno,0.5833333333333334,Y
ENSG00000184517,41.0,48,16,75182390,75206134,1,SSD,0.8541666666666666,Y
ENSG00000160299,15.0,48,21,47744036,47865682,1,SSD,0.3125,N
ENSG00000103174,24.0,48,16,5074845,5084142,-1,singleton,0.5,Y
ENSG00000163320,38.0,48,3,88101094,88199035,-1,singleton,0.7916666666666666,Y
ENSG00000168268,21.0,48,3,52558386,52569070,-1,ohno,0.4375,Y
ENSG00000115523,27.0,47,2,85912298,85925977,1,singleton,0.5744680851063829,Y
