Ensembl Gene ID,affectedTissues,expressedTissues,Chromosome Name,Gene Start (bp),Gene End (bp),Strand,pLI,haplo,propOfExpressedAffectedByeQTL,affectedByBroad
ENSG00000188015,46.0,48,1,153519805,153521848,-1,0.000978354164779786,N,0.9583333333333334,N
ENSG00000204764,46.0,46,5,170288874,170727019,1,8.61017652515499e-36,N,1.0,Y
ENSG00000122696,48.0,48,9,37879400,37904350,-1,0.0492003687342311,N,1.0,Y
ENSG00000091640,48.0,48,17,4862521,4871167,-1,0.00114719730878394,N,1.0,Y
ENSG00000108352,46.0,48,17,38333263,38351908,1,0.8741459036519029,N,0.9583333333333334,N
ENSG00000107338,46.0,48,9,37919131,38069210,-1,0.7441836290950861,N,0.9583333333333334,N
ENSG00000154813,47.0,48,3,16299485,16306479,-1,0.0446708183979692,N,0.9791666666666666,N
ENSG00000204644,47.0,47,6,29640169,29648887,-1,0.00181593681997415,N,1.0,N
ENSG00000157870,48.0,48,1,2517930,2522908,1,0.000166699570192146,N,1.0,Y
ENSG00000172748,48.0,48,8,182137,197342,1,2.89554865880379e-14,N,1.0,Y
ENSG00000118473,47.0,47,1,66999066,67213982,1,0.9996510927112712,Y,1.0,N
ENSG00000206077,48.0,48,5,710475,767067,-1,0.0432283730925046,N,1.0,Y
ENSG00000122386,46.0,48,16,3162561,3170518,1,0.14123532832446806,N,0.9583333333333334,Y
ENSG00000100156,48.0,48,22,38474141,38480100,-1,0.11016481897003001,N,1.0,Y
ENSG00000163823,44.0,48,3,46243200,46249887,-1,0.8918287515539391,N,0.9166666666666666,N
ENSG00000138738,47.0,47,4,121606074,121844025,-1,0.7424193206712439,N,1.0,Y
ENSG00000258365,48.0,48,12,94671534,94676620,-1,0.3377438066688589,N,1.0,Y
ENSG00000128298,45.0,48,22,38480896,38506677,-1,0.000100357855733205,N,0.9375,N
ENSG00000168569,48.0,48,11,62539101,62559493,-1,0.0124355311633348,N,1.0,Y
ENSG00000163041,48.0,48,1,226249552,226259702,1,0.6923346336974839,N,1.0,Y
ENSG00000147364,48.0,48,8,356428,421225,1,0.310315222130944,N,1.0,Y
ENSG00000185475,48.0,48,11,62554887,62557877,1,0.0107811505009859,N,1.0,Y
ENSG00000085644,47.0,48,16,3179778,3192806,1,0.00011200037651553301,N,0.9791666666666666,Y
ENSG00000188687,48.0,48,2,74443369,74570541,-1,1.3746026308674702e-07,N,1.0,Y
ENSG00000180011,48.0,48,18,72907063,72921303,-1,0.000446821227839176,N,1.0,Y
ENSG00000173588,47.0,48,12,94700225,94853764,-1,8.74184019994934e-09,N,0.9791666666666666,Y
ENSG00000170837,46.0,47,3,71803201,71805647,1,0.5988511963531341,N,0.9787234042553192,Y
ENSG00000182827,46.0,48,1,226332380,226374431,-1,0.9818233298640372,Y,0.9583333333333334,N
ENSG00000204186,48.0,48,2,207139387,207179148,1,1.3787431893894e-07,N,1.0,N
ENSG00000179981,43.0,48,18,72922710,73001905,1,0.9395594802335672,Y,0.8958333333333334,N
ENSG00000028310,47.0,48,5,850406,892939,-1,0.249187873857174,N,0.9791666666666666,Y
ENSG00000140691,48.0,48,16,31469401,31478487,1,0.0462924745566781,N,1.0,N
ENSG00000088930,48.0,48,20,21283942,21370463,1,0.813170185835591,N,1.0,Y
ENSG00000152760,47.0,47,1,67218142,67244470,1,0.00642468214043671,N,1.0,Y
ENSG00000110925,45.0,48,12,51454990,51477447,-1,0.950516343514854,Y,0.9375,N
ENSG00000189171,48.0,48,1,153591263,153606568,-1,0.0351531421862098,N,1.0,N
ENSG00000229474,48.0,48,15,44957930,45003514,-1,0.0677100893702347,N,1.0,N
ENSG00000183255,48.0,48,21,46269500,46293752,-1,0.266254067406983,N,1.0,N
ENSG00000178695,43.0,48,13,77454312,77460540,-1,0.353531089443336,N,0.8958333333333334,N
ENSG00000184381,48.0,48,22,38507502,38601697,-1,2.6604041213089105e-08,N,1.0,Y
ENSG00000114948,45.0,48,2,207308263,207485851,1,0.9954040413316619,Y,0.9375,N
ENSG00000102805,48.0,48,13,77564795,77576652,1,5.0808712594443196e-06,N,1.0,Y
ENSG00000010539,48.0,48,16,3272325,3286221,-1,2.2512049976049704e-06,N,1.0,Y
ENSG00000165819,48.0,48,14,21966277,21979517,-1,0.0010049654595093301,N,1.0,Y
ENSG00000163421,45.0,47,3,71820807,71834357,-1,0.270454067222245,N,0.9574468085106383,N
ENSG00000160678,48.0,48,1,153600402,153604513,1,0.00465602079501881,N,1.0,Y
ENSG00000054219,48.0,48,2,160628362,160761260,-1,3.632131395013849e-27,N,1.0,Y
ENSG00000205209,47.0,47,19,35084234,35166604,-1,0.0006756534515407483,N,1.0,Y
ENSG00000146250,45.0,46,6,84222194,84235423,1,1.33594366817905e-06,N,0.9782608695652174,N
ENSG00000198081,48.0,48,18,5289018,5297052,-1,0.6285057822257522,N,1.0,Y
ENSG00000183978,44.0,48,17,40947165,40950722,-1,0.0047083776288943295,N,0.9166666666666666,N
ENSG00000137726,43.0,48,11,117707693,117748201,-1,0.8298143835527522,N,0.8958333333333334,N
ENSG00000078177,48.0,48,4,40058446,40159872,1,0.00047311817510056395,N,1.0,Y
ENSG00000085265,46.0,48,9,137801431,137809809,-1,1.2564580969203999e-11,N,0.9583333333333334,Y
ENSG00000135164,48.0,48,7,86781677,86825653,1,0.956216302595223,Y,1.0,N
ENSG00000134330,48.0,48,2,9613787,9636672,1,0.000119134559107643,N,1.0,N
ENSG00000152763,45.0,47,1,67278568,67390570,-1,7.879257683209759e-11,N,0.9574468085106383,N
ENSG00000089335,48.0,48,19,35168544,35177302,1,0.00707195558979917,N,1.0,Y
ENSG00000140682,48.0,48,16,31482906,31489281,1,0.0749169191152651,N,1.0,Y
ENSG00000085733,46.0,48,11,70244510,70282690,1,0.21577688283159602,N,0.9583333333333334,Y
ENSG00000170542,48.0,48,6,2887500,2903514,-1,0.00489853442133744,N,1.0,Y
ENSG00000204642,48.0,48,6,29690552,29706305,1,4.40041067524121e-05,N,1.0,Y
ENSG00000166710,45.0,48,15,45003675,45011075,1,0.8565619480267641,N,0.9375,N
ENSG00000180190,44.0,47,8,439803,495781,-1,0.00132192801257303,N,0.9361702127659576,N
ENSG00000108509,46.0,48,17,4871287,4890960,-1,0.999991613720089,Y,0.9583333333333334,N
ENSG00000104714,48.0,48,8,564746,688106,-1,1.38646429216599e-10,N,1.0,N
ENSG00000009413,44.0,48,6,111620234,111804918,-1,0.999999999999932,Y,0.9166666666666666,N
ENSG00000136247,48.0,48,7,6617065,6629005,1,5.32054090170074e-10,N,1.0,Y
ENSG00000197841,48.0,48,19,35225060,35233777,1,3.1828542188224604e-08,N,1.0,Y
ENSG00000198792,48.0,48,22,38615298,38669040,-1,0.878340975684015,N,1.0,Y
ENSG00000196422,47.0,48,9,138370925,138380739,1,0.985547303285213,Y,0.9791666666666666,Y
ENSG00000006194,48.0,48,16,3313743,3351401,1,0.00818051568357078,N,1.0,Y
ENSG00000143553,45.0,48,1,153631130,153634306,1,3.0488066288149395e-05,N,0.9375,N
ENSG00000160255,48.0,48,21,46305868,46351904,-1,3.87638472937311e-05,N,1.0,Y
ENSG00000140993,48.0,48,16,3348832,3355729,-1,1.86840685100942e-07,N,1.0,Y
ENSG00000162086,47.0,48,16,3355406,3368852,1,0.0002034845611094,N,0.9791666666666666,Y
ENSG00000257218,48.0,48,12,120884241,120899389,1,7.790204097735759e-05,N,1.0,Y
ENSG00000130856,48.0,48,18,74534563,74682683,1,0.999998363501894,Y,1.0,Y
ENSG00000144736,47.0,48,3,72798428,72911065,-1,1.1664479845314201e-10,N,0.9791666666666666,Y
ENSG00000182372,48.0,48,8,1703944,1734738,1,0.0007470732501025111,N,1.0,Y
ENSG00000132661,43.0,48,20,23331373,23335414,1,0.5747402180910129,N,0.8958333333333334,N
ENSG00000204351,48.0,48,6,31926857,31937532,1,1.11011779473699e-15,N,1.0,Y
ENSG00000134539,48.0,48,12,10378657,10469850,1,0.015657762831995,N,1.0,Y
ENSG00000182149,48.0,48,16,71879899,71962913,1,0.0231106718602087,N,1.0,Y
ENSG00000213923,47.0,48,22,38686697,38794527,-1,0.967319235295747,Y,0.9791666666666666,N
ENSG00000130733,43.0,48,19,11033444,11039357,-1,0.00109917458451604,N,0.8958333333333334,N
ENSG00000140987,43.0,48,16,3432085,3451065,-1,1.1598751568079801e-05,N,0.8958333333333334,N
ENSG00000173559,47.0,48,2,192542794,192561385,1,0.014256968227511001,N,0.9791666666666666,N
ENSG00000164088,48.0,48,3,52279841,52284613,1,0.0923289257222666,N,1.0,Y
ENSG00000185880,48.0,48,15,45021186,45060027,1,1.96411504084879e-10,N,1.0,Y
ENSG00000186501,48.0,48,1,27648651,27662891,1,0.0719860750297163,N,1.0,Y
ENSG00000184271,44.0,48,12,51580719,51611477,-1,0.907559367268063,Y,0.9166666666666666,N
ENSG00000184752,44.0,48,12,95290831,95397546,-1,0.00201599261273099,N,0.9166666666666666,N
ENSG00000088986,46.0,48,12,120907653,120936296,1,0.6965804830812371,N,0.9583333333333334,Y
ENSG00000182600,45.0,48,2,233721980,233743418,1,0.46683104873283504,N,0.9375,N
ENSG00000182473,47.0,48,17,74077087,74117657,-1,0.000651392901677263,N,0.9791666666666666,N
ENSG00000241852,48.0,48,8,22457114,22461663,1,7.258335226096379e-07,N,1.0,Y
ENSG00000104728,48.0,48,8,1772142,1906807,1,1.1080474135153399e-13,N,1.0,Y
ENSG00000143801,44.0,48,1,227057885,227083806,1,0.0270141824537153,N,0.9166666666666666,N
ENSG00000198160,48.0,48,1,67390578,67454302,1,0.96629546639685,Y,1.0,Y
ENSG00000100196,48.0,48,22,38864067,38879452,1,2.25894610398846e-06,N,1.0,Y
ENSG00000153896,47.0,48,19,35248981,35264134,-1,4.7000778515484506e-07,N,0.9791666666666666,Y
ENSG00000167981,44.0,48,16,3486104,3493542,-1,0.134235996654177,N,0.9166666666666666,N
ENSG00000110871,48.0,48,12,120941077,120972237,-1,7.950184606319209e-05,N,1.0,Y
ENSG00000168661,48.0,48,19,35417807,35436074,1,8.05996775258386e-09,N,1.0,Y
ENSG00000180353,48.0,48,3,121350246,121379774,-1,5.08798891518146e-05,N,1.0,Y
ENSG00000124570,44.0,48,6,2948393,2972090,-1,0.0356687992106553,N,0.9166666666666666,N
ENSG00000104738,48.0,48,8,48872745,48890720,1,0.000301842295939908,N,1.0,Y
ENSG00000180884,48.0,48,19,35447258,35454953,-1,3.9038567372556203e-07,N,1.0,Y
ENSG00000163050,47.0,48,1,227085237,227175246,1,1.23500239562904e-05,N,0.9791666666666666,N
ENSG00000140463,48.0,48,15,72978527,73030817,1,0.000141017368072284,N,1.0,Y
ENSG00000158604,48.0,48,7,44617493,44621886,-1,0.292927703052725,N,1.0,Y
ENSG00000122390,48.0,48,16,3493611,3536963,1,0.908883491873174,Y,1.0,Y
ENSG00000164919,47.0,48,8,100885428,100906290,-1,0.23065073133425304,N,0.9791666666666666,N
ENSG00000133316,46.0,48,11,62599814,62609281,-1,2.46017425068892e-08,N,0.9583333333333334,N
ENSG00000164111,48.0,48,4,122589110,122618268,-1,3.81587630791735e-06,N,1.0,Y
ENSG00000168237,48.0,48,3,52321105,52329272,1,1.36482731873284e-06,N,1.0,Y
ENSG00000142444,47.0,48,19,11039409,11044211,1,0.00198991933916563,N,0.9791666666666666,Y
ENSG00000089351,48.0,48,19,35485688,35517375,1,0.5683806986614489,N,1.0,Y
ENSG00000177453,48.0,48,5,43192173,43280952,1,5.80877563098536e-09,N,1.0,N
ENSG00000112655,47.0,48,6,43044006,43129457,1,0.9758794810162008,Y,0.9791666666666666,N
ENSG00000124588,48.0,48,6,2988221,3019996,1,1.26932724907491e-05,N,1.0,Y
ENSG00000164631,48.0,48,7,6728064,6746554,-1,0.5512640060120471,N,1.0,Y
ENSG00000213809,46.0,48,12,10524952,10544473,-1,9.74878780699033e-10,N,0.9583333333333334,N
ENSG00000160256,46.0,48,21,46359925,46396904,1,0.0395817647359521,N,0.9583333333333334,N
ENSG00000105953,48.0,48,7,44646171,44748665,1,0.9936951212001259,Y,1.0,Y
ENSG00000183542,43.0,46,12,10559983,10562356,-1,0.00108734943903597,N,0.9347826086956522,N
ENSG00000162591,47.0,48,1,3406484,3528059,-1,4.4242103113021704e-15,N,0.9791666666666666,N
ENSG00000204632,48.0,48,6,29794744,29798902,1,9.54870629366445e-08,N,1.0,Y
ENSG00000196458,48.0,48,12,133498019,133532892,-1,0.960905074648588,Y,1.0,Y
ENSG00000152133,46.0,48,2,37311594,37326387,1,1.26665642095237e-05,N,0.9583333333333334,N
ENSG00000103351,48.0,48,16,3550924,3589048,1,0.000219540497279212,N,1.0,Y
ENSG00000161618,48.0,48,19,49956426,49974305,1,1.3519474554397095e-07,N,1.0,Y
ENSG00000036448,47.0,48,8,1993155,2113475,1,1.48718449693549e-55,N,0.9791666666666666,N
ENSG00000185122,45.0,48,8,145515280,145538385,1,0.5863742945169821,N,0.9375,N
ENSG00000022840,46.0,48,12,120971283,121015397,1,0.502963048424231,N,0.9583333333333334,N
ENSG00000140263,48.0,48,15,45315302,45369383,1,0.00434794621162012,N,1.0,Y
ENSG00000131374,48.0,48,3,17198654,18486309,-1,6.51864399070986e-10,N,1.0,N
ENSG00000130559,46.0,48,9,138700333,138799074,-1,0.7536644820057091,N,0.9583333333333334,N
ENSG00000266208,47.0,48,17,38516907,38520945,1,0.34419785396808505,N,0.9791666666666666,N
ENSG00000179299,46.0,46,4,40751914,40812002,1,0.048551891347876,N,1.0,N
ENSG00000100211,48.0,48,22,39052641,39069859,1,0.0274301810457834,N,1.0,N
ENSG00000188313,48.0,48,3,146232967,146262651,-1,0.00293164530943767,N,1.0,Y
ENSG00000011143,45.0,48,17,56282803,56296966,-1,3.9743813098665e-09,N,0.9375,Y
ENSG00000100216,45.0,48,22,39077953,39080818,1,0.785832960017485,N,0.9375,N
ENSG00000130997,48.0,48,4,2073645,2243848,-1,2.996559743059709e-32,N,1.0,Y
ENSG00000172986,47.0,47,3,72937224,73047289,1,1.76182494127584e-06,N,1.0,Y
ENSG00000090554,47.0,48,19,49977464,49989488,1,0.950828697992112,Y,0.9791666666666666,Y
ENSG00000153246,46.0,46,2,160788519,160919121,-1,5.177111861268121e-15,N,1.0,Y
ENSG00000130560,48.0,48,9,138824815,138853226,-1,0.865452586951363,N,1.0,Y
ENSG00000142733,48.0,48,1,27681675,27693383,-1,4.9098050951143715e-15,N,1.0,Y
ENSG00000120733,48.0,48,5,137688285,137772717,1,0.999999999078234,Y,1.0,Y
ENSG00000159322,48.0,48,15,73043710,73078187,-1,0.0221562951088713,N,1.0,Y
ENSG00000168918,48.0,48,2,233924677,234116549,1,0.167430840933568,N,1.0,N
ENSG00000100226,47.0,48,22,39101728,39134304,1,0.9961885618803829,Y,0.9791666666666666,Y
ENSG00000151694,45.0,48,2,9628615,9695921,-1,0.9973676453206708,Y,0.9375,N
ENSG00000158109,48.0,48,1,3541566,3546691,1,0.00284528475212618,N,1.0,N
ENSG00000204790,48.0,48,9,69204538,69269662,-1,0.26744134859198,N,1.0,Y
ENSG00000102967,48.0,48,16,72042487,72058954,1,0.0128239089226836,N,1.0,Y
ENSG00000114841,48.0,48,3,52350335,52434507,1,4.422273325170759e-20,N,1.0,Y
ENSG00000169994,48.0,48,2,128293378,128395304,1,6.3829496749846e-16,N,1.0,N
ENSG00000077984,48.0,48,20,24929866,24940564,1,9.918870685243842e-07,N,1.0,Y
ENSG00000173915,48.0,48,10,105148798,105156223,-1,0.24335220019490197,N,1.0,Y
ENSG00000042493,48.0,48,2,85621871,85645555,-1,5.32548826021192e-09,N,1.0,Y
ENSG00000238227,47.0,48,9,139006427,139010731,-1,0.496755436370346,N,0.9791666666666666,N
ENSG00000109854,48.0,48,11,20385231,20405329,1,3.64419690390924e-12,N,1.0,N
ENSG00000116213,48.0,48,1,3547331,3569325,-1,0.0269219902261615,N,1.0,Y
ENSG00000101474,47.0,48,20,24943561,24973615,-1,2.3556637617249497e-07,N,0.9791666666666666,N
ENSG00000127616,48.0,48,19,11071598,11176071,1,0.999999997611829,Y,1.0,N
ENSG00000142748,43.0,48,1,27695603,27701315,-1,0.0172513382815348,N,0.8958333333333334,N
ENSG00000137275,48.0,48,6,3064225,3115421,1,0.4181774001877029,N,1.0,Y
ENSG00000006831,45.0,48,12,1797740,1897844,1,0.810597984007902,N,0.9375,N
ENSG00000148843,48.0,48,10,105156405,105206049,1,0.468448697895289,N,1.0,Y
ENSG00000165661,48.0,48,9,139098179,139137687,-1,0.007830612845785921,N,1.0,N
ENSG00000185000,46.0,48,8,145539954,145550573,-1,2.90054760621977e-10,N,0.9583333333333334,Y
ENSG00000177098,43.0,48,11,118004092,118023603,-1,0.0015352273862045199,N,0.8958333333333334,N
ENSG00000143776,47.0,48,1,227177566,227506175,-1,0.99992014796463,Y,0.9791666666666666,N
ENSG00000138400,47.0,47,2,207602487,207630271,-1,5.81111250194294e-12,N,1.0,Y
ENSG00000147439,48.0,48,8,22477931,22526661,-1,5.99066271257055e-06,N,1.0,Y
ENSG00000140830,48.0,48,16,72078188,72128330,-1,0.0173065222001966,N,1.0,Y
ENSG00000160360,47.0,48,9,139221932,139254057,1,0.00214952675934529,N,0.9791666666666666,Y
ENSG00000126581,48.0,48,17,40962152,40985367,-1,0.9986977759127909,Y,1.0,N
ENSG00000064652,48.0,48,5,122179134,122365049,1,0.00139280727569243,N,1.0,N
ENSG00000213918,45.0,48,16,3661729,3730144,1,1.00614589458506e-11,N,0.9375,N
ENSG00000163697,43.0,48,4,40812044,41218731,-1,0.0398888659197788,N,0.8958333333333334,N
ENSG00000172890,48.0,48,11,71164155,71235153,1,2.454729372614849e-09,N,1.0,Y
ENSG00000196388,47.0,48,17,4891425,4900905,-1,8.261235394863969e-09,N,0.9791666666666666,Y
ENSG00000213221,48.0,48,9,139253932,139258241,-1,0.00894156460568737,N,1.0,Y
ENSG00000151881,46.0,48,5,43444354,43483995,-1,1.4935505555137699e-05,N,0.9583333333333334,N
ENSG00000139746,48.0,48,13,79885962,79980612,-1,0.9999969982690379,Y,1.0,Y
ENSG00000145506,45.0,48,5,1008944,1039058,1,2.3558365024086302e-05,N,0.9375,N
ENSG00000172244,48.0,48,5,43486803,43515247,-1,9.913269586576092e-11,N,1.0,Y
ENSG00000187796,48.0,48,9,139256355,139268133,-1,2.2903809723009197e-11,N,1.0,N
ENSG00000173230,47.0,48,3,121382046,121468602,-1,4.23236652462592e-06,N,0.9791666666666666,Y
ENSG00000255423,48.0,48,3,73110810,73112488,1,0.0865230043591697,N,1.0,Y
ENSG00000257017,48.0,48,16,72088491,72094954,1,0.0293907467277115,N,1.0,N
ENSG00000185238,45.0,48,11,20409076,20530840,1,6.2917211544844515e-12,N,0.9375,N
ENSG00000157107,45.0,48,5,72251808,72386349,1,0.9990384893962492,Y,0.9375,N
ENSG00000088756,45.0,45,18,6729717,6915715,1,0.0029584189440561,N,1.0,Y
ENSG00000137274,48.0,48,6,3118608,3153812,1,0.000194971395463508,N,1.0,Y
ENSG00000182568,48.0,48,3,18386879,18487080,-1,0.8566138720201629,N,1.0,Y
ENSG00000160593,43.0,47,11,118064455,118095809,-1,0.0040590935326328,N,0.9148936170212766,N
ENSG00000196950,48.0,48,2,196440701,196602426,1,0.9978506399038841,Y,1.0,Y
ENSG00000123737,48.0,48,4,122722472,122738176,1,1.8713930670970403e-06,N,1.0,N
ENSG00000121440,44.0,48,3,73431584,73674091,-1,0.908376144076894,Y,0.9166666666666666,N
ENSG00000165684,48.0,48,9,139270029,139293249,-1,2.0080895557516693e-21,N,1.0,Y
ENSG00000156509,45.0,45,8,101145588,101158028,-1,0.000150255023791678,N,1.0,Y
ENSG00000184445,48.0,48,12,123011793,123110943,1,4.7771798324087995e-32,N,1.0,N
ENSG00000173210,43.0,48,5,148521046,148640105,1,0.0160253493614536,N,0.8958333333333334,N
ENSG00000166377,43.0,48,18,76829285,77138283,1,7.024147100422019e-12,N,0.8958333333333334,N
ENSG00000134545,43.0,43,12,10594863,10607284,-1,0.00117546106046322,N,1.0,Y
ENSG00000183741,48.0,48,22,39257455,39268319,-1,0.6109250955025021,N,1.0,Y
ENSG00000126602,48.0,48,16,3701640,3767598,-1,1.62037604789736e-17,N,1.0,Y
ENSG00000197302,48.0,48,16,31724550,31806190,1,0.0559604563285243,N,1.0,Y
ENSG00000142534,48.0,48,19,49999622,50002946,1,0.9133448614766021,Y,1.0,Y
ENSG00000166321,48.0,48,10,74870217,74891586,1,5.7285446566616e-07,N,1.0,Y
ENSG00000165689,48.0,48,9,139296377,139305061,-1,1.37769738127372e-07,N,1.0,Y
ENSG00000206503,48.0,48,6,29909037,29913661,1,0.132779664827761,N,1.0,Y
ENSG00000128383,46.0,47,22,39348746,39359188,1,0.22634791867463,N,0.9787234042553192,N
ENSG00000168938,48.0,48,5,122358945,122372436,-1,0.000967993093039106,N,1.0,Y
ENSG00000104450,48.0,48,8,101170134,101271506,1,2.3251654571307697e-07,N,1.0,N
ENSG00000143740,48.0,48,1,227916240,227968927,1,0.00030482303703809,N,1.0,Y
ENSG00000179750,46.0,46,22,39378352,39388809,1,2.50835391870874e-05,N,1.0,Y
ENSG00000151062,43.0,48,12,1901123,2028002,-1,4.57168482146793e-22,N,0.8958333333333334,N
ENSG00000244509,48.0,48,22,39410088,39416357,1,0.0926245609517721,N,1.0,Y
ENSG00000081692,46.0,48,1,227918126,227923112,-1,1.86970802268343e-07,N,0.9583333333333334,N
ENSG00000205456,46.0,46,16,32264040,32267240,1,0.641056795781585,N,1.0,Y
ENSG00000243811,48.0,48,22,39410368,39429281,1,2.35516694213337e-05,N,1.0,Y
ENSG00000132563,47.0,48,5,137774706,137782658,1,0.8763888292699409,N,0.9791666666666666,N
ENSG00000165688,48.0,48,9,139305110,139318213,1,0.000186050485171578,N,1.0,Y
ENSG00000159733,48.0,48,4,2271309,2420390,-1,0.88846014978575,N,1.0,N
ENSG00000143614,43.0,48,1,153777201,153895451,-1,0.998594716203308,Y,0.8958333333333334,N
ENSG00000128394,46.0,48,22,39436609,39449915,1,0.0139601925830727,N,0.9583333333333334,N
ENSG00000080166,47.0,47,13,95089558,95131936,-1,6.549699704980138e-12,N,1.0,Y
ENSG00000104870,48.0,48,19,50010073,50029590,1,0.825587179671645,N,1.0,N
ENSG00000214597,48.0,48,8,145575878,145578574,-1,0.341068399494477,N,1.0,Y
ENSG00000187736,48.0,48,2,219940039,220025587,-1,0.027184525357164,N,1.0,Y
ENSG00000204348,48.0,48,6,31937587,31940069,-1,4.98479742091705e-10,N,1.0,Y
ENSG00000239713,48.0,48,22,39436924,39483748,1,1.47030454091374e-06,N,1.0,Y
ENSG00000160588,48.0,48,11,118097409,118123065,-1,6.52170419480443e-09,N,1.0,N
ENSG00000148384,48.0,48,9,139323071,139334274,-1,0.3885638482332161,N,1.0,Y
ENSG00000034239,44.0,44,8,49623348,49647870,-1,0.000635897890174213,N,1.0,N
ENSG00000241233,43.0,43,11,71249071,71250253,1,0.006907479136411999,N,1.0,N
ENSG00000254997,47.0,47,11,71259466,71260653,1,0.000861770573554934,N,1.0,Y
ENSG00000204572,43.0,43,11,71276609,71279980,1,0.191708884269112,N,1.0,N
ENSG00000126709,45.0,48,1,27992572,27998729,-1,0.23093122463381197,N,0.9375,N
ENSG00000137857,46.0,48,15,45422131,45457774,1,1.9727527782469398e-13,N,0.9583333333333334,N
ENSG00000128534,46.0,48,7,117824086,117832878,1,0.00827246331155774,N,0.9583333333333334,N
ENSG00000152749,48.0,48,13,95254157,95286899,1,6.5915409717463e-11,N,1.0,Y
ENSG00000134020,48.0,48,8,22570769,22857513,-1,0.0388985351374596,N,1.0,Y
ENSG00000198837,48.0,48,1,153901977,153919172,-1,0.9999870690799392,Y,1.0,Y
ENSG00000138172,48.0,48,10,105206543,105212660,-1,5.292678905217127e-07,N,1.0,Y
ENSG00000158483,45.0,48,11,71498556,71512282,1,1.47905868931909e-08,N,0.9375,N
ENSG00000106013,46.0,47,7,117854727,117882785,1,0.00752456912905973,N,0.9787234042553192,N
ENSG00000115750,48.0,48,2,9983483,10074545,1,4.28699121753238e-06,N,1.0,Y
ENSG00000028203,48.0,48,12,95611522,95696566,1,0.0259368505876322,N,1.0,N
ENSG00000113504,48.0,48,5,1050499,1112150,-1,8.45108944554302e-11,N,1.0,Y
ENSG00000106392,48.0,48,7,7196565,7288282,1,0.6793799721403089,N,1.0,Y
ENSG00000100311,43.0,48,22,39619364,39640756,-1,0.966288095427289,Y,0.8958333333333334,N
ENSG00000147996,48.0,48,9,70432004,70497240,-1,0.534115235923079,N,1.0,Y
ENSG00000261701,47.0,47,16,72088522,72111145,1,2.94872175113387e-07,N,1.0,Y
ENSG00000005379,48.0,48,17,56378592,56406152,-1,0.0566264084919234,N,1.0,Y
ENSG00000173226,48.0,48,3,121488610,121553926,-1,1.19705337503096e-07,N,1.0,Y
ENSG00000130164,47.0,48,19,11200038,11244492,1,2.5926607371831204e-16,N,0.9791666666666666,Y
ENSG00000197586,48.0,48,20,25176329,25207365,1,4.98993289171908e-05,N,1.0,Y
ENSG00000145386,47.0,48,4,122737599,122745087,-1,0.9946830495781328,Y,0.9791666666666666,Y
ENSG00000125257,47.0,48,13,95672083,95953687,-1,0.0013146830739273,N,0.9791666666666666,N
ENSG00000215018,46.0,46,7,7395834,7575484,-1,1.89303475564036e-20,N,1.0,N
ENSG00000188906,48.0,48,12,40590546,40763087,1,7.5565041633134e-14,N,1.0,Y
ENSG00000063978,48.0,48,4,2463947,2627047,1,0.628950995184494,N,1.0,Y
ENSG00000141576,44.0,48,17,74138534,74236454,-1,0.00010802253528477099,N,0.9166666666666666,N
ENSG00000182325,46.0,48,8,145579091,145583036,-1,3.69520806815842e-06,N,0.9583333333333334,N
ENSG00000065665,48.0,48,10,12171636,12211960,1,0.9500421722554292,Y,1.0,Y
ENSG00000142546,47.0,48,19,50058968,50093519,-1,0.0023015656809213803,N,0.9791666666666666,N
ENSG00000148396,48.0,48,9,139334549,139372141,-1,0.687007221303222,N,1.0,Y
ENSG00000160741,46.0,48,1,153920145,153931101,-1,0.996361791046642,Y,0.9583333333333334,Y
ENSG00000213901,48.0,48,2,219940051,220035549,-1,0.00231261775618616,N,1.0,Y
ENSG00000162910,48.0,48,1,228294380,228297013,-1,0.000411107916634712,N,1.0,Y
ENSG00000034677,48.0,48,8,101269288,101348446,-1,0.0270760961169109,N,1.0,Y
ENSG00000178038,48.0,48,3,46710487,46735194,-1,2.72979618994274e-18,N,1.0,N
ENSG00000163576,48.0,48,3,19920964,19988517,-1,6.025564022273511e-17,N,1.0,Y
ENSG00000169689,48.0,48,17,79976578,79981983,-1,0.591966927176029,N,1.0,Y
ENSG00000171714,47.0,47,11,22214722,22304903,1,9.89423115964736e-16,N,1.0,N
ENSG00000138686,46.0,48,4,122745595,122791652,-1,0.00117874565612182,N,0.9583333333333334,N
ENSG00000130764,48.0,48,1,3696784,3713068,-1,0.60383218752352,N,1.0,N
ENSG00000115486,48.0,48,2,85771846,85788670,-1,1.19797696730827e-08,N,1.0,Y
ENSG00000112992,48.0,48,5,43602794,43707507,1,0.9995504773135501,Y,1.0,Y
ENSG00000134873,43.0,47,13,96085858,96232013,1,0.0459304128904221,N,0.9148936170212766,N
ENSG00000218739,48.0,48,2,37423631,37443336,1,0.346577578729861,N,1.0,Y
ENSG00000180574,48.0,48,12,10658201,10675734,1,0.147907104544137,N,1.0,Y
ENSG00000172354,45.0,48,7,100271154,100276797,1,0.9892394346731842,Y,0.9375,N
ENSG00000186106,48.0,48,8,101521980,101572012,-1,0.9187158463607141,Y,1.0,N
ENSG00000111196,48.0,48,12,10758612,10766222,-1,0.0417829970477984,N,1.0,Y
