Ohno1	Ohno2	Symbol1	Symbol2	Og weighted global mean	Self weighted global mean	Outgroup Support	Duplication time	Gene type
ENSBTAG00000031701	ENSBTAG00000000333	TAGAP	ARHGAP20	0.000318885021511064	7.094763908125e-05	1	Vertebrata	protein_coding
ENSBTAG00000031217	ENSBTAG00000009707	MYL6B	MYL1	7.53376810710011e-14	1.19093522555979e-16	4	Vertebrata	protein_coding
ENSBTAG00000002216	ENSBTAG00000006030	MYOD1	MYOG	2.10565264201734e-07	1.82947738100429e-30	5	Vertebrata	protein_coding
ENSBTAG00000012657	ENSBTAG00000021224	ZSWIM8	ZSWIM6	0.000368152448200632	9.95044211144516e-05	2	Vertebrata	protein_coding
ENSBTAG00000000706	ENSBTAG00000013210	ADAMTS1	ADAMTS4	0.044003441960516	0.000403828203330336	4	Vertebrata	protein_coding
ENSBTAG00000007901	ENSBTAG00000013918	ADGRE1	ADGRL3	0.00127503216268354	1.934410709963e-08	2	Vertebrata	protein_coding
ENSBTAG00000044053	ENSBTAG00000003797	SLC17A5	SLC17A3	6.81507490159132e-05	3.58851610644281e-08	3	Vertebrata	protein_coding
ENSBTAG00000000857	ENSBTAG00000003977	ENSBTAG00000000857	SLC52A3	1.21059097487499e-06	1.70308731172779e-19	4	Vertebrata	protein_coding
ENSBTAG00000027151	ENSBTAG00000004423	ARHGAP26	ARHGAP42	2.39135583289987e-08	2.0936653724344e-08	4	Vertebrata	protein_coding
ENSBTAG00000017884	ENSBTAG00000008870	KCNV2	KCNS1	0.0386220115834766	0.00583773580039066	1	Vertebrata	protein_coding
ENSBTAG00000039599	ENSBTAG00000001063	HOXB4	HOXA4	1.86819385809262e-19	2.94838670480612e-17	4	Vertebrata	protein_coding
ENSBTAG00000019506	ENSBTAG00000039372	ODF3L1	ODF3L2	0.00609422649848672	2.13913675238986e-05	4	Vertebrata	protein_coding
ENSBTAG00000043994	ENSBTAG00000007981	GRK6	GRK5	2.2894939451032e-08	3.9912936490218e-26	4	Vertebrata	protein_coding
ENSBTAG00000013103	ENSBTAG00000021466	COL1A1	COL3A1	0.0149043225731147	4.74099698559437e-20	3	Vertebrata	protein_coding
ENSBTAG00000015056	ENSBTAG00000000071	RBP2	PMP2	0.00533234643105622	0.0012976723696859	2	Vertebrata	protein_coding
ENSBTAG00000016283	ENSBTAG00000032680	TMEM63C	TMEM63B	1.3828489504644e-14	5.0380292381134e-30	2	Vertebrata	protein_coding
ENSBTAG00000007173	ENSBTAG00000002804	ENSBTAG00000007173	PDGFRB	2.68899230676499e-10	4.97974014685496e-31	2	Vertebrata	protein_coding
ENSBTAG00000017808	ENSBTAG00000008341	ARSJ	ARSB	0.00794038995571973	0.0131306379916319	3	Vertebrata	protein_coding
ENSBTAG00000045608	ENSBTAG00000017996	EGLN1	ENSBTAG00000017996	2.41948647294307e-09	3.51779108669351e-12	4	Vertebrata	protein_coding
ENSBTAG00000007906	ENSBTAG00000010791	ZACN	HTR3A	1.70174861148804e-05	0.00137635406271324	2	Vertebrata	protein_coding
ENSBTAG00000016166	ENSBTAG00000013534	ENSBTAG00000016166	GFAP	5.36349989391531e-06	4.34960143832057e-21	2	Vertebrata	protein_coding
ENSBTAG00000014838	ENSBTAG00000016882	VPS26B	VPS26A	1.13030461141693e-06	0.05179744145226	4	Vertebrata	protein_coding
ENSBTAG00000018464	ENSBTAG00000046672	ZDHHC14	ZDHHC18	6.99997414144611e-11	1.94465410290967e-29	5	Vertebrata	protein_coding
ENSBTAG00000002414	ENSBTAG00000037616	KCNJ10	KCNJ6	0.00110582438092515	0.00258150266423894	2	Vertebrata	protein_coding
ENSBTAG00000003432	ENSBTAG00000012265	ZAN	VWF	0.0499283322891335	1.0910709821748e-07	1	Vertebrata	protein_coding
ENSBTAG00000015676	ENSBTAG00000000731	AMBP	WFIKKN2	0.0450857466484325	4.71670706488408e-07	1	Vertebrata	protein_coding
ENSBTAG00000013510	ENSBTAG00000014006	TOR2A	TOR3A	0.00104243574232954	6.23903191716535e-38	3	Vertebrata	protein_coding
ENSBTAG00000003799	ENSBTAG00000014261	TARS2	TARS	0.000480702660009707	4.90276845982281e-05	3	Vertebrata	protein_coding
ENSBTAG00000004574	ENSBTAG00000002701	UGT8	ENSBTAG00000002701	0.00115174822451486	0.0122691926450644	2	Vertebrata	protein_coding
ENSBTAG00000010517	ENSBTAG00000021024	EVPL	MACF1	0.0272184068724201	0.000479625422031615	2	Vertebrata	protein_coding
ENSBTAG00000015373	ENSBTAG00000020073	AADACL3	NCEH1	0.00413414461531726	1.58138415530429e-26	2	Vertebrata	protein_coding
ENSBTAG00000005091	ENSBTAG00000021905	DGKG	DGKB	5.72635912764052e-08	1.07522236569026e-12	3	Vertebrata	protein_coding
ENSBTAG00000012695	ENSBTAG00000011851	LCK	FYN	0.000338471457046917	4.57605339909713e-30	2	Vertebrata	protein_coding
ENSBTAG00000006599	ENSBTAG00000002912	INHBE	INHBA	0.0286565892084809	4.71021079106626e-12	2	Vertebrata	protein_coding
ENSBTAG00000020685	ENSBTAG00000005098	HMGB2	ENSBTAG00000005098	0.0023657019540809	1.39014436860466e-09	3	Vertebrata	protein_coding
ENSBTAG00000009127	ENSBTAG00000033061	TSPYL4	ENSBTAG00000033061	0.02772093270369	0.0367929627762649	2	Vertebrata	protein_coding
ENSBTAG00000011662	ENSBTAG00000005748	SOX18	SOX17	0.000261394091569556	1.97876131516749e-31	3	Vertebrata	protein_coding
ENSBTAG00000010462	ENSBTAG00000004355	ROBO2	ROBO3	0.000135411826110691	4.48335863420272e-25	2	Vertebrata	protein_coding
ENSBTAG00000038030	ENSBTAG00000025908	ENSBTAG00000038030	ENSBTAG00000025908	0.0379331072032126	0.0530145443081807	2	Vertebrata	protein_coding
ENSBTAG00000013619	ENSBTAG00000003786	SCTR	GCGR	0.0101388036820737	2.15335801104351e-05	2	Vertebrata	protein_coding
ENSBTAG00000014306	ENSBTAG00000000676	DOPEY2	DOPEY1	1.0333009954462e-05	1.12746507604152e-12	4	Vertebrata	protein_coding
ENSBTAG00000031044	ENSBTAG00000010653	FAM73A	FAM73B	4.46550622717788e-10	1.85336360898223e-33	3	Vertebrata	protein_coding
ENSBTAG00000008056	ENSBTAG00000000531	GAD2	ENSBTAG00000000531	1.56063958463295e-07	5.09591999158375e-08	4	Vertebrata	protein_coding
ENSBTAG00000026307	ENSBTAG00000003606	ZNF629	ZNF696	0.0215289412090007	0.184708625885914	1	Vertebrata	protein_coding
ENSBTAG00000000601	ENSBTAG00000047998	COL11A2	COL5A1	3.06898643308784e-06	2.16863889671663e-10	3	Vertebrata	protein_coding
ENSBTAG00000021717	ENSBTAG00000018424	BDKRB2	ACKR3	0.0197416204808676	3.2288959815353e-05	2	Vertebrata	protein_coding
ENSBTAG00000044070	ENSBTAG00000031461	SNX30	SNX7	0.00073521876847505	6.7169435771362e-12	2	Vertebrata	protein_coding
ENSBTAG00000016254	ENSBTAG00000026819	HDAC5	HDAC7	2.11194560855696e-06	1.36805915524569e-17	4	Vertebrata	protein_coding
ENSBTAG00000003454	ENSBTAG00000037494	RGS20	RGS21	0.00180084438703546	1.0352421544286e-05	3	Vertebrata	protein_coding
ENSBTAG00000010582	ENSBTAG00000011074	BRD3	BRD2	0.000217022814137694	2.64807303219897e-09	2	Vertebrata	protein_coding
ENSBTAG00000014938	ENSBTAG00000046971	PTPN20	ENSBTAG00000046971	0.014718494227832	8.96273238930141e-13	1	Vertebrata	protein_coding
ENSBTAG00000021097	ENSBTAG00000020865	PELI3	PELI1	6.77818248800511e-10	1.49401797628769e-18	4	Vertebrata	protein_coding
ENSBTAG00000001250	ENSBTAG00000002065	TFAP2A	TFAP2C	5.63577985448117e-06	1.03240678405336e-23	3	Vertebrata	protein_coding
ENSBTAG00000010068	ENSBTAG00000004824	REEP2	REEP1	0.000107100423073359	3.74976527787522e-24	3	Vertebrata	protein_coding
ENSBTAG00000046156	ENSBTAG00000017656	ST3GAL2	ST3GAL3	0.0265824563493305	0.0382126655405143	2	Vertebrata	protein_coding
ENSBTAG00000024507	ENSBTAG00000037616	KCNJ9	KCNJ6	0.00150597215531413	9.88019149313315e-05	3	Vertebrata	protein_coding
ENSBTAG00000008766	ENSBTAG00000004629	SLC9A1	SLC9A3	0.000571135109040741	1.11820181567458e-12	3	Vertebrata	protein_coding
ENSBTAG00000010065	ENSBTAG00000002232	TRPC5	TRPC1	0.0288958027138984	2.42363625362044e-17	2	Vertebrata	protein_coding
ENSBTAG00000007901	ENSBTAG00000003675	ADGRE1	ADGRL1	0.0306385481067002	1.84495130336649e-06	2	Vertebrata	protein_coding
ENSBTAG00000044192	ENSBTAG00000026344	MAF	MAFA	3.2204437436264e-11	3.24589530269247e-12	5	Vertebrata	protein_coding
ENSBTAG00000046169	ENSBTAG00000015008	CPA1	CPA3	4.25718509679902e-05	0.00271531176115737	2	Vertebrata	protein_coding
ENSBTAG00000020766	ENSBTAG00000018010	ABCA7	ABCA4	4.42970618212108e-06	9.75256394842543e-14	4	Vertebrata	protein_coding
ENSBTAG00000016171	ENSBTAG00000016079	COX4I2	COX4I1	3.8000560106607e-13	1.55698128721024e-12	4	Vertebrata	protein_coding
ENSBTAG00000017864	ENSBTAG00000021949	PRPH	NEFL	0.0078364252165109	3.47875649716637e-06	2	Vertebrata	protein_coding
ENSBTAG00000011525	ENSBTAG00000003700	SLC5A8	SLC5A10	0.000296523106676655	6.87483513531659e-10	2	Vertebrata	protein_coding
ENSBTAG00000014225	ENSBTAG00000012851	SLC5A9	SLC5A1	1.46669208419994e-07	9.58272334421588e-06	4	Vertebrata	protein_coding
ENSBTAG00000003948	ENSBTAG00000011403	ENSBTAG00000003948	RUSC2	0.0213078292652625	5.57508732554141e-07	4	Vertebrata	protein_coding
ENSBTAG00000015412	ENSBTAG00000016208	TGM7	TGM2	0.0179261819474656	1.02226089884111e-16	1	Vertebrata	protein_coding
ENSBTAG00000008190	ENSBTAG00000039855	SUMF2	SUMF1	5.52039889924274e-05	0.0825121396316792	2	Vertebrata	protein_coding
ENSBTAG00000009438	ENSBTAG00000000815	EPHA5	EPHA2	1.04930433125913e-07	0.0550332959672628	2	Vertebrata	protein_coding
ENSBTAG00000010935	ENSBTAG00000015764	EML4	EML2	0.00214600543049532	8.31936486029613e-15	2	Vertebrata	protein_coding
ENSBTAG00000021999	ENSBTAG00000016048	CPT1A	CPT1B	2.92703182648983e-05	2.83169108669719e-18	4	Vertebrata	protein_coding
ENSBTAG00000017291	ENSBTAG00000004204	GPR108	GPR107	2.60000110893103e-05	7.51023678311789e-16	4	Vertebrata	protein_coding
ENSBTAG00000010719	ENSBTAG00000021811	ANGPTL1	ANGPT4	0.00372516145955443	1.59074025645419e-05	1	Vertebrata	protein_coding
ENSBTAG00000015315	ENSBTAG00000015101	ENSBTAG00000015315	ENSBTAG00000015101	0.000232636642808369	1.3433459787241e-11	4	Vertebrata	protein_coding
ENSBTAG00000003121	ENSBTAG00000017785	FRMPD3	FRMPD4	1.83892218073961e-11	3.69161097879829e-32	4	Vertebrata	protein_coding
ENSBTAG00000038918	ENSBTAG00000003818	ENSBTAG00000038918	PGC	4.10898779576291e-05	0.000371589466368945	2	Vertebrata	protein_coding
ENSBTAG00000032106	ENSBTAG00000027635	PPAPDC1A	PLPP5	2.5179700800859e-06	9.23204675011272e-24	3	Vertebrata	protein_coding
ENSBTAG00000017280	ENSBTAG00000037533	C3	C4A	0.00176621353153747	9.58053481099426e-06	3	Vertebrata	protein_coding
ENSBTAG00000019255	ENSBTAG00000013653	NFE2L2	NFE2L1	5.36075924970995e-16	2.38641250507596e-34	3	Vertebrata	protein_coding
ENSBTAG00000046648	ENSBTAG00000000456	CPA4	pCPB	1.81221890297865e-05	0.00396995488408001	2	Vertebrata	protein_coding
ENSBTAG00000005765	ENSBTAG00000019069	SYNGR1	SYNGR2	7.61865391884081e-06	7.1398533901117e-16	3	Vertebrata	protein_coding
ENSBTAG00000018373	ENSBTAG00000018576	DPYSL2	DPYSL5	0.000828272014203478	0.00710296473249849	2	Vertebrata	protein_coding
ENSBTAG00000022205	ENSBTAG00000046353	ENSBTAG00000022205	ENSBTAG00000046353	1.66557050462969e-08	5.60660468350113e-05	2	Vertebrata	protein_coding
ENSBTAG00000015982	ENSBTAG00000002697	KCTD13	KCTD10	0.028741579277125	1.79898108306778e-06	1	Vertebrata	protein_coding
ENSBTAG00000013548	ENSBTAG00000012296	GABRE	GABRG1	3.62954097547981e-06	4.71549925476293e-07	3	Vertebrata	protein_coding
ENSBTAG00000021692	ENSBTAG00000014199	TBR1	TBX21	0.000676508355029885	2.12724049212254e-20	3	Vertebrata	protein_coding
ENSBTAG00000020444	ENSBTAG00000006080	MAST2	MAST1	8.7735835242657e-12	7.27353717474208e-23	3	Vertebrata	protein_coding
ENSBTAG00000004406	ENSBTAG00000009800	MSI2	MSI1	2.30862457555731e-16	9.58029272771183e-29	4	Vertebrata	protein_coding
ENSBTAG00000046127	ENSBTAG00000003818	PAG5	PGC	4.37592779580175e-05	0.000375935623764328	2	Vertebrata	protein_coding
ENSBTAG00000008981	ENSBTAG00000019946	USP49	USP44	1.45779623761697e-05	1.66529585202784e-33	2	Vertebrata	protein_coding
ENSBTAG00000004426	ENSBTAG00000002286	DNAJB14	DNAJC18	3.67872316226066e-05	1.63412203899194e-21	3	Vertebrata	protein_coding
ENSBTAG00000013162	ENSBTAG00000039035	HSPA8	HSPA6	0.00103031158263243	0.015802667525533	3	Vertebrata	protein_coding
ENSBTAG00000011011	ENSBTAG00000018825	SSH2	SSH1	8.09522827910004e-06	2.58419514172608e-36	2	Vertebrata	protein_coding
ENSBTAG00000008860	ENSBTAG00000012297	FAM65A	FAM65C	2.58933981732954e-05	2.57402088382525e-24	1	Vertebrata	protein_coding
ENSBTAG00000011854	ENSBTAG00000011105	SLC38A5	SLC38A2	0.0203052849003598	5.74302598947225e-15	2	Vertebrata	protein_coding
ENSBTAG00000003721	ENSBTAG00000011014	CHST1	CHST3	8.19527026955663e-05	0.0353979780108781	3	Vertebrata	protein_coding
ENSBTAG00000013290	ENSBTAG00000016918	DYSF	MYOF	0.000319851055254261	2.68210822456608e-16	4	Vertebrata	protein_coding
ENSBTAG00000040001	ENSBTAG00000032132	MARVELD2	ELL3	5.03512008564375e-06	8.2166133104119e-13	4	Vertebrata	protein_coding
ENSBTAG00000020035	ENSBTAG00000009302	RCAN1	RCAN2	0.0121075694308006	0.00013760900442449	3	Vertebrata	protein_coding
ENSBTAG00000020090	ENSBTAG00000005805	EPHX3	EPHX4	0.000799668455712998	7.43795736553823e-21	3	Vertebrata	protein_coding
ENSBTAG00000033248	ENSBTAG00000021190	CDH3	CDH2	1.72188036953638e-05	9.13844078505169e-20	1	Vertebrata	protein_coding
ENSBTAG00000019794	ENSBTAG00000015470	SYPL1	SYPL2	2.43609879227374e-06	3.21521546667049e-29	2	Vertebrata	protein_coding
ENSBTAG00000023832	ENSBTAG00000046293	ADAM8	ENSBTAG00000046293	0.0358155610443835	0.233982243080179	4	Vertebrata	protein_coding
ENSBTAG00000015024	ENSBTAG00000020481	GXYLT1	GXYLT2	0.00160928073889171	1.35401439029254e-40	3	Vertebrata	protein_coding
ENSBTAG00000032017	ENSBTAG00000002912	INHBB	INHBA	0.0020457040049578	2.74863362198998e-22	2	Vertebrata	protein_coding
ENSBTAG00000003835	ENSBTAG00000005111	BMP4	BMP2	4.98502623352391e-15	1.57144081314973e-30	3	Vertebrata	protein_coding
ENSBTAG00000031548	ENSBTAG00000010798	ENSBTAG00000031548	SLC23A1	0.0001164744517559	0.137048805071315	3	Vertebrata	protein_coding
ENSBTAG00000033803	ENSBTAG00000039718	FABP7	FABP9	3.067593818612e-05	7.99951981836034e-17	4	Vertebrata	protein_coding
ENSBTAG00000009654	ENSBTAG00000002738	LPAR1	S1PR2	0.0236595699370443	2.11820559359311e-07	1	Vertebrata	protein_coding
ENSBTAG00000045858	ENSBTAG00000021752	ENSBTAG00000045858	DNAJB4	7.94989423043443e-05	1.48767633104084e-11	4	Vertebrata	protein_coding
ENSBTAG00000002108	ENSBTAG00000016846	YWHAQ	YWHAB	7.25702906967358e-09	3.17661699293642e-15	5	Vertebrata	protein_coding
ENSBTAG00000003587	ENSBTAG00000007214	ELL	ELL2	0.000128419509248412	8.77405595330397e-25	4	Vertebrata	protein_coding
ENSBTAG00000021272	ENSBTAG00000011800	ABCG1	ABCG4	1.56226877811191e-08	1.88139747066052e-24	5	Vertebrata	protein_coding
ENSBTAG00000014719	ENSBTAG00000047868	TMOD1	TMOD3	0.000225613082031139	1.19340593652724e-14	2	Vertebrata	protein_coding
ENSBTAG00000005284	ENSBTAG00000011423	SERPINE3	SERPINI2	0.000520610820060746	5.79780491901988e-09	4	Vertebrata	protein_coding
ENSBTAG00000030507	ENSBTAG00000011184	ENSBTAG00000030507	FTH1	0.00635876257916415	0.0914842166765856	3	Vertebrata	protein_coding
ENSBTAG00000020914	ENSBTAG00000011551	CPNE8	CPNE9	3.33261464291836e-06	3.72663672686034e-30	2	Vertebrata	protein_coding
ENSBTAG00000021574	ENSBTAG00000006844	TCF7L2	LEF1	2.07978081150734e-08	5.71769579032396e-19	4	Vertebrata	protein_coding
ENSBTAG00000011766	ENSBTAG00000003774	C7	C8A	8.67325129728801e-07	1.5580938635776e-22	2	Vertebrata	protein_coding
ENSBTAG00000001010	ENSBTAG00000018460	ADAMTS18	ADAMTS16	0.00109765992817871	1.13731791810282e-14	1	Vertebrata	protein_coding
ENSBTAG00000011429	ENSBTAG00000010215	CREB3	CREB3L3	1.0800722050932e-10	3.8629916755038e-26	3	Vertebrata	protein_coding
ENSBTAG00000038381	ENSBTAG00000010062	SLC26A6	SLC26A4	2.42752536673609e-05	3.30112519587676e-26	4	Vertebrata	protein_coding
ENSBTAG00000007164	ENSBTAG00000015457	FGFR3	FGFR1	7.14968146869553e-08	1.61325481374135e-15	3	Vertebrata	protein_coding
ENSBTAG00000016114	ENSBTAG00000020049	CABP5	CABP1	0.000198437681252788	8.62926642440958e-05	2	Vertebrata	protein_coding
ENSBTAG00000033061	ENSBTAG00000011572	ENSBTAG00000033061	TSPYL5	0.028641932737188	0.0335153073565135	2	Vertebrata	protein_coding
ENSBTAG00000015860	ENSBTAG00000005453	FGD1	FGD4	0.000165129182170391	6.74334381459856e-09	2	Vertebrata	protein_coding
ENSBTAG00000007596	ENSBTAG00000014176	GEM	REM1	5.78030026100139e-12	9.24138826276158e-30	3	Vertebrata	protein_coding
ENSBTAG00000004305	ENSBTAG00000004499	RGS16	RGS3	2.2455218226319e-07	5.07979746314935e-28	4	Vertebrata	protein_coding
ENSBTAG00000011684	ENSBTAG00000006162	RAB11FIP1	RAB11FIP5	3.43811326540584e-05	9.2353760315059e-10	2	Vertebrata	protein_coding
ENSBTAG00000022205	ENSBTAG00000048212	ENSBTAG00000022205	ENSBTAG00000048212	1.66557050462969e-08	5.60530548102935e-05	2	Vertebrata	protein_coding
ENSBTAG00000000782	ENSBTAG00000018572	KDR	FLT3	3.82981954963021e-08	8.58458266336692e-24	2	Vertebrata	protein_coding
ENSBTAG00000003472	ENSBTAG00000020661	ABCA12	ABCA1	0.0157271528900898	6.35240536453739e-06	2	Vertebrata	protein_coding
ENSBTAG00000011381	ENSBTAG00000006355	SLC30A3	SLC30A2	5.89210883529602e-06	1.06908483986127e-05	5	Vertebrata	protein_coding
ENSBTAG00000019926	ENSBTAG00000015924	SCGN	CALB1	4.60657793520855e-05	0.108939307564509	1	Vertebrata	protein_coding
ENSBTAG00000027020	ENSBTAG00000013103	COL5A2	COL1A1	0.000199729941964931	4.90696640749348e-23	3	Vertebrata	protein_coding
ENSBTAG00000012518	ENSBTAG00000001911	PCDH1	ENSBTAG00000001911	5.68538692521254e-08	6.26864797284432e-21	3	Vertebrata	protein_coding
ENSBTAG00000002715	ENSBTAG00000015743	GMPR2	GMPR	0.00395017273357358	1.31066678068923e-05	3	Vertebrata	protein_coding
ENSBTAG00000030543	ENSBTAG00000018432	SLC6A16	SLC6A15	9.70109554490297e-05	6.2123037687381e-05	4	Vertebrata	protein_coding
ENSBTAG00000014862	ENSBTAG00000015315	ENSBTAG00000014862	ENSBTAG00000015315	0.00099225960239275	4.02347971106867e-12	3	Vertebrata	protein_coding
ENSBTAG00000014898	ENSBTAG00000012380	HK3	HK1	4.44065053327807e-12	4.15894720385764e-17	4	Vertebrata	protein_coding
ENSBTAG00000020355	ENSBTAG00000006083	KLF4	KLF1	0.0316052512800541	1.21781381248717e-13	2	Vertebrata	protein_coding
ENSBTAG00000009217	ENSBTAG00000015347	WNT10A	WNT10B	0.00227869977633877	2.59816333343336e-20	1	Vertebrata	protein_coding
ENSBTAG00000021467	ENSBTAG00000003994	IGFBP6	IgFBp3	0.00640776269119213	2.9439268224104e-12	2	Vertebrata	protein_coding
ENSBTAG00000011899	ENSBTAG00000010428	USP4	USP15	3.1921768126906e-07	6.6326095406959e-29	4	Vertebrata	protein_coding
ENSBTAG00000020780	ENSBTAG00000020505	SBNO2	SBNO1	5.94450866981071e-07	2.74293177170293e-07	5	Vertebrata	protein_coding
ENSBTAG00000037383	ENSBTAG00000005633	ENSBTAG00000037383	ARHGEF28	0.00326938164917009	7.09653089348294e-22	2	Vertebrata	protein_coding
ENSBTAG00000000082	ENSBTAG00000006902	KCNJ14	KCNJ5	0.0103558592281335	0.000753056792485245	2	Vertebrata	protein_coding
ENSBTAG00000004640	ENSBTAG00000000484	ENSBTAG00000004640	HYAL2	3.89326892135238e-09	1.80766919137567e-32	2	Vertebrata	protein_coding
ENSBTAG00000016525	ENSBTAG00000047238	ITGA1	ITGAM	0.00589248353851142	9.17608091708421e-05	1	Vertebrata	protein_coding
ENSBTAG00000001193	ENSBTAG00000014498	UNC93B1	UNC93A	0.0332745180788154	0.0288237875025351	2	Vertebrata	protein_coding
ENSBTAG00000033055	ENSBTAG00000047385	ENSBTAG00000033055	ENSBTAG00000047385	0.0370841393636797	0.0501626119917919	2	Vertebrata	protein_coding
ENSBTAG00000019915	ENSBTAG00000016913	GSN	AVIL	0.00131622996907798	0.0819378447292976	3	Vertebrata	protein_coding
ENSBTAG00000000521	ENSBTAG00000001098	PLEKHA8	PLEKHA3	1.28161350168179e-08	2.60722892407367e-37	3	Vertebrata	protein_coding
ENSBTAG00000013982	ENSBTAG00000007071	UACA	RAI14	0.000118538044198894	1.61606035976571e-17	2	Vertebrata	protein_coding
ENSBTAG00000018019	ENSBTAG00000013702	BCL11B	ZNF296	1.53934200831873e-05	9.3783005280196e-15	2	Vertebrata	protein_coding
ENSBTAG00000024075	ENSBTAG00000004629	SLC9A4	SLC9A3	0.00404384777366696	0.000105184630087588	3	Vertebrata	protein_coding
ENSBTAG00000004040	ENSBTAG00000048212	UGT2A3	ENSBTAG00000048212	1.22730861743347e-08	4.85947868114366e-05	2	Vertebrata	protein_coding
ENSBTAG00000020667	ENSBTAG00000003030	KCNQ3	KCNQ2	6.63514178019136e-08	1.01561858839855e-30	4	Vertebrata	protein_coding
ENSBTAG00000019794	ENSBTAG00000016096	SYPL1	SYP	8.9733564572555e-06	6.97581491475936e-21	2	Vertebrata	protein_coding
ENSBTAG00000002187	ENSBTAG00000000019	SERINC3	SERINC1	1.88731746141319e-05	7.49461318155503e-12	5	Vertebrata	protein_coding
ENSBTAG00000008714	ENSBTAG00000008129	CLSTN2	CLSTN3	3.37677045188226e-08	2.02828624295472e-11	4	Vertebrata	protein_coding
ENSBTAG00000015151	ENSBTAG00000046684	FOXN2	FOXN3	4.45975809131174e-08	1.19026982866945e-45	5	Vertebrata	protein_coding
ENSBTAG00000024470	ENSBTAG00000003910	SH2D2A	SH2D4B	0.00519154875246382	0.00118045805514578	2	Vertebrata	protein_coding
ENSBTAG00000019289	ENSBTAG00000007103	ITGA2	ITGAL	0.0105664439037396	0.00431374283978353	1	Vertebrata	protein_coding
ENSBTAG00000019218	ENSBTAG00000007272	ATP6V0A1	ATP6V0A2	8.05527761360256e-06	0.00272142351378418	2	Vertebrata	protein_coding
ENSBTAG00000031088	ENSBTAG00000014187	ENSBTAG00000031088	PPM1N	2.5641442291965e-13	4.27180186823042e-20	3	Vertebrata	protein_coding
ENSBTAG00000017136	ENSBTAG00000006582	SSTR2	SSTR1	0.0199979321886181	0.0138356195389398	2	Vertebrata	protein_coding
ENSBTAG00000014862	ENSBTAG00000031711	ENSBTAG00000014862	ENSBTAG00000031711	0.00150394789948719	5.57951115535296e-12	3	Vertebrata	protein_coding
ENSBTAG00000019838	ENSBTAG00000022583	SHC1	SHC4	0.00280149793116807	1.74706463629362e-19	3	Vertebrata	protein_coding
ENSBTAG00000013308	ENSBTAG00000025848	RBMXL1	RBM3	0.0188211792952059	0.00760406026274052	2	Vertebrata	protein_coding
ENSBTAG00000011912	ENSBTAG00000003752	SLC25A25	SLC25A24	2.57170078793285e-12	7.24993671635822e-23	5	Vertebrata	protein_coding
ENSBTAG00000006177	ENSBTAG00000008047	ZDHHC20	ZDHHC15	2.89283965074592e-11	1.3872139178485e-20	5	Vertebrata	protein_coding
ENSBTAG00000003278	ENSBTAG00000016033	HOXC10	HOXD9	0.0173730037081809	1.62935435597543e-31	1	Vertebrata	protein_coding
ENSBTAG00000024075	ENSBTAG00000008766	SLC9A4	SLC9A1	0.000559739097018337	8.54580183149468e-06	3	Vertebrata	protein_coding
ENSBTAG00000021601	ENSBTAG00000005917	PARD6B	PARD6G	2.0292541689686e-07	1.12806827491992e-33	4	Vertebrata	protein_coding
ENSBTAG00000005337	ENSBTAG00000007306	RAB3B	RAB3C	8.6482248664796e-05	4.1587301082372e-18	3	Vertebrata	protein_coding
ENSBTAG00000026307	ENSBTAG00000047718	ZNF629	ZNF70	0.0153023061682898	0.00014315310501112	2	Vertebrata	protein_coding
ENSBTAG00000002738	ENSBTAG00000010769	S1PR2	GPR12	0.00868897296440444	0.00649693655256062	1	Vertebrata	protein_coding
ENSBTAG00000019226	ENSBTAG00000003818	ENSBTAG00000019226	PGC	4.0053440328175e-05	0.00036188235173894	2	Vertebrata	protein_coding
ENSBTAG00000021897	ENSBTAG00000015249	B4GALT3	B4GALT1	0.000646577025475154	0.0022924719752446	3	Vertebrata	protein_coding
ENSBTAG00000017252	ENSBTAG00000009837	USH1G	ANKS4B	0.00778844470387142	7.23644873530913e-41	2	Vertebrata	protein_coding
ENSBTAG00000009576	ENSBTAG00000019290	PACSIN3	PACSIN2	0.00421347761578109	8.83394661992199e-23	5	Vertebrata	protein_coding
ENSBTAG00000005990	ENSBTAG00000010769	S1PR1	GPR12	0.0178175122957853	0.0015427137984778	2	Vertebrata	protein_coding
ENSBTAG00000037935	ENSBTAG00000021062	SMARCD1	SMARCD2	2.67291754252248e-09	1.70189659083121e-19	5	Vertebrata	protein_coding
ENSBTAG00000000751	ENSBTAG00000016499	RRH	OPN5	0.0151723324804104	3.29389299219966e-05	1	Vertebrata	protein_coding
ENSBTAG00000007476	ENSBTAG00000015376	BTRC	FBXW11	7.16856822356766e-06	5.39571563481168e-21	4	Vertebrata	protein_coding
ENSBTAG00000037383	ENSBTAG00000000113	ENSBTAG00000037383	ARHGEF2	0.00154261727601715	2.93101843618549e-12	2	Vertebrata	protein_coding
ENSBTAG00000009496	ENSBTAG00000046699	STAT5A	STAT4	0.0265506771590542	1.18671774455172e-14	2	Vertebrata	protein_coding
ENSBTAG00000010798	ENSBTAG00000032366	SLC23A1	SLC23A2	9.42049817366801e-08	3.96973914039144e-07	3	Vertebrata	protein_coding
ENSBTAG00000010742	ENSBTAG00000020031	PKD2L1	PKD2	7.9702251689946e-11	3.70340552226513e-23	3	Vertebrata	protein_coding
