	expressedTissues	Ensembl Gene ID	affectedTissues	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	type	propOfExpressedAffectedByeQTL
7501	23	ENSBTAG00000012509	2.0	18	49368217	49388224	-1	ohno	0.08695652173913043
7502	23	ENSBTAG00000012251	1.0	28	9420371	9547987	1	SSD	0.043478260869565216
7503	23	ENSBTAG00000021663	0.0	9	62573175	62585417	-1	singleton	0.0
7504	23	ENSBTAG00000019434	0.0	26	31436457	31463087	1	singleton	0.0
7505	23	ENSBTAG00000004965	1.0	28	1410148	1464793	-1	singleton	0.043478260869565216
7506	23	ENSBTAG00000005240	7.0	17	43972110	43977394	-1	SSD	0.30434782608695654
7507	23	ENSBTAG00000019771	3.0	7	43299601	43324388	1	SSD	0.13043478260869565
7508	23	ENSBTAG00000021675	2.0	7	108442760	108492509	-1	SSD	0.08695652173913043
7509	23	ENSBTAG00000007581	1.0	19	33482107	33502631	-1	ohno	0.043478260869565216
7510	23	ENSBTAG00000010909	3.0	16	71867070	71871370	1	SSD	0.13043478260869565
7511	23	ENSBTAG00000010422	0.0	5	44979892	45005325	-1	SSD	0.0
7512	23	ENSBTAG00000013464	2.0	1	46077322	46098614	1	SSD	0.08695652173913043
7513	23	ENSBTAG00000001022	2.0	25	2016991	2025775	1	singleton	0.08695652173913043
7514	23	ENSBTAG00000047357	3.0	11	106236333	106237133	-1	SSD	0.13043478260869565
7515	23	ENSBTAG00000005726	1.0	4	69735135	69744610	1	ohno	0.043478260869565216
7516	23	ENSBTAG00000030593	5.0	1	153335376	153514351	-1	SSD	0.21739130434782608
7517	23	ENSBTAG00000010416	0.0	21	57231578	57367471	1	ohno	0.0
7518	23	ENSBTAG00000030930	6.0	22	59150394	59165062	1	singleton	0.2608695652173913
7519	23	ENSBTAG00000004804	2.0	25	13686276	13714338	1	singleton	0.08695652173913043
7520	23	ENSBTAG00000000253	0.0	3	102414018	102498351	-1	ohno	0.0
7521	23	ENSBTAG00000022460	0.0	29	36994012	36994509	1	SSD	0.0
7522	23	ENSBTAG00000013658	3.0	5	107784433	108049841	1	ohno	0.13043478260869565
7523	23	ENSBTAG00000020237	2.0	5	101591716	101603472	1	ohno	0.08695652173913043
7524	23	ENSBTAG00000050243	8.0	18	53850902	53859523	1	singleton	0.34782608695652173
7525	23	ENSBTAG00000015098	2.0	11	96085018	96114101	1	SSD	0.08695652173913043
7526	23	ENSBTAG00000008772	1.0	8	93707084	93754793	1	SSD	0.043478260869565216
7527	23	ENSBTAG00000014302	1.0	1	44650783	44687949	-1	SSD	0.043478260869565216
7528	23	ENSBTAG00000024269	4.0	3	51501752	51709606	1	ohno	0.17391304347826086
7529	23	ENSBTAG00000025550	0.0	7	18545676	18548664	1	singleton	0.0
7530	23	ENSBTAG00000003303	0.0	19	56419751	56426828	-1	SSD	0.0
7531	23	ENSBTAG00000005318	2.0	12	33169752	33179038	1	SSD	0.08695652173913043
7532	23	ENSBTAG00000016890	1.0	23	8896219	9063638	1	ohno	0.043478260869565216
7533	23	ENSBTAG00000018063	4.0	13	77982558	77993066	-1	ohno	0.17391304347826086
7534	23	ENSBTAG00000004038	0.0	25	7551536	7641455	1	SSD	0.0
7535	23	ENSBTAG00000047206	0.0	23	31796098	31796757	-1	SSD	0.0
7536	23	ENSBTAG00000009441	0.0	25	22201433	22235455	1	SSD	0.0
7537	23	ENSBTAG00000018334	0.0	13	61683029	61694301	-1	SSD	0.0
7538	23	ENSBTAG00000027716	1.0	15	41768051	41768347	-1	SSD	0.043478260869565216
7539	23	ENSBTAG00000052085	2.0	2	25293929	25294171	-1	SSD	0.08695652173913043
7540	23	ENSBTAG00000024431	1.0	4	9789227	9870626	-1	SSD	0.043478260869565216
7541	23	ENSBTAG00000015230	2.0	6	15675549	15690031	1	ohno	0.08695652173913043
7542	23	ENSBTAG00000022632	2.0	22	50697897	50700780	-1	singleton	0.08695652173913043
7543	23	ENSBTAG00000031875	6.0	29	44093697	44095654	1	ohno	0.2608695652173913
7544	23	ENSBTAG00000006644	4.0	15	54223258	54247190	1	singleton	0.17391304347826086
7545	23	ENSBTAG00000017584	0.0	13	69791010	69824050	1	ohno	0.0
7546	23	ENSBTAG00000000357	0.0	27	24422980	24471208	-1	ohno	0.0
7547	23	ENSBTAG00000013032	4.0	10	38393529	38403862	1	singleton	0.17391304347826086
7548	23	ENSBTAG00000002756	2.0	8	72822379	72865583	1	SSD	0.08695652173913043
7549	23	ENSBTAG00000053484	0.0	24	685983	711794	-1	singleton	0.0
7550	23	ENSBTAG00000019194	6.0	28	41650333	41763371	1	singleton	0.2608695652173913
7551	23	ENSBTAG00000005940	4.0	17	55750475	55759908	-1	ohno	0.17391304347826086
7552	23	ENSBTAG00000049044	0.0	1	136696251	136696592	1	SSD	0.0
7553	23	ENSBTAG00000008378	1.0	10	15105565	15119491	1	SSD	0.043478260869565216
7554	23	ENSBTAG00000000202	3.0	19	56205866	56217750	1	SSD	0.13043478260869565
7555	23	ENSBTAG00000023795	2.0	18	1411461	1487893	1	singleton	0.08695652173913043
7556	23	ENSBTAG00000001497	3.0	1	130707102	130773432	-1	SSD	0.13043478260869565
7557	23	ENSBTAG00000038333	0.0	10	21924846	21936748	1	ohno	0.0
7558	23	ENSBTAG00000008465	2.0	15	74175866	74199580	1	SSD	0.08695652173913043
7559	23	ENSBTAG00000017461	6.0	19	50634317	50642204	-1	ohno	0.2608695652173913
7560	23	ENSBTAG00000011575	1.0	19	50821475	50826744	1	ohno	0.043478260869565216
7561	23	ENSBTAG00000000287	0.0	6	63317766	63348187	-1	ohno	0.0
7562	23	ENSBTAG00000021273	1.0	21	21590158	21616772	1	SSD	0.043478260869565216
7563	23	ENSBTAG00000049547	2.0	20	71262838	71281273	1	SSD	0.08695652173913043
7564	23	ENSBTAG00000051367	13.0	18	59354795	59356054	-1	SSD	0.5652173913043478
7565	23	ENSBTAG00000047314	17.0	3	106328186	106344433	-1	SSD	0.7391304347826086
7566	23	ENSBTAG00000007540	2.0	28	41609015	41649016	-1	singleton	0.08695652173913043
7567	23	ENSBTAG00000054596	0.0	3	36429462	36429788	1	SSD	0.0
7568	23	ENSBTAG00000021250	1.0	24	41621467	41638744	1	singleton	0.043478260869565216
7569	23	ENSBTAG00000002090	5.0	25	36959456	36971725	-1	SSD	0.21739130434782608
7570	23	ENSBTAG00000049482	0.0	25	619682	622358	1	SSD	0.0
7571	23	ENSBTAG00000004844	3.0	18	25251821	25257892	1	SSD	0.13043478260869565
7572	23	ENSBTAG00000047524	0.0	2	124425343	124429820	1	SSD	0.0
7573	23	ENSBTAG00000007315	1.0	22	53741196	53886985	-1	SSD	0.043478260869565216
7574	23	ENSBTAG00000009159	2.0	22	60240226	60280068	-1	ohno	0.08695652173913043
7575	23	ENSBTAG00000050786	7.0	19	50482986	50540484	1	SSD	0.30434782608695654
7576	23	ENSBTAG00000014089	0.0	21	33650514	33697085	-1	singleton	0.0
7577	23	ENSBTAG00000016193	1.0	2	95064720	95085010	1	SSD	0.043478260869565216
7578	23	ENSBTAG00000008557	3.0	15	56338774	56340810	-1	SSD	0.13043478260869565
7579	23	ENSBTAG00000030170	2.0	19	56301937	56318233	1	singleton	0.08695652173913043
7580	23	ENSBTAG00000019877	0.0	3	82924988	83115333	1	ohno	0.0
7581	23	ENSBTAG00000001126	1.0	6	93534456	93652748	1	ohno	0.043478260869565216
7582	23	ENSBTAG00000015925	0.0	4	14476805	14567618	1	singleton	0.0
7583	23	ENSBTAG00000046218	1.0	11	87547144	87558851	-1	ohno	0.043478260869565216
7584	23	ENSBTAG00000009912	2.0	12	31834570	31957265	-1	singleton	0.08695652173913043
7585	23	ENSBTAG00000033252	3.0	16	29631405	29631806	-1	SSD	0.13043478260869565
7586	23	ENSBTAG00000004664	11.0	11	98919110	98933125	1	singleton	0.4782608695652174
7587	23	ENSBTAG00000012096	0.0	9	19804029	20074759	1	SSD	0.0
7588	23	ENSBTAG00000020004	2.0	4	91589029	91638634	-1	singleton	0.08695652173913043
7589	23	ENSBTAG00000015308	2.0	19	40833643	40856220	-1	SSD	0.08695652173913043
7590	23	ENSBTAG00000003089	2.0	18	43404074	43474596	-1	ohno	0.08695652173913043
7591	23	ENSBTAG00000044190	0.0	14	70467827	70513787	-1	singleton	0.0
7592	23	ENSBTAG00000017808	1.0	6	11555988	11639287	1	ohno	0.043478260869565216
7593	23	ENSBTAG00000015780	1.0	21	32049173	32067324	1	SSD	0.043478260869565216
7594	23	ENSBTAG00000021083	1.0	5	88697522	88730250	1	SSD	0.043478260869565216
7595	23	ENSBTAG00000015329	2.0	3	19766326	19775894	1	ohno	0.08695652173913043
7596	23	ENSBTAG00000024096	3.0	3	109482124	109484586	1	singleton	0.13043478260869565
7597	23	ENSBTAG00000007184	3.0	18	4950347	4962900	1	singleton	0.13043478260869565
7598	23	ENSBTAG00000010451	0.0	5	57208094	57214801	-1	SSD	0.0
7599	23	ENSBTAG00000020035	2.0	1	882081	1002223	1	ohno	0.08695652173913043
7600	23	ENSBTAG00000014553	1.0	18	35046554	35085645	-1	ohno	0.043478260869565216
7601	23	ENSBTAG00000004797	5.0	6	114718709	114744471	1	singleton	0.21739130434782608
7602	23	ENSBTAG00000020983	0.0	18	56042097	56045849	-1	ohno	0.0
7603	23	ENSBTAG00000007970	1.0	1	36156437	36162573	1	singleton	0.043478260869565216
7604	23	ENSBTAG00000010442	0.0	26	11248533	11303502	-1	ohno	0.0
7605	23	ENSBTAG00000011200	1.0	3	52252198	52348486	1	SSD	0.043478260869565216
7606	23	ENSBTAG00000023929	1.0	11	71340649	71360069	-1	ohno	0.043478260869565216
7607	23	ENSBTAG00000044003	1.0	8	65274027	65320548	-1	SSD	0.043478260869565216
7608	23	ENSBTAG00000049245	0.0	29	18287169	18287630	1	SSD	0.0
7609	23	ENSBTAG00000019314	1.0	1	21167188	21328190	-1	ohno	0.043478260869565216
7610	23	ENSBTAG00000002782	2.0	5	112434864	112492002	1	ohno	0.08695652173913043
7611	23	ENSBTAG00000017275	2.0	19	7765308	7787064	-1	singleton	0.08695652173913043
7612	23	ENSBTAG00000017715	1.0	21	23113622	23204335	-1	ohno	0.043478260869565216
7613	23	ENSBTAG00000000290	1.0	1	84108412	84205584	-1	ohno	0.043478260869565216
7614	23	ENSBTAG00000026624	2.0	5	84792354	84799340	-1	singleton	0.08695652173913043
7615	23	ENSBTAG00000039153	1.0	29	42647702	42661484	1	ohno	0.043478260869565216
7616	23	ENSBTAG00000015024	0.0	5	38545505	38591629	1	ohno	0.0
7617	23	ENSBTAG00000018987	0.0	3	16449707	16450084	-1	SSD	0.0
7618	23	ENSBTAG00000046485	1.0	29	44324144	44330325	1	SSD	0.043478260869565216
7619	23	ENSBTAG00000014554	1.0	13	78036327	78042585	1	ohno	0.043478260869565216
7620	23	ENSBTAG00000046548	2.0	11	98573717	98582947	-1	ohno	0.08695652173913043
7621	23	ENSBTAG00000014380	1.0	22	59896021	59912780	-1	SSD	0.043478260869565216
7622	23	ENSBTAG00000026384	0.0	12	28670476	28679944	1	SSD	0.0
7623	23	ENSBTAG00000019409	2.0	5	65570868	65655965	-1	singleton	0.08695652173913043
7624	23	ENSBTAG00000017567	2.0	19	13441162	13726679	-1	SSD	0.08695652173913043
7625	23	ENSBTAG00000045954	1.0	20	71824870	71853183	-1	SSD	0.043478260869565216
7626	23	ENSBTAG00000038755	8.0	18	60530988	60608616	-1	SSD	0.34782608695652173
7627	23	ENSBTAG00000009443	1.0	10	50634343	50639462	-1	ohno	0.043478260869565216
7628	23	ENSBTAG00000027426	3.0	16	63365483	63366634	-1	SSD	0.13043478260869565
7629	23	ENSBTAG00000016391	1.0	9	16121663	16122025	-1	SSD	0.043478260869565216
7630	23	ENSBTAG00000007545	2.0	18	39354161	39416025	1	ohno	0.08695652173913043
7631	23	ENSBTAG00000034396	6.0	19	12884510	12887667	1	singleton	0.2608695652173913
7632	23	ENSBTAG00000014151	1.0	3	1011191	1083046	-1	SSD	0.043478260869565216
7633	23	ENSBTAG00000027464	2.0	6	117346407	117358800	-1	SSD	0.08695652173913043
7634	23	ENSBTAG00000040607	4.0	13	65711052	65737754	-1	SSD	0.17391304347826086
7635	23	ENSBTAG00000001728	0.0	1	116623017	116652023	1	ohno	0.0
7636	23	ENSBTAG00000012066	3.0	19	48541625	48619840	-1	SSD	0.13043478260869565
7637	23	ENSBTAG00000024157	2.0	4	119527577	119572571	1	SSD	0.08695652173913043
7638	23	ENSBTAG00000005345	0.0	17	54326081	54337078	-1	singleton	0.0
7639	23	ENSBTAG00000052600	7.0	11	105574625	105598428	1	SSD	0.30434782608695654
7640	23	ENSBTAG00000052748	2.0	18	48509628	48510782	1	singleton	0.08695652173913043
7641	23	ENSBTAG00000001529	0.0	27	33427742	33524431	-1	ohno	0.0
7642	23	ENSBTAG00000016606	0.0	11	10130551	10132842	1	SSD	0.0
7643	23	ENSBTAG00000002037	0.0	4	46703819	46757682	-1	ohno	0.0
7644	23	ENSBTAG00000020312	0.0	14	33837784	34119578	-1	ohno	0.0
7645	23	ENSBTAG00000006642	1.0	7	11592331	11610330	1	ohno	0.043478260869565216
7646	23	ENSBTAG00000032517	0.0	17	53304776	53332032	-1	ohno	0.0
7647	23	ENSBTAG00000043981	3.0	15	42392800	42890918	1	ohno	0.13043478260869565
7648	23	ENSBTAG00000019745	2.0	25	714685	777085	-1	SSD	0.08695652173913043
7649	23	ENSBTAG00000007390	2.0	19	43044124	43051001	-1	SSD	0.08695652173913043
7650	23	ENSBTAG00000052417	1.0	5	1293926	1307478	1	SSD	0.043478260869565216
7651	23	ENSBTAG00000018723	4.0	16	51819919	51824310	-1	ohno	0.17391304347826086
7652	23	ENSBTAG00000008841	1.0	7	11726058	11735293	-1	singleton	0.043478260869565216
7653	23	ENSBTAG00000009415	0.0	12	15118007	15157140	-1	singleton	0.0
7654	23	ENSBTAG00000018260	14.0	19	55014709	55043048	-1	singleton	0.6086956521739131
7655	23	ENSBTAG00000031696	0.0	2	85567851	85752864	-1	ohno	0.0
7656	23	ENSBTAG00000020758	2.0	5	26525843	26540451	1	ohno	0.08695652173913043
7657	23	ENSBTAG00000003128	0.0	3	97776435	97942867	1	ohno	0.0
7658	23	ENSBTAG00000016080	1.0	16	41205338	41473842	-1	SSD	0.043478260869565216
7659	23	ENSBTAG00000048707	0.0	26	13454223	13489686	1	singleton	0.0
7660	23	ENSBTAG00000008314	0.0	2	135548907	135578120	1	singleton	0.0
7661	23	ENSBTAG00000017086	0.0	4	5106065	5327013	1	ohno	0.0
7662	23	ENSBTAG00000014964	2.0	19	55833248	55840035	1	SSD	0.08695652173913043
7663	23	ENSBTAG00000002287	0.0	18	21555470	21782071	1	ohno	0.0
7664	23	ENSBTAG00000014615	5.0	7	61294681	61300835	1	ohno	0.21739130434782608
7665	23	ENSBTAG00000047432	2.0	6	102152418	102152828	-1	SSD	0.08695652173913043
7666	23	ENSBTAG00000012277	12.0	17	66140620	66166478	1	singleton	0.5217391304347826
7667	23	ENSBTAG00000008185	1.0	18	53087288	53096006	-1	ohno	0.043478260869565216
7668	23	ENSBTAG00000003948	1.0	3	15311058	15320377	-1	singleton	0.043478260869565216
7669	23	ENSBTAG00000006551	1.0	8	10992674	11019066	-1	ohno	0.043478260869565216
7670	23	ENSBTAG00000013705	1.0	23	17764635	17771918	-1	ohno	0.043478260869565216
7671	23	ENSBTAG00000016552	2.0	25	1349764	1351265	-1	SSD	0.08695652173913043
7672	23	ENSBTAG00000010455	1.0	29	40982507	40987197	-1	singleton	0.043478260869565216
7673	23	ENSBTAG00000004929	2.0	20	32612381	32634378	-1	singleton	0.08695652173913043
7674	23	ENSBTAG00000001575	0.0	11	29581381	29594347	-1	SSD	0.0
7675	23	ENSBTAG00000001781	2.0	18	52618777	52630573	1	ohno	0.08695652173913043
7676	23	ENSBTAG00000036087	0.0	9	41196568	41316355	-1	singleton	0.0
7677	23	ENSBTAG00000006396	0.0	18	44782828	44812532	1	singleton	0.0
7678	23	ENSBTAG00000011831	1.0	10	59575781	59628437	1	ohno	0.043478260869565216
7679	23	ENSBTAG00000003280	5.0	19	9625617	9626163	1	SSD	0.21739130434782608
7680	23	ENSBTAG00000000289	2.0	5	32135753	32144434	1	singleton	0.08695652173913043
7681	23	ENSBTAG00000050962	1.0	3	92329344	92382078	1	SSD	0.043478260869565216
7682	23	ENSBTAG00000002495	0.0	7	7854283	7884854	1	ohno	0.0
7683	23	ENSBTAG00000023415	1.0	18	55626996	55630621	1	SSD	0.043478260869565216
7684	23	ENSBTAG00000018744	1.0	2	62784836	63181459	-1	ohno	0.043478260869565216
7685	23	ENSBTAG00000048090	2.0	1	144659041	144684327	-1	SSD	0.08695652173913043
7686	23	ENSBTAG00000013421	2.0	29	24440296	24562058	-1	SSD	0.08695652173913043
7687	23	ENSBTAG00000018178	0.0	19	50101209	50118199	-1	ohno	0.0
7688	23	ENSBTAG00000001714	2.0	11	7432259	7442878	-1	SSD	0.08695652173913043
7689	23	ENSBTAG00000012774	1.0	16	3728988	3757499	-1	SSD	0.043478260869565216
7690	23	ENSBTAG00000030230	1.0	19	50090108	50090521	1	SSD	0.043478260869565216
7691	23	ENSBTAG00000014598	1.0	19	48997281	49127850	-1	SSD	0.043478260869565216
7692	23	ENSBTAG00000014079	0.0	3	112454968	112584264	1	ohno	0.0
7693	23	ENSBTAG00000016664	1.0	13	54030667	54033391	-1	ohno	0.043478260869565216
7694	23	ENSBTAG00000008145	3.0	9	40710828	40714565	-1	singleton	0.13043478260869565
7695	23	ENSBTAG00000010220	1.0	13	29554370	29588401	-1	SSD	0.043478260869565216
7696	23	ENSBTAG00000002112	0.0	2	69756864	69786933	1	SSD	0.0
7697	23	ENSBTAG00000040384	0.0	10	52583620	52591121	-1	SSD	0.0
7698	23	ENSBTAG00000000434	2.0	15	22242326	22246349	-1	ohno	0.08695652173913043
7699	23	ENSBTAG00000017731	1.0	14	7126583	7265632	1	SSD	0.043478260869565216
7700	23	ENSBTAG00000006117	5.0	25	2321450	2364796	1	SSD	0.21739130434782608
7701	23	ENSBTAG00000054580	0.0	6	79182071	79182850	-1	SSD	0.0
7702	23	ENSBTAG00000016413	0.0	27	29281841	29288445	-1	ohno	0.0
7703	23	ENSBTAG00000039415	1.0	10	20948208	20951937	1	SSD	0.043478260869565216
7704	23	ENSBTAG00000031906	3.0	13	53957078	53958761	-1	SSD	0.13043478260869565
7705	23	ENSBTAG00000012902	1.0	22	21234916	21281338	-1	SSD	0.043478260869565216
7706	23	ENSBTAG00000050562	7.0	18	59523031	59526105	-1	SSD	0.30434782608695654
7707	23	ENSBTAG00000014297	0.0	3	30624734	30652245	-1	SSD	0.0
7708	23	ENSBTAG00000010006	2.0	14	55973618	56023743	-1	singleton	0.08695652173913043
7709	23	ENSBTAG00000002413	6.0	5	113908102	113919965	-1	singleton	0.2608695652173913
7710	23	ENSBTAG00000007964	2.0	22	16912813	16923222	-1	SSD	0.08695652173913043
7711	23	ENSBTAG00000044001	2.0	1	78452386	79136219	-1	ohno	0.08695652173913043
7712	23	ENSBTAG00000006235	0.0	3	16625276	16664624	-1	singleton	0.0
7713	23	ENSBTAG00000005364	0.0	15	29666771	29674064	1	singleton	0.0
7714	23	ENSBTAG00000018386	0.0	19	18051752	18059612	1	singleton	0.0
7715	23	ENSBTAG00000016663	3.0	24	60492609	60601514	-1	singleton	0.13043478260869565
7716	23	ENSBTAG00000030801	0.0	10	72895064	73105089	1	singleton	0.0
7717	23	ENSBTAG00000018408	0.0	9	63862949	63947016	1	SSD	0.0
7718	23	ENSBTAG00000000113	0.0	3	14781460	14813371	1	ohno	0.0
7719	23	ENSBTAG00000000365	2.0	23	33082758	33094885	1	singleton	0.08695652173913043
7720	23	ENSBTAG00000046712	4.0	4	44569083	44582371	1	SSD	0.17391304347826086
7721	23	ENSBTAG00000006005	1.0	7	19734266	19744478	-1	ohno	0.043478260869565216
7722	23	ENSBTAG00000002657	3.0	19	42171684	42176531	1	ohno	0.13043478260869565
7723	23	ENSBTAG00000016594	5.0	25	499022	512246	1	singleton	0.21739130434782608
7724	23	ENSBTAG00000017242	6.0	19	56520577	56536561	1	SSD	0.2608695652173913
7725	23	ENSBTAG00000015034	0.0	7	51780969	51793195	1	SSD	0.0
7726	23	ENSBTAG00000005622	4.0	25	10226637	10273178	-1	SSD	0.17391304347826086
7727	23	ENSBTAG00000015909	0.0	21	22656735	22799519	1	ohno	0.0
7728	23	ENSBTAG00000021000	1.0	1	58345399	58392043	-1	singleton	0.043478260869565216
7729	23	ENSBTAG00000013371	1.0	12	16369992	16408879	-1	SSD	0.043478260869565216
7730	23	ENSBTAG00000005904	0.0	2	120969745	120986234	-1	SSD	0.0
7731	23	ENSBTAG00000017279	0.0	24	41892909	41928962	1	ohno	0.0
7732	23	ENSBTAG00000000686	1.0	13	10697268	10705509	1	SSD	0.043478260869565216
7733	23	ENSBTAG00000015413	1.0	1	127345515	127469070	-1	ohno	0.043478260869565216
7734	23	ENSBTAG00000054195	5.0	22	50752499	50753719	1	SSD	0.21739130434782608
7735	23	ENSBTAG00000040427	3.0	26	18481419	18550454	-1	SSD	0.13043478260869565
7736	23	ENSBTAG00000003222	1.0	4	15128694	15276513	-1	SSD	0.043478260869565216
7737	23	ENSBTAG00000021911	3.0	22	39028434	39358064	-1	ohno	0.13043478260869565
7738	23	ENSBTAG00000006767	1.0	14	81745762	81824127	-1	SSD	0.043478260869565216
7739	23	ENSBTAG00000051958	0.0	19	27548918	27552991	1	singleton	0.0
7740	23	ENSBTAG00000012998	1.0	10	69768687	69789526	1	SSD	0.043478260869565216
7741	23	ENSBTAG00000016635	0.0	12	22698525	22753083	-1	singleton	0.0
7742	23	ENSBTAG00000000937	0.0	2	14654230	14751034	-1	SSD	0.0
7743	23	ENSBTAG00000027506	1.0	13	10562627	10576213	1	SSD	0.043478260869565216
7744	23	ENSBTAG00000018137	3.0	5	100873612	100891039	1	SSD	0.13043478260869565
7745	23	ENSBTAG00000015628	2.0	15	46648923	46653387	-1	SSD	0.08695652173913043
7746	23	ENSBTAG00000017438	0.0	17	69624116	69628755	1	singleton	0.0
7747	23	ENSBTAG00000018252	0.0	21	8734781	8749130	-1	ohno	0.0
7748	23	ENSBTAG00000009761	2.0	11	63594845	63632511	1	SSD	0.08695652173913043
7749	23	ENSBTAG00000015278	1.0	11	95859752	95866961	1	ohno	0.043478260869565216
7750	23	ENSBTAG00000054242	0.0	3	119577914	119585327	1	SSD	0.0
7751	23	ENSBTAG00000003424	0.0	4	11330484	11345143	-1	SSD	0.0
7752	23	ENSBTAG00000045566	2.0	12	74117026	74117604	1	SSD	0.08695652173913043
7753	23	ENSBTAG00000016307	0.0	3	51855684	51880799	-1	SSD	0.0
7754	23	ENSBTAG00000027326	4.0	13	75358504	75363411	-1	singleton	0.17391304347826086
7755	23	ENSBTAG00000004199	1.0	17	53155700	53173948	1	singleton	0.043478260869565216
7756	23	ENSBTAG00000031572	1.0	1	107094668	107209406	1	SSD	0.043478260869565216
7757	23	ENSBTAG00000008301	1.0	8	84552273	84699098	1	ohno	0.043478260869565216
7758	23	ENSBTAG00000002039	3.0	29	43582047	43603325	1	SSD	0.13043478260869565
7759	23	ENSBTAG00000009682	1.0	21	45395271	45527537	1	singleton	0.043478260869565216
7760	23	ENSBTAG00000016442	1.0	11	21552945	21736237	-1	ohno	0.043478260869565216
7761	23	ENSBTAG00000020505	0.0	17	52247385	52289589	1	ohno	0.0
7762	23	ENSBTAG00000017970	0.0	4	106775572	106788374	1	ohno	0.0
7763	23	ENSBTAG00000027453	4.0	6	116189720	116223849	-1	singleton	0.17391304347826086
7764	23	ENSBTAG00000048057	3.0	1	64646190	64861271	-1	ohno	0.13043478260869565
7765	23	ENSBTAG00000004246	3.0	16	44209992	44234164	-1	SSD	0.13043478260869565
7766	23	ENSBTAG00000011973	0.0	6	37315442	37320955	-1	singleton	0.0
7767	23	ENSBTAG00000016723	1.0	3	50945369	50956131	1	ohno	0.043478260869565216
7768	23	ENSBTAG00000000305	4.0	3	56698600	56715731	-1	SSD	0.17391304347826086
7769	23	ENSBTAG00000016220	4.0	4	66423128	66443623	-1	SSD	0.17391304347826086
7770	23	ENSBTAG00000049300	3.0	19	43006019	43011475	-1	SSD	0.13043478260869565
7771	23	ENSBTAG00000012667	2.0	28	29705563	29761013	-1	ohno	0.08695652173913043
7772	23	ENSBTAG00000010915	1.0	21	21993225	22086826	-1	ohno	0.043478260869565216
7773	23	ENSBTAG00000020327	3.0	10	85277621	85320048	1	SSD	0.13043478260869565
7774	23	ENSBTAG00000048286	5.0	11	86379649	86401981	1	ohno	0.21739130434782608
7775	23	ENSBTAG00000011507	0.0	19	26128009	26149670	1	singleton	0.0
7776	23	ENSBTAG00000000277	0.0	15	22475988	22502331	-1	singleton	0.0
7777	23	ENSBTAG00000046862	0.0	2	121223027	121225422	1	SSD	0.0
7778	23	ENSBTAG00000006323	0.0	9	94425091	94514466	1	ohno	0.0
7779	23	ENSBTAG00000014722	1.0	8	62813437	62841230	-1	singleton	0.043478260869565216
7780	23	ENSBTAG00000005694	4.0	10	86374541	86407514	-1	SSD	0.17391304347826086
7781	23	ENSBTAG00000018548	8.0	16	71466476	71549865	1	singleton	0.34782608695652173
7782	23	ENSBTAG00000018254	1.0	5	97104351	97109627	-1	SSD	0.043478260869565216
7783	23	ENSBTAG00000019718	0.0	7	43846494	43848179	1	singleton	0.0
7784	23	ENSBTAG00000006200	5.0	5	112006046	112086674	-1	SSD	0.21739130434782608
7785	23	ENSBTAG00000005210	3.0	10	13352814	13356161	-1	singleton	0.13043478260869565
7786	23	ENSBTAG00000018801	3.0	9	41870929	41918140	1	ohno	0.13043478260869565
7787	23	ENSBTAG00000009643	4.0	10	76614722	76648488	-1	SSD	0.17391304347826086
7788	23	ENSBTAG00000003764	1.0	9	62239189	62262030	1	SSD	0.043478260869565216
7789	23	ENSBTAG00000047158	2.0	18	49017345	49024476	-1	SSD	0.08695652173913043
7790	23	ENSBTAG00000006085	10.0	2	131971819	131985982	1	singleton	0.43478260869565216
7791	23	ENSBTAG00000010247	1.0	8	95364547	95400156	1	singleton	0.043478260869565216
7792	23	ENSBTAG00000001827	0.0	13	54464648	54470909	-1	SSD	0.0
7793	23	ENSBTAG00000045617	7.0	4	9247873	9254862	-1	SSD	0.30434782608695654
7794	23	ENSBTAG00000021853	1.0	22	51175603	51199445	1	SSD	0.043478260869565216
7795	23	ENSBTAG00000017389	0.0	17	62557757	62561808	-1	SSD	0.0
7796	23	ENSBTAG00000023823	2.0	11	98327773	98328090	-1	ohno	0.08695652173913043
7797	23	ENSBTAG00000009527	0.0	3	92133467	92177725	-1	singleton	0.0
7798	23	ENSBTAG00000050644	1.0	5	71461978	71612550	-1	SSD	0.043478260869565216
7799	23	ENSBTAG00000003635	2.0	13	75079067	75089137	-1	SSD	0.08695652173913043
7800	23	ENSBTAG00000016990	0.0	3	91131528	91284630	1	SSD	0.0
7801	23	ENSBTAG00000021242	1.0	25	16902938	16916479	-1	singleton	0.043478260869565216
7802	23	ENSBTAG00000018299	0.0	10	79466248	79475522	-1	singleton	0.0
7803	23	ENSBTAG00000051245	0.0	23	36520669	36522538	-1	SSD	0.0
7804	23	ENSBTAG00000031464	6.0	4	83946063	83946737	1	SSD	0.2608695652173913
7805	23	ENSBTAG00000020610	1.0	2	107179983	107186463	1	singleton	0.043478260869565216
7806	23	ENSBTAG00000002315	0.0	17	53772931	53797175	-1	ohno	0.0
7807	23	ENSBTAG00000021660	0.0	5	62757513	62781346	-1	singleton	0.0
7808	23	ENSBTAG00000005915	3.0	13	16387218	16564334	1	SSD	0.13043478260869565
7809	23	ENSBTAG00000020379	1.0	10	85945768	85988421	-1	SSD	0.043478260869565216
