	Ensembl Gene ID	affectedTissues	expressedTissues	Chromosome Name	Gene Start (bp)	Gene End (bp)	Strand	CNV	propOfExpressedAffectedByeQTL
7181	ENSG00000148288	4.0	48	9	136028340	136039332	-1	Y	0.08333333333333333
7182	ENSG00000152475	15.0	48	19	58878985	58892427	-1	N	0.3125
7183	ENSG00000066230	42.0	48	5	473425	524447	-1	Y	0.875
7184	ENSG00000163817	1.0	39	3	45796942	45838027	-1	Y	0.02564102564102564
7185	ENSG00000168522	11.0	48	8	42889337	42940931	1	Y	0.22916666666666666
7186	ENSG00000132874	1.0	27	18	42792960	43263072	1	Y	0.037037037037037035
7187	ENSG00000057294	1.0	48	12	32943679	33049774	-1	Y	0.020833333333333332
7188	ENSG00000162909	13.0	48	1	223889295	223963720	1	N	0.2708333333333333
7189	ENSG00000007038	2.0	42	16	2867164	2876305	1	N	0.047619047619047616
7190	ENSG00000165672	3.0	48	10	120927215	120938345	-1	N	0.0625
7191	ENSG00000135902	2.0	18	2	233390703	233401377	1	N	0.1111111111111111
7192	ENSG00000083845	19.0	48	19	58897767	58906173	1	N	0.3958333333333333
7193	ENSG00000165416	1.0	48	13	53226844	53275044	1	N	0.020833333333333332
7194	ENSG00000171055	14.0	48	2	36778570	36873230	-1	Y	0.2916666666666667
7195	ENSG00000187260	13.0	48	7	151072995	151107813	-1	N	0.2708333333333333
7196	ENSG00000149591	6.0	48	11	117070037	117075498	1	N	0.125
7197	ENSG00000187045	4.0	45	22	37461476	37505603	-1	Y	0.08888888888888889
7198	ENSG00000129355	8.0	48	19	10677138	10679735	-1	N	0.16666666666666666
7199	ENSG00000163482	1.0	48	2	219536749	219567439	1	N	0.020833333333333332
7200	ENSG00000164379	4.0	42	6	1312675	1314992	1	N	0.09523809523809523
7201	ENSG00000092200	5.0	47	14	21756098	21819460	1	Y	0.10638297872340426
7202	ENSG00000137273	1.0	46	6	1390069	1395832	1	N	0.021739130434782608
7203	ENSG00000171102	3.0	9	9	136080664	136084630	-1	Y	0.3333333333333333
7204	ENSG00000137103	42.0	48	9	35814448	35854844	1	N	0.875
7205	ENSG00000132669	10.0	48	20	19867165	19983101	1	Y	0.20833333333333334
7206	ENSG00000090316	34.0	48	4	1283639	1333935	1	Y	0.7083333333333334
7207	ENSG00000169967	17.0	48	2	128056306	128146041	-1	Y	0.3541666666666667
7208	ENSG00000175040	7.0	48	3	142838173	142841800	1	N	0.14583333333333334
7209	ENSG00000115073	31.0	48	2	98272431	98280570	-1	N	0.6458333333333334
7210	ENSG00000149489	14.0	48	11	62379194	62382592	1	N	0.2916666666666667
7211	ENSG00000185010	10.0	48	X	154064063	154255215	-1	N	0.20833333333333334
7212	ENSG00000170381	11.0	41	7	82993222	83278326	-1	Y	0.2682926829268293
7213	ENSG00000129354	7.0	46	19	10683347	10697991	-1	N	0.15217391304347827
7214	ENSG00000181804	1.0	48	3	142984064	143567373	-1	Y	0.020833333333333332
7215	ENSG00000162078	9.0	48	16	2880170	2888967	1	N	0.1875
7216	ENSG00000134962	10.0	43	4	39408473	39453156	1	Y	0.23255813953488372
7217	ENSG00000269855	1.0	9	19	58907457	58908407	1	N	0.1111111111111111
7218	ENSG00000148296	27.0	48	9	136197552	136203235	-1	Y	0.5625
7219	ENSG00000053328	3.0	45	6	110567131	110679475	-1	Y	0.06666666666666667
7220	ENSG00000171574	38.0	48	19	58912871	58929694	1	N	0.7916666666666666
7221	ENSG00000166800	11.0	45	11	18477371	18501147	1	N	0.24444444444444444
7222	ENSG00000141469	14.0	47	18	43304092	43332485	1	N	0.2978723404255319
7223	ENSG00000203797	29.0	48	6	110712974	110736765	-1	N	0.6041666666666666
7224	ENSG00000183092	21.0	48	14	101003486	101053750	-1	Y	0.4375
7225	ENSG00000132749	12.0	47	11	68474908	68519032	-1	Y	0.2553191489361702
7226	ENSG00000165194	14.0	45	X	99546642	99665271	-1	N	0.3111111111111111
7227	ENSG00000005001	3.0	38	16	2902728	2908171	-1	N	0.07894736842105263
7228	ENSG00000204930	5.0	27	9	35816388	35828744	-1	N	0.18518518518518517
7229	ENSG00000169372	3.0	48	12	94071151	94288616	1	Y	0.0625
7230	ENSG00000160224	1.0	41	21	45705721	45718531	1	Y	0.024390243902439025
7231	ENSG00000072657	5.0	45	12	72481046	73059422	1	Y	0.1111111111111111
7232	ENSG00000130779	4.0	48	12	122755979	122907179	-1	Y	0.08333333333333333
7233	ENSG00000100385	2.0	48	22	37521878	37571094	-1	N	0.041666666666666664
7234	ENSG00000149541	15.0	48	11	62382768	62389647	-1	N	0.3125
7235	ENSG00000054598	1.0	48	6	1610681	1614127	1	Y	0.020833333333333332
7236	ENSG00000113356	11.0	48	5	89767565	89810370	1	N	0.22916666666666666
7237	ENSG00000198865	6.0	48	5	42756903	42802462	1	N	0.125
7238	ENSG00000148297	4.0	48	9	136205160	136214986	-1	Y	0.08333333333333333
7239	ENSG00000088992	4.0	47	12	117476728	117537284	-1	N	0.0851063829787234
7240	ENSG00000166295	10.0	48	10	73975787	73995618	1	N	0.20833333333333334
7241	ENSG00000184544	1.0	17	17	9674751	9694614	-1	N	0.058823529411764705
7242	ENSG00000196196	27.0	46	9	35906189	35907138	1	N	0.5869565217391305
7243	ENSG00000123636	3.0	48	2	160175490	160473203	-1	Y	0.0625
7244	ENSG00000127377	4.0	38	7	151125921	151137899	-1	N	0.10526315789473684
7245	ENSG00000157999	1.0	48	7	6071007	6076017	1	N	0.020833333333333332
7246	ENSG00000198477	1.0	47	22	22838767	22863505	-1	Y	0.02127659574468085
7247	ENSG00000162076	9.0	48	16	2933187	2949383	1	Y	0.1875
7248	ENSG00000074319	10.0	48	11	18489883	18548779	-1	N	0.20833333333333334
7249	ENSG00000136099	2.0	29	13	53418109	53422775	-1	Y	0.06896551724137931
7250	ENSG00000004809	13.0	21	6	110745890	110797844	-1	N	0.6190476190476191
7251	ENSG00000117682	11.0	48	1	26758773	26797785	1	N	0.22916666666666666
7252	ENSG00000143514	9.0	48	1	223967601	224033674	-1	N	0.1875
7253	ENSG00000204179	21.0	34	10	46549955	46641045	-1	Y	0.6176470588235294
7254	ENSG00000122707	1.0	48	9	36036430	36124448	1	N	0.020833333333333332
7255	ENSG00000103510	39.0	48	16	31127075	31142714	1	N	0.8125
7256	ENSG00000133466	34.0	48	22	37576207	37595425	-1	N	0.7083333333333334
7257	ENSG00000272325	2.0	48	6	34247456	34360451	-1	Y	0.041666666666666664
7258	ENSG00000175697	8.0	43	3	119883492	120003941	-1	Y	0.18604651162790697
7259	ENSG00000131849	31.0	48	19	58944181	58951589	-1	N	0.6458333333333334
7260	ENSG00000172243	6.0	47	12	10269376	10282857	-1	N	0.1276595744680851
7261	ENSG00000138759	10.0	46	4	78978724	79465423	1	Y	0.21739130434782608
7262	ENSG00000185480	1.0	48	12	102513956	102591298	1	N	0.020833333333333332
7263	ENSG00000141298	5.0	48	17	27952956	28257294	-1	Y	0.10416666666666667
7264	ENSG00000250722	1.0	48	5	42799982	42887494	-1	N	0.020833333333333332
7265	ENSG00000249471	3.0	48	19	58962971	58969200	1	N	0.0625
7266	ENSG00000163682	48.0	48	4	39455744	39460568	-1	N	1.0
7267	ENSG00000183473	3.0	29	22	37600278	37608362	-1	N	0.10344827586206896
7268	ENSG00000168490	6.0	48	8	22077222	22089854	-1	N	0.125
7269	ENSG00000090615	17.0	48	12	133345495	133405444	-1	Y	0.3541666666666667
7270	ENSG00000067225	3.0	48	15	72491370	72524164	-1	N	0.0625
7271	ENSG00000102837	7.0	48	13	53602894	53626192	1	N	0.14583333333333334
7272	ENSG00000124614	14.0	48	6	34385231	34393902	-1	N	0.2916666666666667
7273	ENSG00000185686	1.0	39	22	22890123	22901768	-1	Y	0.02564102564102564
7274	ENSG00000178685	12.0	48	8	145051321	145086940	-1	Y	0.25
7275	ENSG00000178172	3.0	16	5	147582357	147594700	1	N	0.1875
7276	ENSG00000188549	7.0	48	15	40623653	40633168	-1	N	0.14583333333333334
7277	ENSG00000059122	48.0	48	16	2961938	3001209	1	Y	1.0
7278	ENSG00000155657	1.0	48	2	179390716	179695529	-1	Y	0.020833333333333332
7279	ENSG00000196811	1.0	17	2	233404437	233411113	1	N	0.058823529411764705
7280	ENSG00000128340	2.0	48	22	37621301	37640488	-1	Y	0.041666666666666664
7281	ENSG00000124733	11.0	48	6	42979832	42981706	-1	N	0.22916666666666666
7282	ENSG00000114861	1.0	48	3	71003844	71633140	-1	Y	0.020833333333333332
7283	ENSG00000065325	3.0	41	17	9725523	9795419	1	N	0.07317073170731707
7284	ENSG00000182134	22.0	48	1	151742583	151763892	-1	Y	0.4583333333333333
7285	ENSG00000132855	1.0	34	1	63063158	63071830	1	N	0.029411764705882353
7286	ENSG00000135108	8.0	48	12	117581146	117628336	-1	N	0.16666666666666666
7287	ENSG00000130985	10.0	48	X	47050260	47074527	1	N	0.20833333333333334
7288	ENSG00000122694	7.0	48	9	36136732	36163910	1	N	0.14583333333333334
7289	ENSG00000221944	17.0	48	2	233412779	233415226	-1	N	0.3541666666666667
7290	ENSG00000130528	5.0	48	19	49654455	49658681	-1	N	0.10416666666666667
7291	ENSG00000101596	11.0	48	18	2655737	2805015	1	Y	0.22916666666666666
7292	ENSG00000168495	7.0	48	8	22102617	22112113	1	N	0.14583333333333334
7293	ENSG00000084774	4.0	48	2	27440258	27466811	1	N	0.08333333333333333
7294	ENSG00000233041	1.0	34	15	40643234	40648635	1	N	0.029411764705882353
7295	ENSG00000198082	1.0	1	X	154113317	154113833	1	N	1.0
7296	ENSG00000197932	48.0	48	X	154114635	154116335	1	N	1.0
7297	ENSG00000173124	12.0	20	10	96953957	96988685	1	Y	0.6
7298	ENSG00000176018	1.0	48	5	89811428	89825401	-1	N	0.020833333333333332
7299	ENSG00000197345	47.0	48	11	68658744	68671303	-1	N	0.9791666666666666
7300	ENSG00000106615	8.0	48	7	151163098	151217206	-1	N	0.16666666666666666
7301	ENSG00000242028	2.0	48	15	44088340	44095241	1	N	0.041666666666666664
7302	ENSG00000140323	38.0	48	15	40650436	40663257	1	N	0.7916666666666666
7303	ENSG00000129353	8.0	48	19	10713133	10755235	1	N	0.16666666666666666
7304	ENSG00000135930	7.0	48	2	233414762	233448354	1	Y	0.14583333333333334
7305	ENSG00000164342	2.0	48	4	186990306	187009223	1	Y	0.041666666666666664
7306	ENSG00000178719	7.0	48	8	145064226	145067583	1	N	0.14583333333333334
7307	ENSG00000100055	15.0	48	22	37678068	37711382	1	N	0.3125
7308	ENSG00000153944	1.0	48	17	55333212	55762046	1	Y	0.020833333333333332
7309	ENSG00000089597	17.0	48	11	62392298	62414104	-1	N	0.3541666666666667
7310	ENSG00000160613	3.0	48	11	117075053	117103241	-1	N	0.0625
7311	ENSG00000163428	7.0	48	3	120043356	120068186	-1	N	0.14583333333333334
7312	ENSG00000166359	14.0	48	19	33622996	33666701	1	Y	0.2916666666666667
7313	ENSG00000083097	27.0	48	6	83777385	83881069	1	N	0.5625
7314	ENSG00000112699	4.0	48	6	1624041	2245926	-1	Y	0.08333333333333333
7315	ENSG00000125703	3.0	48	1	63249806	63331184	1	N	0.0625
7316	ENSG00000165102	5.0	48	8	42995556	43057998	1	Y	0.10416666666666667
7317	ENSG00000165775	6.0	48	X	154254255	154288578	1	Y	0.125
7318	ENSG00000128944	45.0	48	15	40674922	40686447	1	N	0.9375
7319	ENSG00000130881	5.0	48	19	33668509	33698694	1	N	0.10416666666666667
7320	ENSG00000143756	7.0	48	1	224301789	224349749	1	Y	0.14583333333333334
7321	ENSG00000118946	3.0	46	13	58205944	58303445	1	N	0.06521739130434782
7322	ENSG00000100564	18.0	48	14	68048672	68067004	-1	N	0.375
7323	ENSG00000166444	3.0	48	11	8714898	8932498	-1	Y	0.0625
7324	ENSG00000113048	9.0	48	5	71515236	71616473	-1	N	0.1875
7325	ENSG00000151914	4.0	48	6	56322785	56819426	-1	Y	0.08333333333333333
7326	ENSG00000162585	32.0	48	1	2115903	2144159	-1	N	0.6666666666666666
7327	ENSG00000163945	41.0	48	4	1341054	1381837	1	Y	0.8541666666666666
7328	ENSG00000002016	31.0	48	12	1021243	1099219	-1	Y	0.6458333333333334
7329	ENSG00000148290	42.0	48	9	136218610	136223552	-1	Y	0.875
7330	ENSG00000167881	10.0	48	17	74035184	74068734	-1	N	0.20833333333333334
7331	ENSG00000056277	6.0	48	X	129336685	129402873	-1	N	0.125
7332	ENSG00000131373	7.0	48	3	15602211	15643338	-1	Y	0.14583333333333334
7333	ENSG00000185559	1.0	48	14	101192042	101201539	1	N	0.020833333333333332
7334	ENSG00000186583	3.0	47	8	145086582	145101933	1	N	0.06382978723404255
7335	ENSG00000130876	1.0	47	19	33699570	33716756	-1	N	0.02127659574468085
7336	ENSG00000143753	13.0	48	1	224363458	224381143	1	N	0.2708333333333333
7337	ENSG00000130529	31.0	48	19	49660998	49715093	1	Y	0.6458333333333334
7338	ENSG00000166897	6.0	39	22	37764000	37823505	-1	Y	0.15384615384615385
7339	ENSG00000119185	4.0	48	2	9543604	9563676	-1	Y	0.08333333333333333
7340	ENSG00000178896	1.0	48	8	145133529	145135550	1	N	0.020833333333333332
7341	ENSG00000100121	2.0	3	22	22988780	22990368	1	Y	0.6666666666666666
7342	ENSG00000164199	8.0	33	5	89825161	90460038	1	Y	0.24242424242424243
7343	ENSG00000164334	13.0	17	5	118965254	118971517	1	N	0.7647058823529411
7344	ENSG00000112877	13.0	48	5	612387	667283	1	Y	0.2708333333333333
7345	ENSG00000052344	1.0	48	16	31142756	31147083	-1	N	0.020833333333333332
7346	ENSG00000155111	7.0	48	6	110931181	111137161	-1	Y	0.14583333333333334
7347	ENSG00000152291	16.0	48	2	85545147	85555548	-1	N	0.3333333333333333
7348	ENSG00000187140	1.0	31	1	63788730	63790797	1	N	0.03225806451612903
7349	ENSG00000214827	1.0	48	X	154289897	154376212	-1	Y	0.020833333333333332
7350	ENSG00000167257	5.0	48	11	117103341	117157161	1	N	0.10416666666666667
7351	ENSG00000100060	1.0	48	22	37865101	37882439	-1	N	0.020833333333333332
7352	ENSG00000075213	5.0	46	7	83585093	84122040	-1	Y	0.10869565217391304
7353	ENSG00000148291	3.0	48	9	136223428	136228045	1	Y	0.0625
7354	ENSG00000197046	1.0	23	18	43405477	43424045	1	N	0.043478260869565216
7355	ENSG00000153879	6.0	48	19	33864236	33873592	1	N	0.125
7356	ENSG00000124541	2.0	48	6	42989383	43001894	1	N	0.041666666666666664
7357	ENSG00000088035	5.0	48	1	63833261	63904233	1	N	0.10416666666666667
7358	ENSG00000132740	41.0	48	11	68671310	68708070	1	Y	0.8541666666666666
7359	ENSG00000166272	9.0	48	10	104503727	104576021	1	Y	0.1875
7360	ENSG00000000003	15.0	48	X	99883667	99894988	-1	N	0.3125
7361	ENSG00000178226	14.0	48	16	31150246	31161415	-1	N	0.2916666666666667
7362	ENSG00000197181	33.0	48	8	22132810	22215076	1	Y	0.6875
7363	ENSG00000156482	1.0	48	8	99037079	99058697	-1	N	0.020833333333333332
7364	ENSG00000159921	6.0	48	9	36214438	36277053	-1	N	0.125
7365	ENSG00000141959	25.0	48	21	45719934	45747259	1	Y	0.5208333333333334
7366	ENSG00000269165	2.0	48	10	52094298	52095876	1	N	0.041666666666666664
7367	ENSG00000101343	2.0	48	20	20015012	20036690	-1	N	0.041666666666666664
7368	ENSG00000197858	7.0	48	8	145137493	145141119	1	N	0.14583333333333334
7369	ENSG00000108523	9.0	48	17	4843303	4848517	1	N	0.1875
7370	ENSG00000148719	14.0	48	10	74092588	74114988	-1	N	0.2916666666666667
7371	ENSG00000253719	4.0	48	12	74931551	74935223	1	N	0.08333333333333333
7372	ENSG00000204147	39.0	48	10	52499078	52576255	1	N	0.8125
7373	ENSG00000127564	7.0	48	16	3018025	3030540	-1	N	0.14583333333333334
7374	ENSG00000148248	1.0	48	9	136228325	136242970	-1	Y	0.020833333333333332
7375	ENSG00000124299	31.0	48	19	33877856	34012700	-1	Y	0.6458333333333334
7376	ENSG00000081181	1.0	48	14	68086515	68118437	1	N	0.020833333333333332
7377	ENSG00000138378	19.0	48	2	191894302	192016322	-1	Y	0.3958333333333333
7378	ENSG00000214510	2.0	20	5	147647743	147665817	1	N	0.1
7379	ENSG00000092201	1.0	48	14	21819631	21852425	-1	N	0.020833333333333332
7380	ENSG00000100065	10.0	47	22	37886400	37915549	-1	Y	0.2127659574468085
7381	ENSG00000115718	7.0	48	2	128176003	128186822	1	N	0.14583333333333334
7382	ENSG00000198830	6.0	48	1	26798941	26802463	1	N	0.125
7383	ENSG00000182400	6.0	48	14	39617015	39639736	-1	Y	0.125
7384	ENSG00000115468	6.0	48	2	233470767	233547491	1	N	0.125
7385	ENSG00000166006	1.0	21	12	75433857	75603648	-1	N	0.047619047619047616
7386	ENSG00000166275	40.0	48	10	104613980	104624718	1	N	0.8333333333333334
7387	ENSG00000100568	12.0	48	14	68113792	68141548	-1	Y	0.25
7388	ENSG00000152223	34.0	48	18	43427574	43547240	-1	N	0.7083333333333334
7389	ENSG00000102225	8.0	48	X	47077259	47089396	1	N	0.16666666666666666
7390	ENSG00000139734	4.0	45	13	60239717	60738121	-1	Y	0.08888888888888889
7391	ENSG00000213171	15.0	34	1	151772740	151778630	-1	N	0.4411764705882353
7392	ENSG00000269554	7.0	48	1	2121237	2123179	1	N	0.14583333333333334
7393	ENSG00000203301	9.0	47	1	2143360	2145620	-1	N	0.19148936170212766
7394	ENSG00000145879	2.0	9	5	147691982	147695485	1	N	0.2222222222222222
7395	ENSG00000181744	3.0	48	3	143690640	143767561	1	Y	0.0625
7396	ENSG00000185955	1.0	47	7	100054238	100061894	-1	Y	0.02127659574468085
7397	ENSG00000102078	2.0	48	X	129473874	129507335	1	N	0.041666666666666664
7398	ENSG00000121897	5.0	48	4	39460620	39479273	1	N	0.10416666666666667
7399	ENSG00000166925	10.0	48	7	100060982	100076902	-1	Y	0.20833333333333334
7400	ENSG00000143748	4.0	48	1	224415036	224518089	-1	Y	0.08333333333333333
7401	ENSG00000204767	2.0	39	5	169291268	169407744	-1	N	0.05128205128205128
7402	ENSG00000172938	12.0	18	11	68747490	68748455	-1	N	0.6666666666666666
7403	ENSG00000083838	3.0	48	19	58985384	58992597	1	N	0.0625
7404	ENSG00000168269	3.0	12	5	169532901	169536727	1	N	0.25
7405	ENSG00000172935	5.0	48	11	68771863	68780877	-1	N	0.10416666666666667
7406	ENSG00000162244	13.0	48	3	52027616	52029958	-1	N	0.2708333333333333
7407	ENSG00000170677	4.0	48	18	67956137	67997436	1	N	0.08333333333333333
7408	ENSG00000163430	3.0	48	3	120111140	120170100	-1	Y	0.0625
7409	ENSG00000198870	2.0	48	9	136243117	136271220	1	Y	0.041666666666666664
7410	ENSG00000068724	3.0	48	2	47143296	47303276	1	Y	0.0625
7411	ENSG00000179979	47.0	48	4	1385340	1389780	1	Y	0.9791666666666666
7412	ENSG00000266258	3.0	47	18	68002675	68019695	1	Y	0.06382978723404255
7413	ENSG00000110975	4.0	25	12	33527173	33592754	-1	N	0.16
7414	ENSG00000142856	46.0	48	1	63906441	64059392	-1	Y	0.9583333333333334
7415	ENSG00000263417	1.0	2	18	68297755	68317980	-1	N	0.5
7416	ENSG00000204909	7.0	15	5	147700766	147719412	1	N	0.4666666666666667
7417	ENSG00000107438	4.0	48	10	96997329	97050781	-1	Y	0.08333333333333333
7418	ENSG00000265352	1.0	1	18	69399851	69455364	-1	Y	1.0
7419	ENSG00000143365	1.0	43	1	151778547	151804348	-1	N	0.023255813953488372
7420	ENSG00000172403	5.0	48	4	119809996	119982402	1	Y	0.10416666666666667
7421	ENSG00000015676	29.0	48	7	44418720	44530479	-1	Y	0.6041666666666666
7422	ENSG00000166987	1.0	48	12	57914493	57923931	1	N	0.020833333333333332
7423	ENSG00000174137	24.0	48	4	1619642	1686029	-1	Y	0.5
7424	ENSG00000128283	9.0	48	22	37956454	37965412	1	N	0.1875
7425	ENSG00000137075	3.0	48	9	36336393	36487545	-1	Y	0.0625
7426	ENSG00000141668	1.0	28	18	70203915	70305756	-1	N	0.03571428571428571
7427	ENSG00000164086	1.0	48	3	52082935	52090566	-1	N	0.020833333333333332
7428	ENSG00000008256	6.0	48	7	6201407	6312275	-1	Y	0.125
7429	ENSG00000116151	33.0	48	1	2252692	2323146	-1	N	0.6875
7430	ENSG00000083807	9.0	48	19	58990879	59023780	-1	N	0.1875
7431	ENSG00000180917	17.0	48	16	71315292	71323618	-1	N	0.3541666666666667
7432	ENSG00000177721	3.0	48	5	43039335	43043272	-1	N	0.0625
7433	ENSG00000184838	3.0	47	5	119799973	120023027	1	Y	0.06382978723404255
7434	ENSG00000166924	6.0	48	7	100081550	100092422	1	Y	0.125
7435	ENSG00000153993	3.0	46	7	84624869	84816171	-1	N	0.06521739130434782
7436	ENSG00000100079	14.0	40	22	37966255	37978623	-1	N	0.35
7437	ENSG00000117676	1.0	48	1	26856252	26901521	1	N	0.020833333333333332
7438	ENSG00000162073	4.0	48	16	3019246	3023490	1	N	0.08333333333333333
7439	ENSG00000163950	2.0	48	4	1694527	1714282	-1	N	0.041666666666666664
7440	ENSG00000148300	12.0	48	9	136271186	136283164	-1	Y	0.25
7441	ENSG00000185800	14.0	48	19	46286205	46296060	-1	N	0.2916666666666667
7442	ENSG00000180881	18.0	48	12	75669759	75784708	-1	N	0.375
7443	ENSG00000140030	2.0	48	14	88471468	88478419	1	N	0.041666666666666664
7444	ENSG00000166342	5.0	33	18	70409549	70535381	-1	Y	0.15151515151515152
7445	ENSG00000135912	7.0	48	2	219575568	219620139	1	N	0.14583333333333334
7446	ENSG00000119574	3.0	48	19	59024897	59050278	-1	Y	0.0625
7447	ENSG00000132205	3.0	48	18	2847028	2915991	1	Y	0.0625
7448	ENSG00000100941	1.0	48	14	39644387	39652422	1	N	0.020833333333333332
7449	ENSG00000172137	2.0	48	16	71392616	71424341	1	N	0.041666666666666664
7450	ENSG00000213937	15.0	47	16	3062457	3064506	1	N	0.3191489361702128
7451	ENSG00000185515	11.0	48	X	154299695	154351349	1	N	0.22916666666666666
7452	ENSG00000100433	2.0	28	14	88649113	88793251	-1	Y	0.07142857142857142
7453	ENSG00000104941	1.0	4	19	46298968	46318577	-1	Y	0.25
7454	ENSG00000172262	4.0	48	5	43065278	43192123	1	Y	0.08333333333333333
7455	ENSG00000162341	27.0	48	11	68816365	68858072	1	Y	0.5625
7456	ENSG00000124507	1.0	48	6	34433916	34503006	1	N	0.020833333333333332
7457	ENSG00000044090	24.0	48	6	43005355	43021683	-1	N	0.5
7458	ENSG00000101577	15.0	48	18	2916992	3013313	-1	Y	0.3125
7459	ENSG00000128928	33.0	48	15	40697686	40728146	1	N	0.6875
7460	ENSG00000169814	4.0	48	3	15642848	15687329	1	N	0.08333333333333333
7461	ENSG00000006327	1.0	48	16	3068446	3072384	1	N	0.020833333333333332
7462	ENSG00000151116	2.0	48	11	18551156	18610294	-1	N	0.041666666666666664
7463	ENSG00000164087	2.0	48	3	52109269	52188706	-1	N	0.041666666666666664
7464	ENSG00000203965	15.0	48	1	63989043	64038364	1	N	0.3125
7465	ENSG00000109794	35.0	48	4	187025573	187093821	1	Y	0.7291666666666666
7466	ENSG00000042445	14.0	48	2	85569211	85581743	-1	Y	0.2916666666666667
7467	ENSG00000102226	6.0	48	X	47092089	47107727	1	Y	0.125
7468	ENSG00000106617	3.0	48	7	151253197	151574210	-1	Y	0.0625
7469	ENSG00000225556	2.0	48	1	151810295	151813033	-1	N	0.041666666666666664
7470	ENSG00000104635	2.0	48	8	22224762	22291642	1	N	0.041666666666666664
7471	ENSG00000166734	4.0	48	15	44580927	44707956	1	N	0.08333333333333333
7472	ENSG00000100083	11.0	48	22	38004481	38029571	1	N	0.22916666666666666
7473	ENSG00000172399	7.0	48	4	120056939	120108944	1	N	0.14583333333333334
7474	ENSG00000163820	14.0	48	3	45959396	46037316	-1	N	0.2916666666666667
7475	ENSG00000124302	10.0	46	19	34112861	34264414	1	Y	0.21739130434782608
7476	ENSG00000214435	41.0	48	10	104629273	104661656	1	Y	0.8541666666666666
7477	ENSG00000196407	3.0	48	1	151819739	151826173	-1	Y	0.0625
7478	ENSG00000139133	9.0	48	12	34175216	34182629	1	Y	0.1875
7479	ENSG00000050426	6.0	48	12	51441745	51454207	1	N	0.125
7480	ENSG00000103145	1.0	48	16	3072621	3074287	-1	N	0.020833333333333332
7481	ENSG00000269753	2.0	42	1	2258581	2259042	1	N	0.047619047619047616
7482	ENSG00000198873	2.0	48	10	120967101	121215131	1	Y	0.041666666666666664
7483	ENSG00000178636	3.0	32	4	120113928	120133799	-1	Y	0.09375
7484	ENSG00000083544	9.0	48	13	60970591	61148012	1	N	0.1875
7485	ENSG00000138772	12.0	48	4	79472673	79531597	1	N	0.25
7486	ENSG00000116652	1.0	46	1	64014588	64015405	1	N	0.021739130434782608
7487	ENSG00000143771	30.0	48	1	224544552	224567161	1	N	0.625
7488	ENSG00000125755	11.0	48	19	46318668	46366548	-1	N	0.22916666666666666
7489	ENSG00000159445	30.0	48	1	151846060	151882284	-1	N	0.625
7490	ENSG00000157916	6.0	48	1	2323267	2336883	1	N	0.125
7491	ENSG00000164808	3.0	48	8	48173167	48648868	1	Y	0.0625
7492	ENSG00000140320	8.0	48	15	40731920	40760441	1	Y	0.16666666666666666
7493	ENSG00000153885	9.0	48	19	34286838	34306668	1	N	0.1875
7494	ENSG00000165304	2.0	38	9	36572859	36677678	1	Y	0.05263157894736842
7495	ENSG00000137817	6.0	48	15	72533522	72565340	-1	N	0.125
7496	ENSG00000145390	9.0	48	4	120133742	120216672	1	Y	0.1875
7497	ENSG00000100218	2.0	46	22	23401593	23487208	-1	Y	0.043478260869565216
7498	ENSG00000161203	5.0	48	3	183892477	183901879	1	N	0.10416666666666667
7499	ENSG00000079739	8.0	48	1	64058947	64125916	1	N	0.16666666666666666
7500	ENSG00000168936	27.0	48	4	1717679	1723085	-1	Y	0.5625
7501	ENSG00000197747	16.0	48	1	151955391	151966866	-1	N	0.3333333333333333
7502	ENSG00000072042	2.0	48	14	68143518	68162531	-1	N	0.041666666666666664
7503	ENSG00000152229	3.0	48	18	43563502	43652238	-1	N	0.0625
7504	ENSG00000181610	2.0	48	17	55916842	55927417	-1	N	0.041666666666666664
7505	ENSG00000185085	2.0	48	11	62414320	62420774	-1	N	0.041666666666666664
7506	ENSG00000101605	8.0	48	18	3066805	3220106	-1	Y	0.16666666666666666
7507	ENSG00000197991	9.0	45	13	61983818	62002220	-1	N	0.2
7508	ENSG00000232013	7.0	30	3	145782358	145784156	1	N	0.23333333333333334
7509	ENSG00000141665	12.0	45	18	71740588	71815100	-1	N	0.26666666666666666
7510	ENSG00000128266	5.0	48	22	23412540	23467224	1	N	0.10416666666666667
7511	ENSG00000172927	6.0	35	11	69061605	69182494	1	N	0.17142857142857143
7512	ENSG00000179119	9.0	48	11	18627948	18656338	-1	N	0.1875
7513	ENSG00000132541	9.0	48	8	99114572	99129469	-1	N	0.1875
7514	ENSG00000160323	30.0	48	9	136279478	136324508	1	Y	0.625
7515	ENSG00000147124	2.0	48	X	47305278	47342345	-1	Y	0.041666666666666664
7516	ENSG00000163191	2.0	48	1	152004982	152020383	-1	N	0.041666666666666664
7517	ENSG00000134463	29.0	48	10	11784365	11806069	1	N	0.6041666666666666
7518	ENSG00000206560	6.0	48	3	15708743	15901278	-1	Y	0.125
7519	ENSG00000145868	6.0	48	5	147763498	147822399	1	N	0.125
7520	ENSG00000162194	9.0	48	11	62430287	62439727	-1	N	0.1875
7521	ENSG00000013810	19.0	48	4	1723227	1746898	1	N	0.3958333333333333
7522	ENSG00000089159	3.0	48	12	120648250	120703574	-1	N	0.0625
7523	ENSG00000138433	2.0	48	2	175212750	175260443	-1	N	0.041666666666666664
