	Ensembl Gene ID	affectedTissues	expressedTissues	Chromosome Name	Gene Start (bp)	Gene End (bp)	Strand	propOfExpressedAffectedByeQTL	CNV
10505	ENSG00000155621	47.0	48	9	74526426	74600970	1	0.9791666666666666	N
10506	ENSG00000135317	19.0	48	6	86215214	86303874	-1	0.3958333333333333	N
10507	ENSG00000165458	25.0	48	11	71934745	71950149	1	0.5208333333333334	N
10508	ENSG00000010361	48.0	48	19	50310126	50320633	-1	1.0	N
10509	ENSG00000180198	47.0	48	1	28832455	28865812	1	0.9791666666666666	Y
10510	ENSG00000120963	46.0	48	8	102190106	102218421	-1	0.9583333333333334	N
10511	ENSG00000244122	4.0	11	2	234590584	234681945	1	0.36363636363636365	Y
10512	ENSG00000074803	19.0	21	15	48483861	48596275	1	0.9047619047619048	Y
10513	ENSG00000136478	43.0	48	17	62224587	62340661	-1	0.8958333333333334	N
10514	ENSG00000173409	48.0	48	1	231114727	231136341	1	1.0	N
10515	ENSG00000213424	3.0	46	17	38810917	38821433	-1	0.06521739130434782	N
10516	ENSG00000213132	31.0	31	3	187896331	187898598	1	1.0	N
10517	ENSG00000181781	46.0	46	19	463346	474983	-1	1.0	N
10518	ENSG00000087269	32.0	48	4	2939660	2965112	-1	0.6666666666666666	Y
10519	ENSG00000115758	12.0	48	2	10580094	10588630	-1	0.25	N
10520	ENSG00000134864	48.0	48	13	101183810	101241782	-1	1.0	Y
10521	ENSG00000182118	40.0	48	1	231154704	231175992	-1	0.8333333333333334	N
10522	ENSG00000147509	7.0	37	8	54764368	54871863	1	0.1891891891891892	Y
10523	ENSG00000100461	48.0	48	14	23369854	23388393	-1	1.0	N
10524	ENSG00000235878	48.0	48	21	47612391	47613673	-1	1.0	Y
10525	ENSG00000006634	4.0	48	7	87505531	87538856	1	0.08333333333333333	N
10526	ENSG00000099866	47.0	48	19	489176	505347	1	0.9791666666666666	Y
10527	ENSG00000170091	11.0	48	5	173472607	173670504	1	0.22916666666666666	Y
10528	ENSG00000115828	46.0	48	2	37571717	37600465	1	0.9583333333333334	N
10529	ENSG00000196588	18.0	48	22	40806285	41032706	-1	0.375	Y
10530	ENSG00000121101	48.0	48	17	56634039	56769416	-1	1.0	Y
10531	ENSG00000083307	3.0	25	8	102504660	102681954	1	0.12	Y
10532	ENSG00000198003	9.0	48	19	11531272	11546603	-1	0.1875	Y
10533	ENSG00000188001	13.0	40	3	188665003	189043093	1	0.325	Y
10534	ENSG00000136715	37.0	48	2	128698791	128785694	-1	0.7708333333333334	Y
10535	ENSG00000198225	4.0	48	6	63921351	63922929	1	0.08333333333333333	N
10536	ENSG00000165533	36.0	48	14	89290497	89344335	1	0.75	N
10537	ENSG00000116251	3.0	48	1	6241329	6269449	-1	0.0625	N
10538	ENSG00000172171	48.0	48	17	29224354	29233838	-1	1.0	Y
10539	ENSG00000119125	16.0	30	9	74729511	74872109	1	0.5333333333333333	Y
10540	ENSG00000196876	21.0	46	12	51984050	52206648	1	0.45652173913043476	Y
10541	ENSG00000125247	48.0	48	13	101256181	101327347	-1	1.0	N
10542	ENSG00000146166	10.0	12	6	63985856	64029882	-1	0.8333333333333334	N
10543	ENSG00000134028	32.0	34	8	24241798	24263526	1	0.9411764705882353	N
10544	ENSG00000142319	29.0	30	5	1392909	1445545	-1	0.9666666666666667	Y
10545	ENSG00000144290	6.0	27	2	162280843	162841792	1	0.2222222222222222	Y
10546	ENSG00000180098	1.0	48	1	28879597	28905051	1	0.020833333333333332	N
10547	ENSG00000167916	29.0	32	17	38854243	38860002	-1	0.90625	N
10548	ENSG00000167165	5.0	12	2	234600253	234681946	1	0.4166666666666667	Y
10549	ENSG00000112245	44.0	48	6	64231666	64293492	1	0.9166666666666666	N
10550	ENSG00000160294	48.0	48	21	47655047	47706211	-1	1.0	Y
10551	ENSG00000143633	47.0	48	1	231359509	231376933	-1	0.9791666666666666	N
10552	ENSG00000175985	38.0	46	14	69951409	69995215	1	0.8260869565217391	N
10553	ENSG00000131055	46.0	46	20	30225691	30232809	1	1.0	N
10554	ENSG00000165704	14.0	48	X	133594183	133654543	1	0.2916666666666667	N
10555	ENSG00000140632	43.0	48	16	4853204	4897343	-1	0.8958333333333334	Y
10556	ENSG00000158286	47.0	48	1	6265535	6281359	1	0.9791666666666666	Y
10557	ENSG00000180525	4.0	45	10	695888	711109	1	0.08888888888888889	Y
10558	ENSG00000120656	2.0	48	1	28915835	28969597	-1	0.041666666666666664	Y
10559	ENSG00000188021	21.0	48	X	56590026	56593443	1	0.4375	N
10560	ENSG00000111261	12.0	48	12	12482198	12503475	-1	0.25	N
10561	ENSG00000184060	31.0	48	17	29233362	29286340	1	0.6458333333333334	Y
10562	ENSG00000120149	24.0	45	5	174151536	174157896	1	0.5333333333333333	N
10563	ENSG00000171552	20.0	48	20	30252255	30311792	-1	0.4166666666666667	N
10564	ENSG00000204271	8.0	48	X	57002803	57021970	-1	0.16666666666666666	N
10565	ENSG00000171446	21.0	22	17	38933060	38938786	-1	0.9545454545454546	N
10566	ENSG00000205791	9.0	48	12	12508342	12510001	-1	0.1875	N
10567	ENSG00000155130	13.0	48	6	114178541	114184648	1	0.2708333333333333	N
10568	ENSG00000126952	37.0	37	X	101087085	101112549	-1	1.0	Y
10569	ENSG00000007372	37.0	48	11	31806340	31839509	-1	0.7708333333333334	N
10570	ENSG00000165714	48.0	48	12	12510013	12619840	1	1.0	Y
10571	ENSG00000163171	28.0	48	2	37869032	37965611	-1	0.5833333333333334	Y
10572	ENSG00000188060	5.0	48	1	28918712	28921955	1	0.10416666666666667	N
10573	ENSG00000168887	7.0	48	2	85833777	85839189	-1	0.14583333333333334	N
10574	ENSG00000107372	22.0	48	9	74966341	74980163	-1	0.4583333333333333	N
10575	ENSG00000121552	34.0	48	3	122044091	122060819	1	0.7083333333333334	N
10576	ENSG00000128285	41.0	46	22	41074754	41078818	1	0.8913043478260869	N
10577	ENSG00000138279	14.0	48	10	75134859	75173834	-1	0.2916666666666667	N
10578	ENSG00000131480	7.0	48	17	40996617	41002724	1	0.14583333333333334	N
10579	ENSG00000100647	13.0	48	14	70078313	70181859	1	0.2708333333333333	N
10580	ENSG00000130175	48.0	48	19	11546109	11561783	1	1.0	N
10581	ENSG00000116906	48.0	48	1	231376953	231413719	1	1.0	N
10582	ENSG00000162419	6.0	48	1	28995244	29045865	1	0.125	N
10583	ENSG00000160124	47.0	48	3	122078438	122102078	-1	0.9791666666666666	Y
10584	ENSG00000143612	46.0	48	1	154179182	154193104	-1	0.9583333333333334	N
10585	ENSG00000165462	2.0	10	11	71950121	71956708	-1	0.2	N
10586	ENSG00000125388	48.0	48	4	2965335	3042474	1	1.0	Y
10587	ENSG00000102452	37.0	46	13	101706130	102068843	-1	0.8043478260869565	Y
10588	ENSG00000107929	48.0	48	10	855484	977564	-1	1.0	Y
10589	ENSG00000088325	17.0	48	20	30327074	30389608	1	0.3541666666666667	N
10590	ENSG00000184261	3.0	37	2	47743720	47798078	-1	0.08108108108108109	N
10591	ENSG00000128610	9.0	17	7	121941448	121950745	-1	0.5294117647058824	N
10592	ENSG00000104490	10.0	48	8	102698771	103137135	-1	0.20833333333333334	Y
10593	ENSG00000155850	20.0	48	5	149340300	149373018	1	0.4166666666666667	N
10594	ENSG00000141933	48.0	48	19	507299	519654	1	1.0	Y
10595	ENSG00000196591	26.0	48	6	114254192	114332472	-1	0.5416666666666666	N
10596	ENSG00000100372	47.0	48	22	41165634	41215403	-1	0.9791666666666666	N
10597	ENSG00000182308	48.0	48	4	41983713	41988476	1	1.0	N
10598	ENSG00000129667	48.0	48	17	74466973	74497872	-1	1.0	N
10599	ENSG00000165091	26.0	29	9	75136717	75451267	1	0.896551724137931	Y
10600	ENSG00000114023	43.0	48	3	122103023	122131181	1	0.8958333333333334	N
10601	ENSG00000099804	43.0	48	19	531714	542097	1	0.8958333333333334	Y
10602	ENSG00000116903	15.0	48	1	231468480	231473598	-1	0.3125	N
10603	ENSG00000014824	48.0	48	4	41992489	42092474	1	1.0	Y
10604	ENSG00000128951	46.0	48	15	48623208	48635570	1	0.9583333333333334	Y
10605	ENSG00000077254	34.0	48	1	78161672	78225537	-1	0.7083333333333334	N
10606	ENSG00000151090	22.0	47	3	24158651	24536773	-1	0.46808510638297873	Y
10607	ENSG00000111325	46.0	48	12	123459127	123464590	1	0.9583333333333334	N
10608	ENSG00000186787	48.0	48	X	57144984	57147980	-1	1.0	N
10609	ENSG00000141404	48.0	48	18	11688955	11885684	1	1.0	Y
10610	ENSG00000010072	48.0	48	1	231472850	231490769	1	1.0	N
10611	ENSG00000118094	25.0	44	11	118528026	118550399	-1	0.5681818181818182	Y
10612	ENSG00000104973	46.0	48	19	50321539	50342073	1	0.9583333333333334	Y
10613	ENSG00000197540	37.0	48	19	544034	549919	1	0.7708333333333334	Y
10614	ENSG00000168994	40.0	48	6	3722848	3752260	-1	0.8333333333333334	N
10615	ENSG00000018236	34.0	46	12	41086244	41466220	1	0.7391304347826086	Y
10616	ENSG00000151465	48.0	48	10	12237964	12292588	1	1.0	Y
10617	ENSG00000136014	46.0	46	12	95910336	95945266	-1	1.0	N
10618	ENSG00000115761	42.0	48	2	10710892	10830101	-1	0.875	N
10619	ENSG00000135766	23.0	48	1	231499497	231560790	-1	0.4791666666666667	Y
10620	ENSG00000140481	2.0	15	15	74509613	74628813	1	0.13333333333333333	Y
10621	ENSG00000156504	8.0	48	X	133903596	133931262	-1	0.16666666666666666	Y
10622	ENSG00000162129	28.0	48	11	72003469	72145692	-1	0.5833333333333334	Y
10623	ENSG00000069206	2.0	2	8	24298443	24384483	1	1.0	Y
10624	ENSG00000184845	10.0	41	5	174867042	174871211	-1	0.24390243902439024	N
10625	ENSG00000176248	37.0	48	9	140069236	140082989	-1	0.7708333333333334	N
10626	ENSG00000145945	47.0	48	6	3849620	3851551	1	0.9791666666666666	N
10627	ENSG00000165092	34.0	48	9	75515578	75695358	-1	0.7083333333333334	Y
10628	ENSG00000241962	8.0	40	2	99757948	99939204	1	0.2	Y
10629	ENSG00000121270	16.0	31	16	48200821	48281479	-1	0.5161290322580645	N
10630	ENSG00000146530	37.0	37	7	12370511	12443567	-1	1.0	N
10631	ENSG00000187735	27.0	48	8	54879112	54935089	-1	0.5625	N
10632	ENSG00000169727	10.0	48	17	80008567	80015346	1	0.20833333333333334	N
10633	ENSG00000204610	7.0	13	6	30130993	30140473	1	0.5384615384615384	Y
10634	ENSG00000172270	45.0	48	19	571297	583493	1	0.9375	N
10635	ENSG00000198492	38.0	48	1	29063133	29096287	1	0.7916666666666666	N
10636	ENSG00000049449	48.0	48	11	31833939	32127301	1	1.0	Y
10637	ENSG00000182362	48.0	48	21	47706251	47717665	1	1.0	Y
10638	ENSG00000145965	14.0	48	6	3982909	3984372	1	0.2916666666666667	N
10639	ENSG00000116918	2.0	48	1	231664399	231702270	1	0.041666666666666664	N
10640	ENSG00000164466	29.0	48	5	174904065	174956745	1	0.6041666666666666	N
10641	ENSG00000198925	38.0	48	2	220074494	220094439	-1	0.7916666666666666	N
10642	ENSG00000015479	5.0	48	5	138609441	138667360	1	0.10416666666666667	N
10643	ENSG00000101306	48.0	48	20	30407111	30422492	1	1.0	Y
10644	ENSG00000147059	9.0	43	X	57160963	57164058	-1	0.20930232558139536	N
10645	ENSG00000161249	29.0	48	19	35988122	36004560	-1	0.6041666666666666	Y
10646	ENSG00000176101	31.0	48	9	140083099	140084822	1	0.6458333333333334	N
10647	ENSG00000153395	47.0	48	5	1456595	1524092	-1	0.9791666666666666	Y
10648	ENSG00000173088	19.0	46	10	97667360	97698480	1	0.41304347826086957	N
10649	ENSG00000165591	43.0	48	X	57313139	57515629	1	0.8958333333333334	N
10650	ENSG00000175161	32.0	45	3	85008132	86123579	1	0.7111111111111111	Y
10651	ENSG00000115841	48.0	48	2	38150330	38294285	1	1.0	Y
10652	ENSG00000168878	5.0	48	2	85884437	85895864	-1	0.10416666666666667	Y
10653	ENSG00000269948	1.0	42	10	97709725	97744785	1	0.023809523809523808	N
10654	ENSG00000179772	21.0	46	20	30432103	30433420	-1	0.45652173913043476	N
10655	ENSG00000176058	23.0	48	9	140086069	140098645	-1	0.4791666666666667	N
10656	ENSG00000081803	38.0	47	7	121958481	122526813	-1	0.8085106382978723	Y
10657	ENSG00000180488	28.0	48	1	78245309	78344106	1	0.5833333333333334	Y
10658	ENSG00000100380	48.0	48	22	41220539	41253026	-1	1.0	N
10659	ENSG00000048392	46.0	48	8	103216730	103251346	-1	0.9583333333333334	N
10660	ENSG00000131471	40.0	48	17	41003201	41010147	1	0.8333333333333334	N
10661	ENSG00000188649	34.0	47	10	97733786	97792441	1	0.723404255319149	Y
10662	ENSG00000187713	3.0	48	9	140098534	140100090	-1	0.0625	N
10663	ENSG00000104722	17.0	47	8	24770525	24776607	1	0.3617021276595745	N
10664	ENSG00000184937	8.0	27	11	32409321	32457176	-1	0.2962962962962963	N
10665	ENSG00000163755	45.0	48	3	148847371	148891519	1	0.9375	N
10666	ENSG00000188848	18.0	35	4	42112955	42154895	-1	0.5142857142857142	Y
10667	ENSG00000008277	26.0	48	7	87563458	87832204	1	0.5416666666666666	Y
10668	ENSG00000149599	47.0	47	20	30435440	30458550	-1	1.0	N
10669	ENSG00000160298	48.0	48	21	47720095	47743789	-1	1.0	N
10670	ENSG00000116237	48.0	48	1	6281253	6296032	-1	1.0	Y
10671	ENSG00000244474	1.0	4	2	234627424	234681945	1	0.25	Y
10672	ENSG00000135046	31.0	48	9	75766673	75785309	1	0.6458333333333334	N
10673	ENSG00000077092	6.0	48	3	25215823	25639423	1	0.125	Y
10674	ENSG00000196361	3.0	42	19	11562141	11591861	-1	0.07142857142857142	N
10675	ENSG00000165449	35.0	47	10	61410523	61495760	-1	0.7446808510638298	Y
10676	ENSG00000186395	6.0	48	17	38974369	38978847	-1	0.125	N
10677	ENSG00000178343	20.0	47	4	42399856	42404504	1	0.425531914893617	N
10678	ENSG00000108559	41.0	48	17	5264258	5323480	-1	0.8541666666666666	Y
10679	ENSG00000198455	6.0	48	X	57618269	57623906	1	0.125	N
10680	ENSG00000167920	48.0	48	17	38975358	38992522	1	1.0	N
10681	ENSG00000188566	45.0	48	9	140100147	140111461	1	0.9375	Y
10682	ENSG00000108091	40.0	48	10	61548521	61666414	-1	0.8333333333333334	Y
10683	ENSG00000269563	5.0	8	2	47799601	47801998	1	0.625	N
10684	ENSG00000187242	6.0	11	17	39017555	39023462	-1	0.5454545454545454	N
10685	ENSG00000112739	36.0	48	6	4021501	4065217	1	0.75	Y
10686	ENSG00000234127	48.0	48	6	30152232	30181204	-1	1.0	Y
10687	ENSG00000255112	42.0	48	18	11851395	11854448	1	0.875	N
10688	ENSG00000161914	6.0	48	19	11594242	11616738	-1	0.125	N
10689	ENSG00000158292	30.0	48	1	6307406	6321035	-1	0.625	Y
10690	ENSG00000166147	15.0	48	15	48700503	48938046	-1	0.3125	Y
10691	ENSG00000185038	9.0	12	2	234684370	234742069	1	0.75	Y
10692	ENSG00000164296	48.0	48	5	149372681	149380730	-1	1.0	Y
10693	ENSG00000159023	26.0	48	1	29213603	29446553	1	0.5416666666666666	Y
10694	ENSG00000220575	5.0	14	7	154858777	154863267	-1	0.35714285714285715	N
10695	ENSG00000157219	12.0	15	7	154862034	154877459	1	0.8	Y
10696	ENSG00000197386	29.0	48	4	3076408	3245676	1	0.6041666666666666	Y
10697	ENSG00000171617	39.0	48	5	73923234	73937249	-1	0.8125	N
10698	ENSG00000118900	42.0	48	16	4896666	4932361	1	0.875	Y
10699	ENSG00000217825	1.0	2	7	154988273	154990165	-1	0.5	N
10700	ENSG00000162614	48.0	48	1	78354198	78409580	1	1.0	N
10701	ENSG00000212864	40.0	48	9	140114707	140116033	-1	0.8333333333333334	N
10702	ENSG00000206538	8.0	46	3	86987119	87040269	-1	0.17391304347826086	N
10703	ENSG00000113716	48.0	48	5	149379884	149432386	1	1.0	N
10704	ENSG00000140459	48.0	48	15	74630100	74660081	-1	1.0	N
10705	ENSG00000197191	45.0	48	9	140119087	140120763	1	0.9375	N
10706	ENSG00000074527	41.0	48	12	96051583	96184930	-1	0.8541666666666666	N
10707	ENSG00000113749	1.0	46	5	175085033	175113245	1	0.021739130434782608	N
10708	ENSG00000233198	46.0	46	9	140122018	140124090	1	1.0	N
10709	ENSG00000156500	47.0	48	X	133930819	133988640	1	0.9791666666666666	N
10710	ENSG00000186480	3.0	48	7	155089486	155101945	1	0.0625	N
10711	ENSG00000107443	37.0	48	10	97803151	97820627	1	0.7708333333333334	N
10712	ENSG00000006747	40.0	45	7	12610203	12693228	1	0.8888888888888888	N
10713	ENSG00000198569	36.0	44	9	140125209	140131006	1	0.8181818181818182	N
10714	ENSG00000198963	5.0	43	9	77112281	77308093	1	0.11627906976744186	Y
10715	ENSG00000083937	48.0	48	3	87276421	87304698	1	1.0	N
10716	ENSG00000124406	48.0	48	4	42410390	42659122	-1	1.0	Y
10717	ENSG00000104960	48.0	48	19	50353992	50364001	1	1.0	N
10718	ENSG00000145920	4.0	48	5	175223313	175311023	1	0.08333333333333333	N
10719	ENSG00000198542	34.0	48	13	102104966	102375456	1	0.7083333333333334	N
10720	ENSG00000130159	48.0	48	19	11616731	11639989	-1	1.0	N
10721	ENSG00000182578	35.0	48	5	149432854	149492935	-1	0.7291666666666666	Y
10722	ENSG00000116062	48.0	48	2	47922669	48037240	1	1.0	N
10723	ENSG00000188229	3.0	48	9	140135665	140138159	1	0.0625	N
10724	ENSG00000273045	15.0	48	2	99757948	99767950	1	0.3125	N
10725	ENSG00000181481	36.0	48	17	29295803	29326929	1	0.75	N
10726	ENSG00000168152	42.0	48	4	83821837	83841122	1	0.875	N
10727	ENSG00000165966	42.0	44	12	41582250	41968392	1	0.9545454545454546	Y
10728	ENSG00000271605	48.0	48	17	62461569	62464760	1	1.0	N
10729	ENSG00000022976	47.0	48	14	102783714	102809044	1	0.9791666666666666	Y
10730	ENSG00000097021	38.0	48	1	6324329	6454451	-1	0.7916666666666666	Y
10731	ENSG00000118898	17.0	48	16	4932508	5010742	-1	0.3541666666666667	Y
10732	ENSG00000188163	46.0	46	9	140138036	140142222	-1	1.0	N
10733	ENSG00000171431	3.0	25	17	39032193	39041479	-1	0.12	N
10734	ENSG00000102466	25.0	46	13	102372134	103054124	-1	0.5434782608695652	Y
10735	ENSG00000197748	43.0	44	10	105889646	105992120	-1	0.9772727272727273	N
10736	ENSG00000123485	16.0	42	2	234742062	234763212	-1	0.38095238095238093	N
10737	ENSG00000256525	30.0	48	17	62473902	62493154	-1	0.625	N
10738	ENSG00000111266	4.0	48	12	12628829	12715317	-1	0.08333333333333333	Y
10739	ENSG00000118482	5.0	48	6	64345725	64489229	1	0.10416666666666667	N
10740	ENSG00000204599	24.0	48	6	30294256	30311506	1	0.5	N
10741	ENSG00000131044	47.0	48	20	30458505	30532764	1	0.9791666666666666	Y
10742	ENSG00000197768	47.0	48	9	140145713	140147934	1	0.9791666666666666	N
10743	ENSG00000198205	16.0	48	X	57931864	57937067	-1	0.3333333333333333	N
10744	ENSG00000108244	39.0	47	17	39078948	39093886	-1	0.8297872340425532	N
10745	ENSG00000186767	1.0	48	X	62567107	62571223	-1	0.020833333333333332	N
10746	ENSG00000110367	48.0	48	11	118620034	118661858	-1	1.0	Y
10747	ENSG00000196981	48.0	48	3	122130715	122134882	-1	1.0	N
10748	ENSG00000154889	48.0	48	18	11882621	11909222	-1	1.0	N
10749	ENSG00000188986	48.0	48	9	140149625	140167998	1	1.0	N
10750	ENSG00000129197	48.0	48	17	5322961	5336196	1	1.0	N
10751	ENSG00000099822	20.0	48	19	589893	617159	1	0.4166666666666667	Y
10752	ENSG00000144182	48.0	48	2	99771418	99779620	1	1.0	N
10753	ENSG00000162946	46.0	48	1	231762561	232177018	1	0.9583333333333334	Y
10754	ENSG00000149100	48.0	48	11	32605344	32627808	1	1.0	N
10755	ENSG00000198113	47.0	48	9	140172201	140177093	1	0.9791666666666666	N
10756	ENSG00000131089	17.0	48	X	62854847	63005426	-1	0.3541666666666667	N
10757	ENSG00000135439	15.0	48	12	58118980	58135940	-1	0.3125	N
10758	ENSG00000134900	47.0	48	13	103249353	103331521	1	0.9791666666666666	N
10759	ENSG00000160683	1.0	9	11	118754475	118768508	1	0.1111111111111111	N
10760	ENSG00000198435	2.0	48	9	140194083	140196703	-1	0.041666666666666664	N
10761	ENSG00000051596	48.0	48	5	175344876	175461683	-1	1.0	Y
10762	ENSG00000196236	48.0	48	22	41253081	41363838	1	1.0	Y
10763	ENSG00000102910	47.0	48	16	48278207	48397033	1	0.9791666666666666	N
10764	ENSG00000114030	42.0	48	3	122140796	122233792	-1	0.875	N
10765	ENSG00000151150	37.0	47	10	61786056	62493248	-1	0.7872340425531915	Y
10766	ENSG00000162613	48.0	48	1	78409740	78444794	-1	1.0	N
10767	ENSG00000189308	32.0	48	4	83831126	83934079	-1	0.6666666666666666	Y
10768	ENSG00000138623	11.0	48	15	74701630	74726808	-1	0.22916666666666666	N
10769	ENSG00000186174	2.0	48	11	118764584	118796317	-1	0.041666666666666664	N
10770	ENSG00000171421	48.0	48	5	1798500	1801480	-1	1.0	N
10771	ENSG00000099821	42.0	48	19	617223	633597	-1	0.875	N
10772	ENSG00000131482	1.0	9	17	41052814	41065386	1	0.1111111111111111	N
10773	ENSG00000100650	2.0	48	14	70193617	70238722	1	0.041666666666666664	N
10774	ENSG00000166432	48.0	48	X	101137262	101187004	-1	1.0	N
10775	ENSG00000064835	23.0	23	3	87308554	87325737	-1	1.0	N
10776	ENSG00000249853	2.0	32	6	114376750	114664209	-1	0.0625	N
10777	ENSG00000186714	3.0	13	11	32623792	32816204	-1	0.23076923076923078	Y
10778	ENSG00000187609	48.0	48	9	140201348	140317714	-1	1.0	Y
10779	ENSG00000107937	48.0	48	10	1034338	1065876	1	1.0	Y
10780	ENSG00000110375	4.0	34	11	118795873	118829269	1	0.11764705882352941	Y
10781	ENSG00000158411	48.0	48	2	99777890	99797521	-1	1.0	N
10782	ENSG00000218672	12.0	14	7	155174771	155189051	1	0.8571428571428571	Y
10783	ENSG00000186187	12.0	48	16	75032928	75144892	1	0.25	Y
10784	ENSG00000164778	32.0	38	7	155250824	155257526	1	0.8421052631578947	N
10785	ENSG00000111696	48.0	48	12	104164231	104234975	-1	1.0	N
10786	ENSG00000088356	14.0	48	20	30532758	30539895	-1	0.2916666666666667	N
10787	ENSG00000151233	47.0	48	12	42475647	42538681	-1	0.9791666666666666	Y
10788	ENSG00000146910	2.0	19	7	155266901	155326557	-1	0.10526315789473684	N
10789	ENSG00000113721	44.0	48	5	149493400	149535435	-1	0.9166666666666666	N
10790	ENSG00000147459	35.0	48	8	25042238	25275598	1	0.7291666666666666	Y
10791	ENSG00000095585	39.0	48	10	97951458	98031344	-1	0.8125	Y
10792	ENSG00000167612	12.0	20	12	52281744	52285448	1	0.6	N
10793	ENSG00000077097	47.0	48	3	25639475	25706398	-1	0.9791666666666666	Y
10794	ENSG00000260903	4.0	22	20	30555805	30591190	1	0.18181818181818182	N
10795	ENSG00000224389	48.0	48	6	31982539	32003195	1	1.0	Y
10796	ENSG00000144407	16.0	32	2	209224438	209719227	1	0.5	Y
10797	ENSG00000186166	48.0	48	11	118868852	118886501	1	1.0	N
10798	ENSG00000166816	48.0	48	16	75145758	75150669	-1	1.0	N
10799	ENSG00000144481	4.0	10	2	234826043	234928166	1	0.4	N
10800	ENSG00000101331	46.0	46	20	30598245	30619984	1	1.0	N
10801	ENSG00000103184	33.0	47	16	5008318	5069159	1	0.7021276595744681	Y
10802	ENSG00000139780	10.0	10	13	103338094	103346854	-1	1.0	N
10803	ENSG00000039650	47.0	48	19	50364461	50371166	-1	0.9791666666666666	Y
10804	ENSG00000111269	14.0	48	12	12764761	12798042	1	0.2916666666666667	N
10805	ENSG00000101928	6.0	48	X	134021656	134049297	-1	0.125	N
10806	ENSG00000120992	19.0	48	8	54958938	55014577	-1	0.3958333333333333	Y
10807	ENSG00000015153	20.0	48	12	42550906	42632151	-1	0.4166666666666667	Y
10808	ENSG00000175820	1.0	8	13	103381801	103389159	-1	0.125	N
10809	ENSG00000183150	44.0	45	12	12813825	12849141	-1	0.9777777777777777	N
10810	ENSG00000188747	48.0	48	9	140317802	140328858	1	1.0	Y
10811	ENSG00000130176	4.0	48	19	11649532	11661138	1	0.08333333333333333	N
10812	ENSG00000100865	48.0	48	14	102808956	102829253	-1	1.0	N
10813	ENSG00000253304	19.0	48	1	29445940	29450447	-1	0.3958333333333333	N
10814	ENSG00000162616	32.0	48	1	78444859	78483648	1	0.6666666666666666	N
10815	ENSG00000172404	1.0	47	22	41255553	41258130	-1	0.02127659574468085	N
10816	ENSG00000100387	2.0	48	22	41347351	41369313	1	0.041666666666666664	N
10817	ENSG00000047457	27.0	48	3	148880197	148939842	-1	0.5625	N
10818	ENSG00000138061	43.0	48	2	38294116	38337044	-1	0.8958333333333334	Y
10819	ENSG00000184517	48.0	48	16	75182390	75206134	1	1.0	Y
10820	ENSG00000151287	22.0	48	13	103418340	103426161	-1	0.4583333333333333	N
10821	ENSG00000108654	48.0	48	17	62495734	62504317	-1	1.0	N
10822	ENSG00000160299	48.0	48	21	47744036	47865682	1	1.0	Y
10823	ENSG00000116350	6.0	48	1	29474255	29508499	-1	0.125	N
10824	ENSG00000119121	6.0	45	9	77337411	77503010	-1	0.13333333333333333	N
10825	ENSG00000137960	31.0	47	1	78445226	78604133	1	0.6595744680851063	Y
10826	ENSG00000143569	1.0	48	1	154192655	154243986	1	0.020833333333333332	Y
10827	ENSG00000179097	38.0	43	3	88039846	88042919	1	0.8837209302325582	N
10828	ENSG00000188833	19.0	39	9	140328816	140336268	-1	0.48717948717948717	Y
10829	ENSG00000103174	48.0	48	16	5074845	5084142	-1	1.0	Y
10830	ENSG00000138629	41.0	48	15	74738318	74753523	-1	0.8541666666666666	N
10831	ENSG00000196859	11.0	12	17	39114669	39123144	-1	0.9166666666666666	N
10832	ENSG00000168928	20.0	48	16	75237994	75241083	-1	0.4166666666666667	N
10833	ENSG00000154957	47.0	48	17	11880756	11900827	-1	0.9791666666666666	N
10834	ENSG00000135378	25.0	48	11	32851489	32879669	1	0.5208333333333334	Y
10835	ENSG00000163320	48.0	48	3	88101094	88199035	-1	1.0	N
10836	ENSG00000168268	48.0	48	3	52558386	52569070	-1	1.0	N
10837	ENSG00000196470	5.0	48	16	48390275	48482313	-1	0.10416666666666667	Y
10838	ENSG00000134901	13.0	48	13	103436631	103451357	-1	0.2708333333333333	N
10839	ENSG00000103995	48.0	48	15	49005125	49103343	-1	1.0	N
10840	ENSG00000122420	40.0	47	1	78769568	79005434	1	0.851063829787234	Y
10841	ENSG00000100393	42.0	48	22	41487790	41576081	1	0.875	N
10842	ENSG00000118181	48.0	48	11	118886422	118889401	-1	1.0	N
10843	ENSG00000116991	10.0	48	1	232533711	232697304	-1	0.20833333333333334	Y
10844	ENSG00000168925	15.0	48	16	75252898	75258822	1	0.3125	N
10845	ENSG00000115523	47.0	47	2	85912298	85925977	1	1.0	Y
10846	ENSG00000184675	8.0	48	X	63404997	63425624	-1	0.16666666666666666	N
10847	ENSG00000111816	46.0	47	6	116252312	116381921	-1	0.9787234042553191	N
10848	ENSG00000130165	45.0	48	19	11661962	11670051	-1	0.9375	N
10849	ENSG00000134897	48.0	48	13	103451399	103493885	1	1.0	N
10850	ENSG00000060749	48.0	48	11	32914724	33014862	1	1.0	N
10851	ENSG00000184905	48.0	48	X	101380660	101382683	1	1.0	N
10852	ENSG00000198881	1.0	2	X	63444076	63450511	-1	0.5	N
10853	ENSG00000053254	28.0	48	14	89591215	90085493	-1	0.5833333333333334	Y
10854	ENSG00000186642	35.0	48	11	72287185	72385635	-1	0.7291666666666666	Y
