field,value,count
gene_id,ENSG00000169432.10,7085
gene_id,ENSG00000230457.3,7086
gene_id,ENSG00000164616.10,7086
gene_id,ENSG00000182600.5,7086
gene_id,ENSG00000100865.10,7086
gene_id,ENSG00000197980.7,7086
gene_id,ENSG00000196663.11,7086
gene_id,ENSG00000124201.10,7087
gene_id,ENSG00000120742.6,7087
gene_id,ENSG00000236801.1,7087
gene_id,ENSG00000169026.8,7087
gene_id,ENSG00000162441.7,7087
gene_id,ENSG00000228150.1,7087
gene_id,ENSG00000270257.1,7087
gene_id,ENSG00000011295.11,7087
gene_id,ENSG00000198843.8,7087
gene_id,ENSG00000244155.1,7088
gene_id,ENSG00000071054.11,7088
gene_id,ENSG00000163947.7,7088
gene_id,ENSG00000177410.8,7088
gene_id,ENSG00000138190.12,7088
gene_id,ENSG00000138685.8,7088
gene_id,ENSG00000159958.3,7088
gene_id,ENSG00000173614.9,7088
gene_id,ENSG00000006377.9,7089
gene_id,ENSG00000135862.5,7089
gene_id,ENSG00000229180.4,7089
gene_id,ENSG00000264859.1,7089
gene_id,ENSG00000204049.1,7089
gene_id,ENSG00000227184.3,7090
gene_id,ENSG00000272720.1,7090
gene_id,ENSG00000257773.1,7090
gene_id,ENSG00000188674.6,7090
gene_id,ENSG00000270571.2,7090
gene_id,ENSG00000110427.10,7090
gene_id,ENSG00000226318.1,7090
gene_id,ENSG00000163625.11,7090
gene_id,ENSG00000237356.1,7090
gene_id,ENSG00000180769.4,7090
gene_id,ENSG00000145920.10,7091
gene_id,ENSG00000106004.4,7091
gene_id,ENSG00000105281.8,7091
gene_id,ENSG00000196811.7,7091
gene_id,ENSG00000172331.7,7091
gene_id,ENSG00000145569.5,7091
gene_id,ENSG00000238369.1,7092
gene_id,ENSG00000106038.8,7092
gene_id,ENSG00000105204.9,7092
gene_id,ENSG00000089101.13,7093
gene_id,ENSG00000155903.7,7093
gene_id,ENSG00000261071.1,7093
gene_id,ENSG00000164663.9,7093
gene_id,ENSG00000197576.9,7093
gene_id,ENSG00000186283.9,7093
gene_id,ENSG00000139278.5,7093
gene_id,ENSG00000211460.7,7093
gene_id,ENSG00000155438.7,7093
gene_id,ENSG00000225921.2,7094
gene_id,ENSG00000253308.2,7094
gene_id,ENSG00000259954.1,7094
gene_id,ENSG00000214941.3,7094
gene_id,ENSG00000176396.9,7094
gene_id,ENSG00000143061.13,7094
gene_id,ENSG00000135902.5,7094
gene_id,ENSG00000148700.9,7094
gene_id,ENSG00000237857.2,7094
gene_id,ENSG00000255794.2,7094
gene_id,ENSG00000178053.13,7095
gene_id,ENSG00000148634.11,7095
gene_id,ENSG00000214514.3,7095
gene_id,ENSG00000176890.11,7095
gene_id,ENSG00000140297.8,7095
gene_id,ENSG00000113578.13,7095
gene_id,ENSG00000268030.1,7095
gene_id,ENSG00000101343.10,7096
gene_id,ENSG00000134954.10,7096
gene_id,ENSG00000006042.7,7096
gene_id,ENSG00000223396.2,7096
gene_id,ENSG00000178585.10,7096
gene_id,ENSG00000152580.8,7096
gene_id,ENSG00000173124.10,7096
gene_id,ENSG00000237412.2,7096
gene_id,ENSG00000158773.10,7097
gene_id,ENSG00000125952.14,7097
gene_id,ENSG00000180549.7,7097
gene_id,ENSG00000185022.7,7097
gene_id,ENSG00000105700.6,7097
gene_id,ENSG00000230177.1,7098
gene_id,ENSG00000176912.3,7098
gene_id,ENSG00000259436.1,7098
gene_id,ENSG00000154582.12,7098
gene_id,ENSG00000184381.14,7098
gene_id,ENSG00000198914.2,7098
gene_id,ENSG00000103460.12,7098
gene_id,ENSG00000175606.6,7098
gene_id,ENSG00000128708.8,7099
gene_id,ENSG00000143801.12,7099
gene_id,ENSG00000171790.11,7099
gene_id,ENSG00000265158.1,7100
gene_id,ENSG00000234073.1,7100
gene_id,ENSG00000148343.14,7100
gene_id,ENSG00000139190.12,7100
gene_id,ENSG00000156802.8,7100
gene_id,ENSG00000177034.10,7101
gene_id,ENSG00000198042.6,7101
gene_id,ENSG00000181788.3,7101
gene_id,ENSG00000197261.7,7101
gene_id,ENSG00000267724.1,7101
gene_id,ENSG00000113296.10,7101
gene_id,ENSG00000128422.11,7101
gene_id,ENSG00000105202.3,7101
gene_id,ENSG00000107331.12,7101
gene_id,ENSG00000133640.14,7101
gene_id,ENSG00000231738.6,7101
gene_id,ENSG00000259168.1,7102
gene_id,ENSG00000233929.1,7102
gene_id,ENSG00000224786.1,7102
gene_id,ENSG00000181004.5,7102
gene_id,ENSG00000180539.4,7103
gene_id,ENSG00000271359.1,7103
gene_id,ENSG00000086598.6,7103
gene_id,ENSG00000124172.5,7103
gene_id,ENSG00000203797.5,7103
gene_id,ENSG00000176720.3,7103
gene_id,ENSG00000198718.8,7103
gene_id,ENSG00000138640.10,7103
gene_id,ENSG00000234782.2,7103
gene_id,ENSG00000128581.11,7103
gene_id,ENSG00000101158.8,7103
gene_id,ENSG00000072858.6,7104
gene_id,ENSG00000173418.7,7104
gene_id,ENSG00000256913.1,7104
gene_id,ENSG00000260695.1,7104
gene_id,ENSG00000185477.4,7104
gene_id,ENSG00000100979.10,7105
gene_id,ENSG00000165271.12,7105
gene_id,ENSG00000172728.11,7105
gene_id,ENSG00000266933.1,7105
gene_id,ENSG00000180346.2,7105
gene_id,ENSG00000140307.6,7105
gene_id,ENSG00000271040.1,7105
gene_id,ENSG00000215712.6,7105
gene_id,ENSG00000112218.7,7105
gene_id,ENSG00000108671.5,7106
gene_id,ENSG00000227484.1,7106
gene_id,ENSG00000171346.9,7106
gene_id,ENSG00000235117.2,7106
gene_id,ENSG00000156795.2,7106
gene_id,ENSG00000173812.6,7106
gene_id,ENSG00000155111.10,7106
gene_id,ENSG00000261728.1,7106
gene_id,ENSG00000197498.8,7106
gene_id,ENSG00000091157.9,7107
gene_id,ENSG00000187790.6,7107
gene_id,ENSG00000091164.8,7107
gene_id,ENSG00000214870.4,7107
gene_id,ENSG00000270720.1,7107
gene_id,ENSG00000101162.3,7107
gene_id,ENSG00000186832.4,7107
gene_id,ENSG00000175426.6,7108
gene_id,ENSG00000173214.5,7108
gene_id,ENSG00000172915.14,7108
gene_id,ENSG00000196511.9,7108
gene_id,ENSG00000247373.2,7108
gene_id,ENSG00000105701.11,7108
gene_id,ENSG00000237984.2,7108
gene_id,ENSG00000259118.1,7108
gene_id,ENSG00000138472.6,7108
gene_id,ENSG00000172461.6,7109
gene_id,ENSG00000197102.6,7109
gene_id,ENSG00000123500.5,7109
gene_id,ENSG00000185246.13,7109
gene_id,ENSG00000132837.10,7110
gene_id,ENSG00000187801.10,7110
gene_id,ENSG00000249852.1,7110
gene_id,ENSG00000137872.11,7110
gene_id,ENSG00000236377.1,7110
gene_id,ENSG00000259295.2,7110
gene_id,ENSG00000163864.10,7110
gene_id,ENSG00000272662.1,7110
gene_id,ENSG00000270956.1,7110
gene_id,ENSG00000152409.8,7110
gene_id,ENSG00000113845.5,7110
gene_id,ENSG00000171345.9,7111
gene_id,ENSG00000239353.1,7111
gene_id,ENSG00000269068.1,7111
gene_id,ENSG00000134014.12,7111
gene_id,ENSG00000132881.7,7111
gene_id,ENSG00000113749.5,7112
gene_id,ENSG00000196544.6,7112
gene_id,ENSG00000188883.4,7112
gene_id,ENSG00000175287.14,7112
gene_id,ENSG00000136160.10,7112
gene_id,ENSG00000273007.1,7112
gene_id,ENSG00000167491.13,7112
gene_id,ENSG00000183506.12,7112
gene_id,ENSG00000171551.7,7113
gene_id,ENSG00000116815.11,7113
gene_id,ENSG00000167916.4,7113
gene_id,ENSG00000100442.6,7113
gene_id,ENSG00000229585.4,7113
gene_id,ENSG00000237548.1,7114
gene_id,ENSG00000011376.5,7114
gene_id,ENSG00000185189.11,7114
gene_id,ENSG00000179362.10,7114
gene_id,ENSG00000267892.1,7114
gene_id,ENSG00000010017.9,7114
gene_id,ENSG00000263072.1,7114
gene_id,ENSG00000005156.7,7114
gene_id,ENSG00000132003.5,7115
gene_id,ENSG00000269916.1,7115
gene_id,ENSG00000112851.10,7116
gene_id,ENSG00000123505.10,7116
gene_id,ENSG00000270277.1,7116
gene_id,ENSG00000152413.10,7116
gene_id,ENSG00000136643.7,7116
gene_id,ENSG00000162444.11,7116
gene_id,ENSG00000272650.1,7116
gene_id,ENSG00000171103.6,7116
gene_id,ENSG00000259657.1,7117
gene_id,ENSG00000152127.4,7117
gene_id,ENSG00000198176.8,7117
gene_id,ENSG00000259715.1,7117
gene_id,ENSG00000112245.6,7117
gene_id,ENSG00000269961.1,7117
gene_id,ENSG00000185842.10,7117
gene_id,ENSG00000156475.14,7118
gene_id,ENSG00000271141.1,7118
gene_id,ENSG00000101166.11,7118
gene_id,ENSG00000163531.11,7118
gene_id,ENSG00000271384.1,7118
gene_id,ENSG00000197345.8,7118
gene_id,ENSG00000119383.15,7118
gene_id,ENSG00000132740.4,7118
gene_id,ENSG00000183814.11,7118
gene_id,ENSG00000160145.11,7119
gene_id,ENSG00000048544.5,7119
gene_id,ENSG00000139192.7,7119
gene_id,ENSG00000132518.6,7119
gene_id,ENSG00000176401.5,7119
gene_id,ENSG00000159176.9,7119
gene_id,ENSG00000264458.1,7119
gene_id,ENSG00000215039.2,7119
gene_id,ENSG00000133121.16,7119
gene_id,ENSG00000148341.13,7119
gene_id,ENSG00000082515.12,7119
gene_id,ENSG00000260920.1,7119
gene_id,ENSG00000249825.1,7120
gene_id,ENSG00000164621.5,7120
gene_id,ENSG00000229222.1,7120
gene_id,ENSG00000082516.8,7120
gene_id,ENSG00000095321.12,7120
gene_id,ENSG00000186847.5,7120
gene_id,ENSG00000124006.10,7120
gene_id,ENSG00000179833.4,7120
gene_id,ENSG00000100162.10,7120
gene_id,ENSG00000137513.5,7120
gene_id,ENSG00000269191.1,7121
gene_id,ENSG00000255974.2,7121
gene_id,ENSG00000259577.1,7121
gene_id,ENSG00000261096.1,7121
gene_id,ENSG00000234797.4,7121
gene_id,ENSG00000113658.12,7122
gene_id,ENSG00000255741.1,7122
gene_id,ENSG00000140299.7,7122
gene_id,ENSG00000101160.9,7122
gene_id,ENSG00000137819.9,7122
gene_id,ENSG00000123999.4,7122
gene_id,ENSG00000272444.1,7123
gene_id,ENSG00000164669.8,7123
gene_id,ENSG00000187514.10,7123
gene_id,ENSG00000106049.4,7123
gene_id,ENSG00000272892.1,7123
gene_id,ENSG00000155115.6,7123
gene_id,ENSG00000256751.1,7123
gene_id,ENSG00000117090.10,7123
gene_id,ENSG00000198160.10,7124
gene_id,ENSG00000104154.5,7124
gene_id,ENSG00000211581.1,7124
gene_id,ENSG00000104320.9,7124
gene_id,ENSG00000152763.12,7124
gene_id,ENSG00000160963.9,7124
gene_id,ENSG00000138347.11,7125
gene_id,ENSG00000228389.1,7125
gene_id,ENSG00000259298.1,7125
gene_id,ENSG00000107281.5,7125
gene_id,ENSG00000268938.2,7125
gene_id,ENSG00000186517.9,7125
gene_id,ENSG00000170323.4,7125
gene_id,ENSG00000141437.7,7125
gene_id,ENSG00000187815.5,7126
gene_id,ENSG00000171759.4,7126
gene_id,ENSG00000270574.1,7126
gene_id,ENSG00000139352.3,7126
gene_id,ENSG00000115112.7,7126
gene_id,ENSG00000253276.1,7127
gene_id,ENSG00000005810.13,7127
gene_id,ENSG00000228146.2,7127
gene_id,ENSG00000111364.11,7127
gene_id,ENSG00000128298.12,7127
gene_id,ENSG00000233457.1,7127
gene_id,ENSG00000102805.9,7127
gene_id,ENSG00000205704.5,7127
gene_id,ENSG00000137968.12,7127
gene_id,ENSG00000267457.1,7127
gene_id,ENSG00000177106.10,7127
gene_id,ENSG00000259618.1,7128
gene_id,ENSG00000154589.2,7128
gene_id,ENSG00000174844.10,7128
gene_id,ENSG00000141933.8,7128
gene_id,ENSG00000154310.12,7128
gene_id,ENSG00000124226.7,7129
gene_id,ENSG00000166006.8,7129
gene_id,ENSG00000143217.7,7129
gene_id,ENSG00000225792.1,7129
gene_id,ENSG00000217783.2,7129
gene_id,ENSG00000270112.2,7129
gene_id,ENSG00000005001.5,7129
gene_id,ENSG00000253389.2,7129
gene_id,ENSG00000171793.9,7130
gene_id,ENSG00000231764.4,7130
gene_id,ENSG00000268460.1,7130
gene_id,ENSG00000224536.1,7130
gene_id,ENSG00000139193.3,7130
gene_id,ENSG00000168016.9,7130
gene_id,ENSG00000250539.1,7131
gene_id,ENSG00000179862.5,7131
gene_id,ENSG00000263325.1,7131
gene_id,ENSG00000265222.1,7131
gene_id,ENSG00000257742.1,7131
gene_id,ENSG00000268621.1,7131
gene_id,ENSG00000177042.10,7131
gene_id,ENSG00000134313.10,7132
gene_id,ENSG00000271780.1,7132
gene_id,ENSG00000077380.11,7132
gene_id,ENSG00000180881.15,7133
gene_id,ENSG00000256612.3,7133
gene_id,ENSG00000144895.7,7133
gene_id,ENSG00000148123.10,7133
gene_id,ENSG00000116199.7,7133
gene_id,ENSG00000169604.15,7133
gene_id,ENSG00000180481.6,7133
gene_id,ENSG00000267519.2,7134
gene_id,ENSG00000122679.4,7134
gene_id,ENSG00000181577.11,7134
gene_id,ENSG00000225285.1,7134
gene_id,ENSG00000224650.2,7134
gene_id,ENSG00000179403.10,7134
gene_id,ENSG00000242970.2,7134
gene_id,ENSG00000198077.6,7134
gene_id,ENSG00000101638.9,7134
gene_id,ENSG00000223502.1,7135
gene_id,ENSG00000009307.11,7135
gene_id,ENSG00000124216.3,7135
gene_id,ENSG00000254427.1,7135
gene_id,ENSG00000144524.13,7135
gene_id,ENSG00000237686.2,7135
gene_id,ENSG00000157445.10,7135
gene_id,ENSG00000224113.2,7135
gene_id,ENSG00000164331.5,7135
gene_id,ENSG00000167220.7,7135
gene_id,ENSG00000176142.8,7136
gene_id,ENSG00000179593.11,7136
gene_id,ENSG00000104325.2,7136
gene_id,ENSG00000164187.6,7136
gene_id,ENSG00000170917.9,7136
gene_id,ENSG00000100982.7,7136
gene_id,ENSG00000151470.8,7136
gene_id,ENSG00000105656.8,7136
gene_id,ENSG00000186838.9,7136
gene_id,ENSG00000145604.11,7136
gene_id,ENSG00000115523.12,7136
gene_id,ENSG00000259869.1,7137
gene_id,ENSG00000182580.2,7137
gene_id,ENSG00000115353.6,7137
gene_id,ENSG00000163611.7,7137
gene_id,ENSG00000145375.7,7137
gene_id,ENSG00000182463.11,7137
gene_id,ENSG00000164338.5,7137
gene_id,ENSG00000151466.7,7138
gene_id,ENSG00000172349.12,7138
gene_id,ENSG00000163389.6,7138
gene_id,ENSG00000174840.8,7138
gene_id,ENSG00000162755.9,7139
gene_id,ENSG00000171401.10,7139
gene_id,ENSG00000234026.1,7139
gene_id,ENSG00000054179.7,7139
gene_id,ENSG00000138792.5,7139
gene_id,ENSG00000170049.5,7139
gene_id,ENSG00000006062.9,7139
gene_id,ENSG00000198752.5,7139
gene_id,ENSG00000236394.1,7139
gene_id,ENSG00000111817.12,7140
gene_id,ENSG00000089916.13,7140
gene_id,ENSG00000120708.12,7140
gene_id,ENSG00000058866.10,7140
gene_id,ENSG00000205177.5,7140
gene_id,ENSG00000106785.10,7140
gene_id,ENSG00000185619.13,7140
gene_id,ENSG00000186907.3,7140
gene_id,ENSG00000105193.4,7141
gene_id,ENSG00000145864.8,7141
gene_id,ENSG00000187189.9,7141
gene_id,ENSG00000170043.7,7141
gene_id,ENSG00000196235.9,7142
gene_id,ENSG00000146109.3,7142
gene_id,ENSG00000158480.6,7142
gene_id,ENSG00000237021.2,7142
gene_id,ENSG00000213757.3,7142
gene_id,ENSG00000170037.9,7142
gene_id,ENSG00000226179.1,7143
gene_id,ENSG00000232063.1,7143
gene_id,ENSG00000115840.9,7143
gene_id,ENSG00000105880.4,7143
gene_id,ENSG00000170382.7,7143
gene_id,ENSG00000124749.12,7143
gene_id,ENSG00000147536.7,7143
gene_id,ENSG00000124641.10,7143
gene_id,ENSG00000151702.12,7143
gene_id,ENSG00000257896.1,7143
gene_id,ENSG00000125520.9,7143
gene_id,ENSG00000112578.5,7143
gene_id,ENSG00000240219.1,7143
gene_id,ENSG00000086300.11,7143
gene_id,ENSG00000204377.3,7144
gene_id,ENSG00000239388.4,7144
gene_id,ENSG00000271002.1,7144
gene_id,ENSG00000271401.1,7144
gene_id,ENSG00000069966.14,7144
gene_id,ENSG00000167130.13,7144
gene_id,ENSG00000271537.1,7145
gene_id,ENSG00000235264.1,7145
gene_id,ENSG00000228223.1,7145
gene_id,ENSG00000267800.1,7146
gene_id,ENSG00000085063.10,7146
gene_id,ENSG00000237641.1,7146
gene_id,ENSG00000156973.9,7146
gene_id,ENSG00000035681.3,7146
gene_id,ENSG00000251050.1,7146
gene_id,ENSG00000035687.9,7147
gene_id,ENSG00000151208.12,7147
gene_id,ENSG00000235954.2,7147
gene_id,ENSG00000117091.5,7147
gene_id,ENSG00000108176.10,7147
gene_id,ENSG00000253676.1,7147
gene_id,ENSG00000172878.9,7148
gene_id,ENSG00000233871.1,7148
gene_id,ENSG00000232453.1,7148
gene_id,ENSG00000076641.4,7148
gene_id,ENSG00000179397.13,7148
gene_id,ENSG00000180957.13,7149
gene_id,ENSG00000180139.10,7149
gene_id,ENSG00000134049.3,7149
gene_id,ENSG00000230204.1,7149
gene_id,ENSG00000268879.1,7149
gene_id,ENSG00000272167.1,7149
gene_id,ENSG00000183691.4,7149
gene_id,ENSG00000148572.10,7149
gene_id,ENSG00000179859.7,7149
gene_id,ENSG00000186665.8,7150
gene_id,ENSG00000126746.13,7150
gene_id,ENSG00000139200.9,7151
gene_id,ENSG00000262298.1,7151
gene_id,ENSG00000156030.8,7152
gene_id,ENSG00000266717.1,7152
gene_id,ENSG00000242737.1,7152
gene_id,ENSG00000136628.13,7152
gene_id,ENSG00000203876.5,7153
gene_id,ENSG00000214381.4,7153
gene_id,ENSG00000233558.1,7153
gene_id,ENSG00000205436.3,7153
gene_id,ENSG00000261353.1,7154
gene_id,ENSG00000196576.10,7155
gene_id,ENSG00000149403.7,7155
gene_id,ENSG00000165443.7,7155
gene_id,ENSG00000232491.1,7155
gene_id,ENSG00000116704.6,7155
gene_id,ENSG00000237276.4,7155
gene_id,ENSG00000187166.1,7155
gene_id,ENSG00000240710.1,7155
gene_id,ENSG00000095380.10,7155
gene_id,ENSG00000261889.1,7156
gene_id,ENSG00000066294.10,7156
gene_id,ENSG00000131507.9,7156
gene_id,ENSG00000107742.8,7156
gene_id,ENSG00000254703.2,7156
gene_id,ENSG00000259065.1,7156
gene_id,ENSG00000248458.2,7156
gene_id,ENSG00000110721.7,7156
gene_id,ENSG00000130717.8,7156
gene_id,ENSG00000232284.3,7156
gene_id,ENSG00000118473.17,7156
gene_id,ENSG00000116120.8,7156
gene_id,ENSG00000163082.9,7156
gene_id,ENSG00000260841.1,7157
gene_id,ENSG00000005812.6,7157
gene_id,ENSG00000245937.3,7157
gene_id,ENSG00000179950.9,7157
gene_id,ENSG00000172380.5,7157
gene_id,ENSG00000064651.9,7158
gene_id,ENSG00000137760.10,7158
gene_id,ENSG00000121316.6,7158
gene_id,ENSG00000053328.8,7158
gene_id,ENSG00000177418.1,7158
gene_id,ENSG00000182952.4,7158
gene_id,ENSG00000115539.9,7158
gene_id,ENSG00000104343.15,7158
gene_id,ENSG00000174891.8,7159
gene_id,ENSG00000168779.15,7159
gene_id,ENSG00000189241.6,7159
gene_id,ENSG00000185002.5,7159
gene_id,ENSG00000172765.12,7160
gene_id,ENSG00000266718.1,7160
gene_id,ENSG00000169714.12,7160
gene_id,ENSG00000242428.1,7160
gene_id,ENSG00000083814.8,7160
gene_id,ENSG00000177182.6,7160
gene_id,ENSG00000169313.9,7161
gene_id,ENSG00000255236.2,7161
gene_id,ENSG00000174606.8,7161
gene_id,ENSG00000272146.1,7161
gene_id,ENSG00000213149.3,7161
gene_id,ENSG00000197953.5,7161
gene_id,ENSG00000118961.10,7161
gene_id,ENSG00000090924.10,7161
gene_id,ENSG00000130612.10,7162
gene_id,ENSG00000121060.10,7162
gene_id,ENSG00000175283.7,7162
gene_id,ENSG00000236992.1,7162
gene_id,ENSG00000170425.3,7162
gene_id,ENSG00000095319.10,7163
gene_id,ENSG00000136149.6,7163
gene_id,ENSG00000184574.5,7163
gene_id,ENSG00000271200.1,7163
gene_id,ENSG00000132849.14,7163
gene_id,ENSG00000168374.6,7163
gene_id,ENSG00000165272.10,7164
gene_id,ENSG00000103356.11,7164
gene_id,ENSG00000271270.1,7164
gene_id,ENSG00000103353.11,7165
gene_id,ENSG00000269978.1,7165
gene_id,ENSG00000136156.8,7165
gene_id,ENSG00000181264.4,7165
gene_id,ENSG00000182224.7,7166
gene_id,ENSG00000008196.8,7166
gene_id,ENSG00000251450.1,7166
gene_id,ENSG00000121594.7,7166
gene_id,ENSG00000267278.1,7166
gene_id,ENSG00000258734.2,7166
gene_id,ENSG00000126246.5,7167
gene_id,ENSG00000037749.7,7167
gene_id,ENSG00000105205.6,7167
gene_id,ENSG00000111644.3,7167
gene_id,ENSG00000233483.2,7167
gene_id,ENSG00000165121.10,7167
gene_id,ENSG00000165072.9,7167
gene_id,ENSG00000167874.6,7167
gene_id,ENSG00000055147.13,7168
gene_id,ENSG00000139173.5,7168
gene_id,ENSG00000113319.7,7168
gene_id,ENSG00000249109.1,7168
gene_id,ENSG00000250329.1,7168
gene_id,ENSG00000109220.6,7168
gene_id,ENSG00000174963.13,7168
gene_id,ENSG00000197415.7,7168
gene_id,ENSG00000065371.13,7168
gene_id,ENSG00000270035.1,7169
gene_id,ENSG00000152977.5,7169
gene_id,ENSG00000174899.6,7169
gene_id,ENSG00000196914.4,7170
gene_id,ENSG00000179454.9,7170
gene_id,ENSG00000169583.12,7170
gene_id,ENSG00000122224.13,7170
gene_id,ENSG00000119927.9,7170
gene_id,ENSG00000168944.11,7170
gene_id,ENSG00000271824.1,7170
gene_id,ENSG00000229007.1,7170
gene_id,ENSG00000148606.8,7170
gene_id,ENSG00000162604.8,7170
gene_id,ENSG00000108039.13,7171
gene_id,ENSG00000162739.9,7171
gene_id,ENSG00000170074.15,7171
gene_id,ENSG00000064655.14,7172
gene_id,ENSG00000219410.4,7172
gene_id,ENSG00000111653.15,7172
gene_id,ENSG00000164393.4,7172
gene_id,ENSG00000117620.8,7172
gene_id,ENSG00000270171.1,7172
gene_id,ENSG00000065534.14,7172
gene_id,ENSG00000136630.11,7172
gene_id,ENSG00000204889.6,7172
gene_id,ENSG00000228084.1,7173
gene_id,ENSG00000211976.2,7173
gene_id,ENSG00000269843.1,7173
gene_id,ENSG00000123600.14,7173
gene_id,ENSG00000230303.1,7173
gene_id,ENSG00000230289.1,7173
gene_id,ENSG00000117133.6,7173
gene_id,ENSG00000198846.5,7173
gene_id,ENSG00000167912.5,7173
gene_id,ENSG00000115827.9,7173
gene_id,ENSG00000177030.12,7174
gene_id,ENSG00000176749.4,7174
gene_id,ENSG00000035720.3,7175
gene_id,ENSG00000130720.8,7175
gene_id,ENSG00000128016.4,7175
gene_id,ENSG00000203896.5,7175
gene_id,ENSG00000196659.9,7175
gene_id,ENSG00000158850.10,7175
gene_id,ENSG00000239254.1,7175
gene_id,ENSG00000163811.7,7175
gene_id,ENSG00000164329.9,7175
gene_id,ENSG00000226564.1,7176
gene_id,ENSG00000197555.5,7176
gene_id,ENSG00000240602.3,7176
gene_id,ENSG00000238287.1,7176
gene_id,ENSG00000232795.1,7176
gene_id,ENSG00000175455.10,7176
gene_id,ENSG00000164002.7,7176
gene_id,ENSG00000118434.4,7176
gene_id,ENSG00000026751.12,7176
gene_id,ENSG00000161265.10,7176
gene_id,ENSG00000153113.19,7176
gene_id,ENSG00000136045.7,7176
gene_id,ENSG00000215347.3,7177
gene_id,ENSG00000198795.6,7177
gene_id,ENSG00000183066.10,7177
gene_id,ENSG00000144589.16,7177
gene_id,ENSG00000205155.3,7177
gene_id,ENSG00000182578.9,7177
gene_id,ENSG00000214485.5,7178
gene_id,ENSG00000158793.9,7178
gene_id,ENSG00000142632.12,7178
gene_id,ENSG00000259146.2,7178
gene_id,ENSG00000055732.8,7178
gene_id,ENSG00000177519.3,7178
gene_id,ENSG00000269915.1,7178
gene_id,ENSG00000262951.1,7178
gene_id,ENSG00000170004.12,7178
gene_id,ENSG00000143256.4,7178
gene_id,ENSG00000092871.12,7178
gene_id,ENSG00000183011.9,7178
gene_id,ENSG00000269858.1,7178
gene_id,ENSG00000271709.1,7179
gene_id,ENSG00000137563.7,7179
gene_id,ENSG00000100167.15,7179
gene_id,ENSG00000173210.15,7179
gene_id,ENSG00000230202.1,7179
gene_id,ENSG00000144843.7,7179
gene_id,ENSG00000110429.9,7180
gene_id,ENSG00000259374.2,7180
gene_id,ENSG00000184922.9,7181
gene_id,ENSG00000130714.11,7181
gene_id,ENSG00000178999.8,7181
gene_id,ENSG00000267313.2,7182
gene_id,ENSG00000138670.12,7182
gene_id,ENSG00000267121.1,7182
gene_id,ENSG00000136048.9,7182
gene_id,ENSG00000153029.10,7183
gene_id,ENSG00000272403.1,7183
gene_id,ENSG00000125246.11,7183
gene_id,ENSG00000233175.2,7183
gene_id,ENSG00000174839.8,7183
gene_id,ENSG00000048707.9,7183
gene_id,ENSG00000142627.9,7183
gene_id,ENSG00000224621.1,7183
gene_id,ENSG00000185513.10,7184
gene_id,ENSG00000128346.6,7184
gene_id,ENSG00000234106.3,7184
gene_id,ENSG00000138326.14,7184
gene_id,ENSG00000108231.7,7184
gene_id,ENSG00000144837.4,7184
gene_id,ENSG00000232586.1,7184
gene_id,ENSG00000143258.11,7185
gene_id,ENSG00000116717.7,7185
gene_id,ENSG00000243155.1,7185
gene_id,ENSG00000090932.6,7185
gene_id,ENSG00000111801.11,7185
gene_id,ENSG00000124549.10,7185
gene_id,ENSG00000267834.1,7186
gene_id,ENSG00000158796.12,7186
gene_id,ENSG00000259078.2,7186
gene_id,ENSG00000165269.8,7186
gene_id,ENSG00000253213.1,7186
gene_id,ENSG00000151239.9,7186
gene_id,ENSG00000198001.9,7186
gene_id,ENSG00000230710.1,7186
gene_id,ENSG00000167578.12,7187
gene_id,ENSG00000227959.1,7187
gene_id,ENSG00000143224.13,7188
gene_id,ENSG00000258561.1,7188
gene_id,ENSG00000129317.10,7188
gene_id,ENSG00000257434.1,7188
gene_id,ENSG00000125798.10,7188
gene_id,ENSG00000272226.1,7188
gene_id,ENSG00000238090.1,7188
gene_id,ENSG00000253133.1,7188
gene_id,ENSG00000213942.3,7188
gene_id,ENSG00000132510.6,7188
gene_id,ENSG00000148362.6,7189
gene_id,ENSG00000184361.8,7189
gene_id,ENSG00000185215.4,7189
gene_id,ENSG00000158669.7,7189
gene_id,ENSG00000259459.1,7189
gene_id,ENSG00000112763.11,7189
gene_id,ENSG00000111652.5,7189
gene_id,ENSG00000100142.10,7189
gene_id,ENSG00000240238.1,7189
gene_id,ENSG00000272338.1,7190
gene_id,ENSG00000171723.11,7190
gene_id,ENSG00000237513.1,7190
gene_id,ENSG00000111321.6,7190
gene_id,ENSG00000272988.1,7190
gene_id,ENSG00000244687.7,7190
gene_id,ENSG00000158864.8,7190
gene_id,ENSG00000135823.9,7190
gene_id,ENSG00000234835.1,7191
gene_id,ENSG00000120669.11,7191
gene_id,ENSG00000005483.15,7191
gene_id,ENSG00000168878.12,7192
gene_id,ENSG00000230937.5,7192
gene_id,ENSG00000162630.5,7192
gene_id,ENSG00000239569.2,7192
gene_id,ENSG00000146776.10,7193
gene_id,ENSG00000124203.5,7193
gene_id,ENSG00000186652.5,7193
gene_id,ENSG00000234206.1,7193
gene_id,ENSG00000128536.11,7193
gene_id,ENSG00000105401.2,7193
gene_id,ENSG00000094914.8,7194
gene_id,ENSG00000174600.9,7194
gene_id,ENSG00000119969.10,7194
gene_id,ENSG00000238186.1,7194
gene_id,ENSG00000228393.3,7194
gene_id,ENSG00000188112.4,7195
gene_id,ENSG00000111670.10,7195
